Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Euro norm
"3,320 EUR (84,000 CZK)",Škoda,Roomster,1.4 TDI,"216,000 km",2007,Diesel,Mpv,Blue,Litvínov,59 kW (80 HP),Manual,https://yauto.cz/skoda/roomster/14-tdi-kombi-nafta-865020/,
"5,534 EUR (139,990 CZK)",Ford,Galaxy,2.0 TDCi,"186,340 km",2006,Diesel,Mpv,Gray,Břeclav,103 kW (140 HP),Manual,https://www.sauto.cz/osobni/detail/ford/galaxy/203147740,
"3,162 EUR (79,999 CZK)",Ford,Fiesta,1.4,"239,523 km",2010,Diesel,Hatchback,White,Brno,50 kW (68 HP),Manual,https://autocaris.cz/detail.php?inzerat=730062,
"11,464 EUR (289,999 CZK)",Škoda,Octavia,2.0 rs tdi,"229,207 km",2013,Diesel,Sedan,Blue,Praha,135 kW (184 HP),Automatic,https://www.automodul.cz/skoda-octavia-rs-2-0-tdi-135kw-dsg-c2677348,
"25,656 EUR (649,000 CZK)",Volvo,Xc40,2.0 D3,"103,071 km",2019,Diesel,Crossover,Blue,Liberec,110 kW (150 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Volvo/XC40/XC40-D3-INSCRIPT-SUV-170660718567468.html,
"28,818 EUR (729,000 CZK)",Mercedes Benz,E-Class,400,"121,167 km",2017,Petrol,Coupe,White,Praha,245 kW (333 HP),Automatic,https://yauto.cz/mercedes-benz/tridy-e/16-i-automat-kombi-benzin-592006/,
"20,943 EUR (529,800 CZK)",Volkswagen,Touareg,3.0 TDI,"124,051 km",2015,Diesel,Suv,White,Jihlava,193 kW (262 HP),Automatic,https://www.annonce.cz/inzerat/volkswagen-touareg-3-0tdi-73052237-wujdpm.html,
"6,918 EUR (175,000 CZK)",Ford,S-Max,2.2 TDCi,"243,566 km",2012,Diesel,Mpv,Silver,Praha,147 kW (200 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Ford/S-Max/S-Max-2.2-TDCI-MPV-17108441982394334.html,
"31,581 EUR (798,900 CZK)",Bmw,7 Series,,"171,312 km",2017,Diesel,Sedan,Black,Praha,294 kW (400 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/BMW/750/750-d-M-Paket-L-Sedan-Limuzina-16996033346090.html,
"31,230 EUR (790,000 CZK)",Bmw,7 Series,740d xDrive,"123,585 km",2017,Diesel,Sedan,Gray,Praha,235 kW (320 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/BMW/740/740-740d-xDrive-Sedan-Limuzina-17104227345806880.html,
"8,297 EUR (209,900 CZK)",Mini,Clubman,1.6,"158,364 km",2012,Diesel,Mpv,Silver,Rudná,82 kW (112 HP),Manual,https://yauto.cz/mini/clubman/16-d-kombi-nafta-840229/,
"16,959 EUR (429,000 CZK)",Subaru,Outback,2.0 D,"177,705 km",2016,Diesel,Crossover,Gold,Opava,110 kW (150 HP),Automatic,https://www.sauto.cz/osobni/detail/subaru/outback/203287779,
"25,656 EUR (649,000 CZK)",Mercedes Benz,Gl-Class,500,"153,043 km",2012,Petrol,Suv,Blue,Úlice,285 kW (388 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Mercedes-Benz/GL-500/GL-500-SERVIS-KN-SUV-1704288147726359.html,
"17,350 EUR (438,900 CZK)",Hyundai,Tucson,1.6 T-GDi,"57,000 km",2019,Petrol,Suv,White,Slaný,130 kW (177 HP),Manual,https://www.sauto.cz/osobni/detail/hyundai/tucson/205644963,
"39,136 EUR (989,999 CZK)",Volkswagen,Amarok,3.0 TDI,"90,065 km",2018,Diesel,Pickup,White,Olbramovice,165 kW (224 HP),Automatic,https://autocaris.cz/detail.php?inzerat=747808,
"4,739 EUR (119,900 CZK)",Volvo,V50,2.5 T5,"256,097 km",2004,Petrol,Wagon,Black,Rudná,162 kW (220 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Volvo/V50/V50-2-5-T5-162k-Kombi-1708011848272148.html,
"46,637 EUR (1,179,750 CZK)",Volkswagen,Amarok,3.0 TDI,"83,213 km",2020,Diesel,Pickup,Yellow,Olomouc,190 kW (258 HP),Automatic,https://www.sauto.cz/osobni/detail/volkswagen/amarok/202837852,
"39,492 EUR (999,000 CZK)",Bmw,X5m,,"149,400 km",2016,Petrol,Suv,Gray,Ostrava,423 kW (575 HP),Automatic,https://www.sportovnivozy.cz/187807-bmw-x5-m-575ps-nezavisle-360-2016,
"25,691 EUR (649,900 CZK)",Bmw,3 Series,320d xDrive,"62,871 km",2019,Diesel,Sedan,White,Praha,140 kW (190 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/BMW/3/3-320d-xDrive-Sedan-Limuzina-17083497590590.html,
"8,301 EUR (209,999 CZK)",Fiat,Freemont,2.0 mjet,"253,590 km",2015,Diesel,Crossover,Green,Praha,125 kW (170 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Fiat/Freemont/Freemont-2.0-MJT-4x4-MPV-17080051939710.html,
"108,708 EUR (2,749,900 CZK)",Mercedes Benz,Gle-Class,,"7,000 km",2023,Petrol,Suv,Gray,Praha,320 kW (435 HP),Automatic,https://www.annonce.cz/inzerat/mercedes-benz-gle-3-0-73090049-wqjrxe.html,
"10,199 EUR (258,000 CZK)",Subaru,Xv,D,"187,529 km",2016,Diesel,Crossover,White,Znojmo,108 kW (147 HP),Manual,https://www.automodul.cz/subaru-xv-2-0d-awd-navi-kamera-vyhrevy-c2740134,
"6,321 EUR (159,900 CZK)",Renault,Fluence,1.5 dCi,"72,000 km",2013,Diesel,Sedan,Blue,Slaný,81 kW (110 HP),Manual,https://www.annonce.cz/inzerat/renault-fluence-1-5-72687251-w4p3n3.html,
"5,139 EUR (129,999 CZK)",Alfa Romeo,Giulietta,1.4,"199,999 km",2013,Petrol,Hatchback,Black,Brno,77 kW (105 HP),Manual,https://www.autanet.cz/detail/alfa-romeo/giulietta/17558,
"14,227 EUR (359,900 CZK)",Škoda,Scala,1.5 dsg tsi,"154,000 km",2020,Petrol,Hatchback,Blue,Provodov Šonov,110 kW (150 HP),Automatic,https://www.automodul.cz/skoda-scala-1-5tsi-110kw-dsg-pano-led-kuze-c2691170,
"9,803 EUR (248,000 CZK)",Jeep,Grand Cherokee,3.0 crd,"236,600 km",2011,Diesel,Suv,Gray,Karlovy Vary,177 kW (241 HP),Automatic,https://www.automodul.cz/jeep-grand-cherokee-3-0-crd-177kw-summit-4wd-aut-c2651783,
"23,715 EUR (599,900 CZK)",Porsche,Cayenne,3.0 D,"218,350 km",2013,Diesel,Suv,Black,Praha,180 kW (245 HP),Automatic,https://www.sauto.cz/osobni/detail/porsche/cayenne/205793913,
"16,959 EUR (429,000 CZK)",Audi,Q5,2.0 TDI,"235,905 km",2015,Diesel,Suv,White,Olomouc,140 kW (190 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Audi/Q5/Q5-2-0-TDi-140-SUV-17066359273520.html,
"7,866 EUR (199,000 CZK)",Škoda,Yeti,1.6 TDI,"131,286 km",2011,Diesel,Crossover,Blue,Kroměříž,77 kW (105 HP),Manual,https://www.sauto.cz/osobni/detail/skoda/yeti/205702980,
"49,414 EUR (1,249,990 CZK)",Bmw,7 Series,740d xDrive,"59,709 km",2018,Diesel,Sedan,Black,Praha,235 kW (320 HP),Automatic,https://www.annonce.cz/inzerat/bmw-rada-7-740d-xdrive-72886105-wzv7y5.html,
"18,180 EUR (459,900 CZK)",Hyundai,Ioniq,,"79,858 km",2019,Electric,Sedan,White,Praha,88 kW (120 HP),Automatic,https://www.automodul.cz/hyundai-ioniq-88kw-zaruka-automat-c2604084,
"36,760 EUR (929,900 CZK)",Cupra,Formentor,2.0 tsi vz,"23,763 km",2021,Petrol,Crossover,Gray,Praha,228 kW (310 HP),Automatic,https://www.annonce.cz/inzerat/cupra-formentor-2-0-72966855-wqc8ay.html,
"12,254 EUR (309,999 CZK)",Volkswagen,Tiguan,1.4 TSI,"94,500 km",2014,Petrol,Crossover,Black,Klatovy,90 kW (122 HP),Manual,https://www.autanet.cz/detail/volkswagen/tiguan/42099,
"166,029 EUR (4,199,900 CZK)",Audi,S8,4.0 TFSI,10 km,2024,Petrol,Sedan,Black,Praha,420 kW (571 HP),,https://www.sauto.cz/osobni/detail/audi/s8/205816908,
"35,499 EUR (898,000 CZK)",Ford,Ranger,3.2,"56,844 km",2019,Diesel,Pickup,Gray,Olomouc,147 kW (200 HP),,https://www.autanet.cz/detail/ford/ranger/47202,
"4,743 EUR (119,999 CZK)",Citroen,C3,1.6 VTi,"122,804 km",2010,Petrol,Hatchback,Black,Olbramovice,88 kW (120 HP),Manual,https://www.sauto.cz/osobni/detail/citroen/c3/202773883,
"7,499 EUR (189,700 CZK)",Mercedes Benz,E-Class,,"243,000 km",2009,Diesel,Sedan,Gray,Provodov Šonov,125 kW (170 HP),Manual,https://www.cars.cz/inzerce/osobni-auto-O/Mercedes-Benz/E/E-2-2CDi-125K-Sedan-Limuzina-169935867564141.html,
"12,628 EUR (319,440 CZK)",Volkswagen,Sharan,2.0 TDI,"216,189 km",2014,Diesel,Van,Blue,Vysoké Mýto,103 kW (140 HP),Manual,https://yauto.cz/volkswagen/sharan/20-tdi-7mistledpanorama2xkoladph-mpv-nafta-864706/,
"13,836 EUR (350,000 CZK)",Volkswagen,Sharan,2.0 TDI,"116,000 km",2012,Diesel,Van,Black,Lubenec,103 kW (140 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Volkswagen/Sharan/Sharan-2-0TDi-103k-MPV-170550815098610437.html,
"96,220 EUR (2,434,000 CZK)",Bentley,Continental Gt,4.0 V8 S,"65,500 km",2016,Petrol,Coupe,Black,Ostrava,388 kW (528 HP),Automatic,https://www.automodul.cz/bentley-continental-gt-4-0-v8-s-carbon-ceramic-naim-c2686009,
"15,215 EUR (384,900 CZK)",Bmw,7 Series,740i,"257,300 km",2014,Diesel,Sedan,White,Praha,230 kW (313 HP),Automatic,https://autocaris.cz/detail.php?inzerat=747951,
"10,238 EUR (259,000 CZK)",Volkswagen,Tiguan,2.0 TDI,"209,817 km",2012,Diesel,Crossover,Red,Průhonice,103 kW (140 HP),Manual,https://www.autanet.cz/detail/volkswagen/tiguan/44362,
"9,368 EUR (236,999 CZK)",Volkswagen,Tiguan,2.0,"136,253 km",2010,Diesel,Crossover,Black,Brno,125 kW (170 HP),Manual,https://autocaris.cz/detail.php?inzerat=738856,
"7,862 EUR (198,900 CZK)",Škoda,Rapid,1.0,"111,524 km",2017,Petrol,Hatchback,Black,Slaný,70 kW (95 HP),Manual,https://www.autanet.cz/detail/skoda/rapid/47179,
"11,464 EUR (290,000 CZK)",Volkswagen,Tiguan,2.0 TDI,"215,691 km",2014,Petrol,Crossover,White,Žďár Nad Sázavou,130 kW (177 HP),Manual,https://autocaris.cz/detail.php?inzerat=747155,
"84,558 EUR (2,138,999 CZK)",Bmw,X6,M50i xDrive,"18,600 km",2021,Petrol,Suv,Green,Olbramovice,390 kW (530 HP),,https://autocaris.cz/detail.php?inzerat=700377,
"7,115 EUR (179,999 CZK)",Mercedes Benz,Ml-Class,320 CDI,"295,910 km",2006,Diesel,Suv,Black,Olbramovice,165 kW (224 HP),Automatic,https://yauto.cz/mercedes-benz/tridy-m/30-ml-320-cdi-165kw-4matic-cz-suv-nafta-827962/,
"3,162 EUR (79,999 CZK)",Mini,Cooper,1.6 S,"208,523 km",2007,LPG,Hatchback,White,Brno,128 kW (174 HP),Manual,https://yauto.cz/mini/cooper-s/16-mini-cooper-s-hatchback-lpg-benzin-862236/,
"28,779 EUR (728,000 CZK)",Volkswagen,Sharan,2.0 TDI,"98,239 km",2020,Diesel,Van,Blue,Znojmo,110 kW (150 HP),Automatic,https://www.autanet.cz/detail/volkswagen/sharan/6812,
"58,902 EUR (1,489,999 CZK)",Porsche,911,3.8 4S,"97,717 km",2007,Petrol,Convertible,Black,Olbramovice,261 kW (355 HP),Automatic,https://www.automodul.cz/porsche-911-3-8-carrera-4s-261kw-cabrio-c2647566,
"86,965 EUR (2,199,900 CZK)",Mercedes Benz,Gle-Class,400d 4Matic,"24,027 km",2022,Diesel,Suv,Gray,Praha,243 kW (330 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Mercedes-Benz/GLE/GLE-400d-AMG-4M-SUV-170542653958263.html,
"15,808 EUR (399,900 CZK)",Mazda,Cx-5,2.2 D,"198,000 km",2017,Diesel,Crossover,Red,Slaný,129 kW (175 HP),Automatic,https://www.annonce.cz/inzerat/mazda-cx-5-2-2-d-129kw-1majcr-revolutiont-72413655-w342ea.html,
"3,747 EUR (94,800 CZK)",Škoda,Fabia,1.2,"79,000 km",2008,Petrol,Hatchback,Orange,Slaný,51 kW (69 HP),Manual,https://yauto.cz/skoda/fabia/12-i12v1majcrservkn79tkm-hatchback-benzin-854973/,
"10,673 EUR (269,990 CZK)",Nissan,Navara,2.5 dci,"210,000 km",2007,Diesel,Pickup,Gray,Rajhrad,126 kW (171 HP),Automatic,https://yauto.cz/nissan/navara/25-dci-pick-up-nafta-869933/,
"57,281 EUR (1,449,000 CZK)",Bmw,X5,M50d,"138,773 km",2019,Diesel,Suv,White,Praha,294 kW (400 HP),Automatic,https://www.sauto.cz/osobni/detail/bmw/x5/205633677,
"5,890 EUR (149,000 CZK)",Ford,Galaxy,1.8 TDCi,"234,827 km",2009,Diesel,Mpv,Gray,Olomouc,92 kW (125 HP),Manual,https://www.annonce.cz/inzerat/ford-galaxy-1-8-tdci-71571228-w4g838.html,
"73,133 EUR (1,850,000 CZK)",Bmw,X4m,,"18,000 km",2019,Petrol,Suv,Red,Praha,375 kW (510 HP),Automatic,https://yauto.cz/bmw/x4/m-competitionkeylessm-driver-suv-benzin-849906/,
"23,639 EUR (598,000 CZK)",Seat,Alhambra,2.0 TDI,"132,150 km",2018,Diesel,Mpv,Gray,Tábor,110 kW (150 HP),Automatic,https://autocaris.cz/detail.php?inzerat=743792,
"4,743 EUR (119,999 CZK)",Škoda,Octavia,1.6,"211,911 km",2009,Petrol,Sedan,Gray,Olbramovice,75 kW (102 HP),Manual,https://autocaris.cz/detail.php?inzerat=745301,
"13,832 EUR (349,900 CZK)",Mazda,3,1.5,"53,400 km",2017,Petrol,Hatchback,Red,Praha,74 kW (101 HP),Manual,http://auto.rychle.cz/osobni-auto-O/Mazda/3/3-1.5-G100-MT-Sedan-Limuzina-17085871889056.html,
"10,669 EUR (269,900 CZK)",Renault,Kadjar,1.5 dCi,"224,952 km",2016,Diesel,Suv,Gray,Pohořelice,81 kW (110 HP),Manual,https://www.sauto.cz/osobni/detail/renault/kadjar/204509763,
"24,825 EUR (628,000 CZK)",Mercedes Benz,Gl-Class,,"218,496 km",2013,Diesel,Suv,Gray,Znojmo,190 kW (258 HP),Automatic,https://www.autanet.cz/detail/mercedes-benz/gl/10190,
"11,464 EUR (289,999 CZK)",Volkswagen,Polo,1.0 tsi,"85,580 km",2017,Petrol,Hatchback,Orange,Olbramovice,70 kW (95 HP),Manual,https://yauto.cz/volkswagen/polo/10-tsi-highline-cz-1maj-hatchback-benzin-824319/,
"52,498 EUR (1,328,000 CZK)",Mercedes Benz,Glc-Class,300,"31,212 km",2022,Petrol,Suv,White,Znojmo,190 kW (258 HP),Automatic,https://www.sportovnivozy.cz/187865-mercedes-benz-glc-300-4m-amg-k3600tazne-zar-2022,
"17,393 EUR (440,000 CZK)",Mazda,3,2.0,"91,636 km",2019,Petrol,Hatchback,Gray,Dyje,90 kW (122 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Mazda/3/3-2.0i-G122-A-Hatchback-170841453885318.html,
"20,912 EUR (529,000 CZK)",Ford,Mustang,2.3 EcoBoost,"86,200 km",2016,Petrol,Coupe,Red,Třebíč,233 kW (317 HP),Automatic,https://www.autanet.cz/detail/ford/mustang/11204,
"11,859 EUR (299,999 CZK)",Toyota,Land Cruiser,3.0 D-4d,"226,243 km",2005,Diesel,Suv,Gold,Olbramovice,122 kW (166 HP),Automatic,https://www.automodul.cz/toyota-land-cruiser-3-0-d4-d-4x4-cz-8-mist-c2587565,
"43,480 EUR (1,099,900 CZK)",Land Rover,Range Rover Velar,3.0 D300,"121,200 km",2019,Diesel,Suv,Gray,Praha,221 kW (301 HP),Automatic,https://www.sauto.cz/osobni/detail/land-rover/range-rover-velar/205465107,
"6,914 EUR (174,900 CZK)",Bmw,5 Series,525d,"217,945 km",2007,Diesel,Sedan,Silver,Rudná,145 kW (197 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/BMW/525/525-D-145kW-Aut-Sedan-Limuzina-1710251298429348.html,
"9,882 EUR (249,999 CZK)",Mitsubishi,Outlander,2.3 did,"246,111 km",2014,Diesel,Suv,Silver,Chomutov,110 kW (150 HP),Manual,https://www.automodul.cz/mitsubishi-outlander-2-3-di-d-110kw-4x4-7m-xen-man-c2677268,
"28,779 EUR (728,000 CZK)",Porsche,Panamera,4.8 GTS,"169,947 km",2013,Petrol,Sedan,Black,Znojmo,316 kW (430 HP),Automatic,https://www.sauto.cz/osobni/detail/porsche/panamera/202144450,
"7,115 EUR (179,999 CZK)",Škoda,Octavia,1.6 TDI,"189,621 km",2014,Diesel,Sedan,Blue,Olbramovice,77 kW (105 HP),Manual,https://autocaris.cz/detail.php?inzerat=738406,
"76,612 EUR (1,938,000 CZK)",Mercedes Benz,Eqs,580,"36,891 km",2022,Electric,Sedan,Gray,Znojmo,385 kW (524 HP),Automatic,https://yauto.cz/mercedes-benz/eqs/10-tsi-style-kombi-benzin-612266/,
"89,262 EUR (2,258,000 CZK)",Mercedes Benz,Eqs,580,"34,398 km",2022,Electric,Sedan,Black,Znojmo,385 kW (524 HP),Automatic,https://www.sauto.cz/osobni/detail/mercedes-benz/eqs/205071072,
"11,464 EUR (289,999 CZK)",Fiat,Scudo,2.0,"190,308 km",2013,Diesel,Van,Gray,Olbramovice,94 kW (128 HP),Manual,http://auto.rychle.cz/osobni-auto-O/Fiat/Scudo/Scudo-2.0-MJT-Exe-MPV-17101502391364.html,
"39,492 EUR (999,000 CZK)",Mercedes Benz,Cl-Class,63 AMG,"96,577 km",2009,Petrol,Coupe,White,Praha,386 kW (525 HP),Automatic,https://yauto.cz/mercedes-benz/cl/46-v8-limuzina-benzin-20198/,
"23,719 EUR (599,999 CZK)",Bmw,3 Series,330i xDrive,"117,485 km",2015,Petrol,Sedan,Black,Olbramovice,185 kW (252 HP),Automatic,https://www.automodul.cz/bmw-rada-3-2-0-330i-xdrive-m-sport-c2636047,
"3,360 EUR (85,000 CZK)",Seat,Alhambra,1.9 TDI,"261,000 km",2008,Diesel,Mpv,Silver,Zlín,85 kW (116 HP),Manual,https://www.autanet.cz/detail/seat/alhambra/48421,
"7,866 EUR (199,000 CZK)",Škoda,Yeti,2.0 TDI,"189,000 km",2010,Diesel,Crossover,Silver,Zlín,103 kW (140 HP),Manual,https://www.cars.cz/inzerce/osobni-auto-O/Skoda/Yeti/Yeti-2-0-TDI-CR-Kombi-1706268259108321.html,
"7,467 EUR (188,900 CZK)",Škoda,Yeti,2.0 TDI,"206,000 km",2012,Diesel,Crossover,Beige,Slaný,81 kW (110 HP),Manual,https://autocaris.cz/detail.php?inzerat=747097,
"5,929 EUR (149,999 CZK)",Volkswagen,Caddy,1.6 TDI,"229,135 km",2011,Diesel,Pickup,Red,Olbramovice,75 kW (102 HP),Manual,https://autocaris.cz/detail.php?inzerat=735304,
"18,579 EUR (469,999 CZK)",Ford,Ranger,3.2,"305,906 km",2019,Diesel,Pickup,Orange,Olbramovice,147 kW (200 HP),Automatic,https://yauto.cz/ford/ranger/32-double-cab-wildtrak-tdci-auto-pick-up-nafta-846699/,
"11,424 EUR (289,000 CZK)",Kia,Rio,1.4,"18,881 km",2019,Petrol,Hatchback,Blue,Kroměříž,73 kW (99 HP),Manual,https://www.sauto.cz/osobni/detail/kia/rio/205814073,
"14,425 EUR (364,900 CZK)",Seat,Leon,1.5 tsi,"70,300 km",2018,Petrol,Hatchback,Gray,Praha,96 kW (131 HP),Manual,https://www.annonce.cz/inzerat/seat-leon-1-5-tsi-led-73090579-wgdb6f.html,
"7,352 EUR (186,000 CZK)",Nissan,Pathfinder,2.5 dci,"291,486 km",2005,Diesel,Suv,Gray,Mladá Boleslav,128 kW (174 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Nissan/Pathfinder/Pathfinder-2.5dCiATT-Terenni-170792306296450.html,
"10,906 EUR (275,900 CZK)",Mercedes Benz,Glk-Class,220 CDI,"287,399 km",2011,Diesel,Suv,Silver,Pohořelice,125 kW (170 HP),,https://www.sauto.cz/osobni/detail/mercedes-benz/glk/206107380,
"29,648 EUR (749,999 CZK)",Mercedes Benz,Cls-Class,63 AMG,"194,962 km",2013,Petrol,Sedan,White,Olbramovice,386 kW (525 HP),Automatic,https://autocaris.cz/detail.php?inzerat=733865,
"18,184 EUR (460,000 CZK)",Mercedes Benz,Cls-Class,,"193,775 km",2013,Diesel,Sedan,Gray,Praha,195 kW (265 HP),Automatic,https://www.autoesa.cz/en/mercedes-benz/cls/kombi/nafta/316297526,
"15,377 EUR (389,000 CZK)",Peugeot,Expert,2.0 HDi,"172,197 km",2013,Diesel,Van,Brown,Olomouc,120 kW (163 HP),Manual,https://www.annonce.cz/inzerat/peugeot-expert-tepee-72932289-wjqvtu.html,
"118,555 EUR (2,999,000 CZK)",Bmw,X7,,"23,000 km",2023,Petrol,Suv,Black,Říčany,390 kW (530 HP),,https://www.sportovnivozy.cz/186572-bmw-x7-44-m60i-msport-pro-x-dri-2023,
"13,836 EUR (350,000 CZK)",Bmw,5 Series,520d,"183,742 km",2014,Diesel,Sedan,Silver,Praha,140 kW (190 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/BMW/520/520-520d.-Autom-Sedan-Limuzina-17101642745558558.html,
"14,191 EUR (359,000 CZK)",Renault,Espace,1.6 dci,"173,481 km",2016,Diesel,Mpv,Gray,Vysokov,118 kW (160 HP),Automatic,https://www.automodul.cz/renault-espace-1-6dci-initialeparis-7mist-dph-c2683010,
"7,510 EUR (189,999 CZK)",Seat,Altea,1.4 TSI,"66,039 km",2012,Petrol,Mpv,White,Brno,63 kW (86 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Seat/Altea/Altea-1.4-XL-1.4-Kombi-170954311655637.html,
"13,638 EUR (345,000 CZK)",Volkswagen,Touareg,3.0 TDI,"259,354 km",2011,Diesel,Suv,Black,Sulice,180 kW (245 HP),Automatic,https://www.automodul.cz/volkswagen-touareg-3-0tdi-180kw-panorama-kuze-nav-c2731740,
"13,796 EUR (349,000 CZK)",Mazda,Cx-5,2.0,"137,959 km",2012,Petrol,Crossover,Blue,Olomouc,118 kW (160 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Mazda/CX-5/CX-5-2-0-i-118kW-SUV-170663594060781.html,
"11,029 EUR (278,999 CZK)",Dacia,Duster,1.5 dCi,"215,263 km",2018,Diesel,Suv,White,Brno,80 kW (109 HP),Manual,https://yauto.cz/dacia/duster/15-4x4-kombi-nafta-841498/,
"17,785 EUR (449,900 CZK)",Ford,Tourneo Custom,2.0 TDCi,"198,300 km",2014,Diesel,Van,Blue,Uherské Hradiště,115 kW (156 HP),Manual,https://www.dasweltauto.cz/vehicle/242326275,
"27,593 EUR (698,000 CZK)",Škoda,Kodiaq,2.0 2.0 4x4 tdi,"162,879 km",2021,Diesel,Suv,Black,Znojmo,147 kW (200 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Skoda/Kodiaq/Kodiaq-2.0TDI-147-SUV-1710405690877132.html,
"19,765 EUR (499,999 CZK)",Bmw,5 Series,520d xDrive,"89,000 km",2016,Diesel,Sedan,Gray,Zlín,140 kW (190 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/BMW/5/5-2.0-520d-xD-Sedan-Limuzina-1707235801622320.html,
"23,679 EUR (599,000 CZK)",Škoda,Kodiaq,2.0 2.0 tdi,"195,264 km",2018,Diesel,Suv,White,Pardubice,110 kW (150 HP),,https://www.autanet.cz/detail/skoda/kodiaq/47032,
"11,424 EUR (289,000 CZK)",Bmw,Z4,i,"267,439 km",2005,Petrol,Convertible,Black,Pardubice,170 kW (231 HP),Manual,https://www.sportovnivozy.cz/189212-bmw-z4-30i-roadster-navi-xenon-2005,
"23,323 EUR (590,000 CZK)",Volkswagen,Touareg,4.2 TDI,"242,000 km",2015,Diesel,Suv,Gray,Sulice,250 kW (340 HP),Automatic,https://www.automodul.cz/volkswagen-touareg-4-2tdi-r-line-nove-v-cr-c2486279,
"21,268 EUR (538,000 CZK)",Škoda,Kodiaq,2.0 4x4 dsg tdi,"178,236 km",2018,Diesel,Suv,Gray,Tábor,140 kW (190 HP),Automatic,https://yauto.cz/skoda/kodiaq/20-tdi-140kw-dsg-4x4-style-tz-zaruka-az-5-let-suv-nafta-832832/,
"15,773 EUR (399,000 CZK)",Volkswagen,Touareg,3.0 TDI,"178,352 km",2013,Diesel,Suv,Black,Semily,180 kW (245 HP),,https://www.sauto.cz/osobni/detail/volkswagen/touareg/204718701,
"20,354 EUR (514,900 CZK)",Mercedes Benz,Glk-Class,,"175,400 km",2015,Diesel,Suv,Gray,Otrokovice,125 kW (170 HP),,https://www.autanet.cz/detail/mercedes-benz/glk/42086,
"10,278 EUR (259,999 CZK)",Ford,Galaxy,2.0 TDCi,"217,087 km",2013,Diesel,Mpv,Silver,Chomutov,103 kW (140 HP),Manual,https://www.autanet.cz/detail/ford/galaxy/42979,
"5,139 EUR (129,999 CZK)",Hyundai,I30,1.6,"220,885 km",2012,Petrol,Hatchback,Blue,Olbramovice,99 kW (135 HP),Manual,https://www.automodul.cz/hyundai-i30-1-6-gdi-99kw-cz-style-c2654423,
"14,982 EUR (379,000 CZK)",Volkswagen,Touran,2.0 TDI,"189,000 km",2015,Diesel,Mpv,Blue,Otrokovice,110 kW (150 HP),Manual,https://www.cars.cz/inzerce/osobni-auto-O/Volkswagen/Touran/Touran-III-2-0-TDI-Kombi-17062683319001680.html,
"6,716 EUR (169,900 CZK)",Bmw,3 Series,320i,"187,000 km",2007,Petrol,Coupe,Silver,Praha,125 kW (170 HP),Manual,https://www.automodul.cz/bmw-rada-3-320i-125kw-xenony-pdc-c2721577,
"9,843 EUR (249,000 CZK)",Mercedes Benz,Ml-Class,320 CDI,"229,790 km",2007,Diesel,Suv,Gray,Praha,165 kW (224 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Mercedes-Benz/M/M-3.0-ML-320-Kombi-17005591498170.html,
"9,878 EUR (249,900 CZK)",Kia,Sportage,1.7 CRDi,"135,860 km",2011,Diesel,Crossover,Gray,Podlesí,85 kW (116 HP),Manual,https://www.autanet.cz/detail/kia/sportage/31864,
"17,710 EUR (448,000 CZK)",Volkswagen,Touran,2.0 TDI,"157,235 km",2020,Diesel,Mpv,Red,Tábor,110 kW (150 HP),Manual,https://yauto.cz/volkswagen/touran/20-tdi-110kw-7mist-navi-zaruka-az-5-let-mpv-nafta-858048/,
"3,755 EUR (95,000 CZK)",Škoda,Superb,2.5 TDI,"235,734 km",2006,Diesel,Sedan,Gray,Praha,120 kW (163 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Skoda/Superb/Superb-2-5-TDi-CR-Sedan-Limuzina-17008216917871067.html,
"37,515 EUR (949,000 CZK)",Volvo,Xc90,2.0 D5 AWD,"125,483 km",2017,Diesel,Suv,Gray,Brno,173 kW (235 HP),Automatic,https://www.automodul.cz/volvo-xc90-d5-awd-inscription-aut-cz-c2706995,
