Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"20,500 EUR",Peugeot,2008,1.5 bluehdi,"114,950 km",2020,Diesel,6,Crossover,White,Desenzano Del Garda,97 kW (132 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/peugeot-2008-bluehdi-130-ss-eat8-gt-line-diesel/1/20407184
"55,900 EUR",Mercedes Benz,Gle-Class,350 4MATIC,"129,931 km",2021,Diesel,,Suv,Silver,Carovigno,238 kW (324 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/mercedes-benz-gle-350-de-4matic-eq-power-premium-plus-tetto-pack-night-elettricadiesel/1/20526705
"30,900 EUR",Land Rover,Evoque,2.0,"105,000 km",2019,Diesel,,Suv,White,Magione,111 kW (151 HP),Manual,https://www.trova-automobile.it/auto/annuncio/land-rover-range-rover-evoque-20-td4-150-cv-mhv-r-dynamic-finanziabile-diesel/1/20508921
"26,500 EUR",Volkswagen,Touareg,3.0,"140,000 km",2014,Diesel,5,Suv,Gray,Prato,152 kW (207 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/volkswagen-touareg-30-tdi-204-cv-tiptronic-exec-tetto-km-certific-diesel/1/20530286
"6,000 EUR",Lancia,Thesis,2.4 JTD,"133,000 km",2008,LPG,4,Sedan,Blue,Verona,137 kW (186 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/lancia-thesis-24-jtd-20v-aut-executive-gpl/1/20412767
"44,900 EUR",Bmw,3 Series,316d,"7,042 km",2023,Diesel,6,Wagon,Gray,Brescia,90 kW (122 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/bmw-316-nuova-serie-3-touring-48v-msport-pelle-led-elettricadiesel/1/20252463
"12,890 EUR",Ford,Focus,1.5 EcoBlue,"149,890 km",2020,Diesel,6,Wagon,White,Este,89 kW (121 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/ford-focus-15-ecoblue-120-cv-aut-sw-business-co-pilot-diesel/1/20251963
"28,990 EUR",Mercedes Benz,Sl-Class,3.0 280 sl,"154,500 km",2008,Petrol,,Convertible,Black,San Benedetto Del Tronto,172 kW (234 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/mercedes-benz-sl-280-cat-sport-benzina/1/20510930
"22,900 EUR",Opel,Mokka,1.2,"10,442 km",2022,Petrol,6,Crossover,Black,Rovigo,75 kW (102 HP),Manual,https://www.trova-automobile.it/auto/annuncio/opel-mokka-12-turbo-gs-line-benzina/1/20448380
"15,950 EUR",Fiat,500 X,1.3 multijet,"37,440 km",2022,Diesel,6,Crossover,Black,Treviglio,70 kW (95 HP),Manual,https://www.trova-automobile.it/auto/annuncio/fiat-500x-13-multijet-95-cv-club-car-playruota-diesel/1/20282634
"24,490 EUR",Toyota,C-Hr,1.8,"8,100 km",2023,Petrol,,Suv,White,Cinisello Balsamo,90 kW (122 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/toyota-c-hr-18-hybrid-e-cvt-active-prezzo-promo-elettricabenzina/1/20491337
"10,400 EUR",Opel,Insignia,1.6 cdti,"148,000 km",2017,Diesel,,Wagon,Silver,Udine,101 kW (137 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/opel-insignia-16-cdti-136cv-sports-tourer-aut-cosmo-diesel/1/20423986
"54,900 EUR",Audi,A8,3.0 50 TDI quattro,"59,900 km",2020,Diesel,6,Sedan,Black,Roma,213 kW (290 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/audi-a8-50tdi-quattro-pre-riscaldamento-4-zone-360-elettricadiesel/1/20369128
"37,990 EUR",Bmw,3 Series,320d xDrive,"59,900 km",2022,Diesel,6,Wagon,Black,Roma,141 kW (192 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/bmw-320-d-48v-xdrive-touring-m-sport-laser-head-up-shadow-elettricadiesel/1/20394979
"28,400 EUR",Land Rover,Range Rover Sport,3.0 TDV6,"99,100 km",2016,Diesel,6,Suv,Green,Roma,185 kW (252 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/land-rover-range-rover-sport-30-tdv6-hse-diesel/1/20408733
"60,950 EUR",Jaguar,F-Type,5.0 V8,"27,477 km",2020,Petrol,6,Convertible,Green,Agliana,224 kW (305 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/jaguar-f-type-20-aut-convertibile-r-dynamic-benzina/1/20501432
"18,490 EUR",Peugeot,5008,2.0 bluehdi,"143,000 km",2020,Diesel,6,Mpv,White,Pavia,131 kW (178 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/peugeot-5008-bluehdi-180-ss-eat8-gt-diesel/1/20368675
"20,000 EUR",Opel,Mokka,1.2,"33,000 km",2021,Petrol,6,Crossover,Green,Verona,97 kW (132 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/opel-mokka-12-turbo-130-cv-edition-bi-color-benzina/1/20525273
"75,990 EUR",Audi,Q8,3.0 50 TDI quattro,"82,000 km",2022,Diesel,6,Suv,Black,Alcamo,213 kW (290 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/audi-q8-50-tdi-286-cv-quattro-tiptronic-sport-diesel/1/20361242
"16,950 EUR",Fiat,500 X,1.3,"40,224 km",2021,Diesel,6,Crossover,Gray,Treviglio,111 kW (151 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/fiat-500x-13-t4-150-cv-dct-connect-benzina/1/20431706
"57,900 EUR",Bmw,7 Series,730d,"59,000 km",2020,Diesel,6,Sedan,Blue,Como,197 kW (268 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/bmw-730-d-diesel/1/20412848
"21,400 EUR",Peugeot,3008,1.2 puretech,"67,500 km",2020,Petrol,6,Crossover,Gray,San Maurizio Canavese,97 kW (132 HP),Manual,https://www.trova-automobile.it/auto/annuncio/peugeot-3008-puretech-turbo-130-ss-allure-benzina/1/20505732
"19,500 EUR",Dr,5.0,1.5,"50,966 km",2022,LPG,6,Crossover,Blue,Monza,86 kW (117 HP),Manual,https://www.trova-automobile.it/auto/annuncio/dr-motor-dr-50-15-116cv-bi-fuel-gpl---azzurra---km-50966---full-benzinagpl/1/20376630
"16,900 EUR",Mazda,Mx-5 Miata,1.8,"109,000 km",2012,Petrol,,Convertible,Black,Rende,93 kW (126 HP),Manual,https://www.trova-automobile.it/auto/annuncio/mazda-mx-5-roadster-coupe-18l-fire-benzina/1/20392118
"38,900 EUR",Audi,A6,2.0 40 TDI quattro,"19,800 km",2022,Diesel,6,Wagon,Black,Roma,152 kW (207 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/audi-a6-avant-40tdi-quattro-sport-navi-led-elettricadiesel/1/20461588
"9,900 EUR",Volvo,V70,2.4,"201,547 km",2010,Diesel,5,Wagon,White,Brescia,152 kW (207 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/volvo-v70-24-d5-geartronic-kinetic-diesel/1/20431174
"73,700 EUR",Audi,Q8,3.0 50 quattro tdi,"77,500 km",2021,Diesel,,Suv,Black,San Maurizio Canavese,213 kW (290 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/audi-q8-50-tdi-mhev-quattro-tiptronic-sport-s-line-full-elettricadiesel/1/20547407
