Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"18,080 EUR (134,900 DKK)",Dacia,Lodgy Stepway,1.5 dCi,"45,000 km",2018,Diesel,Mpv,White,Brøndby,67 kW (91 HP),Manual,https://www.bilbasen.dk/brugt/bil/dacia/lodgy-stepway/15-dci-90-7prs-5d/6097516
"12,061 EUR (89,990 DKK)",Peugeot,2008,1.2 vti,"146,000 km",2015,Petrol,Crossover,Black,Bagsværd,61 kW (83 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/2008/12-e-vti-82-city-style-esg-5d/6092455
"16,056 EUR (119,800 DKK)",Dacia,Lodgy,1.5 dCi,"138,000 km",2018,Diesel,Mpv,White,Bramming,67 kW (91 HP),Manual,https://www.bilbasen.dk/brugt/bil/dacia/lodgy/15-dci-90-family-edition-7prs-5d/6111574
"24,098 EUR (179,800 DKK)",Jeep,Renegade,1.6 Limited,"120,000 km",2020,Diesel,Crossover,White,Hillerød,89 kW (121 HP),Automatic,https://www.bilbasen.dk/brugt/bil/jeep/renegade/16-mjt-120-limited-dct-5d/6047097
"12,451 EUR (92,900 DKK)",Peugeot,2008,1.6 BlueHDI,"174,000 km",2017,Diesel,Crossover,Black,Holsted,74 kW (101 HP),Manual,https://www.bilbasen.dk/brugt/bil/peugeot/2008/16-bluehdi-100-desire-sky-5d/6107118
"21,418 EUR (159,800 DKK)",Hyundai,Ioniq,1.6,"22,000 km",2021,Hybrid,Sedan,White,Viby,101 kW (137 HP),Automatic,https://www.bilbasen.dk/brugt/bil/hyundai/ioniq/ev-trend-5d/6107836
"29,473 EUR (219,900 DKK)",Volkswagen,Tiguan,2.0 TDI 4Motion,"124,000 km",2016,Diesel,Crossover,White,Aarup,141 kW (192 HP),Automatic,https://seek4cars.net/biler-til-salg/vw/tiguan/2-0-tdi-scr-r-line-4motion-dsg-190hk-5d-7g-aut/a535d6a8-1d4b-4681-b234-86bd8b84f77a
"109,900 EUR",Fiat,500c,1.0,"65,000 km",2017,Petrol,Convertible,White,Kolding,59 kW (80 HP),Manual,https://www.bilbasen.dk/brugt/bil/fiat/500c/09-twinair-80-lusso-2d/6109707
"21,431 EUR (159,900 DKK)",Fiat,500e,,"15,200 km",2022,Electric,Mini,Black,Herning,87 kW (118 HP),Automatic,https://www.bilerneshus.dk/brugte-biler/185497450
"22,758 EUR (169,800 DKK)",Nissan,Qashqai,1.2,"105,000 km",2018,Petrol,Crossover,,Hadsund,85 kW (116 HP),Manual,https://www.bilbasen.dk/brugt/bil/nissan/qashqai/12-dig-t-115-tekna-5d/6103623
"44,887 EUR (334,900 DKK)",Mini,Cooper,1.6 S,"48,000 km",2017,Petrol,Convertible,Black,Varde,143 kW (194 HP),Automatic,https://www.guloggratis.dk/annonce/a5b67f21-e34b-4d23-aab9-a61db71f5e8b
"16,070 EUR (119,900 DKK)",Toyota,Auris,1.6 VVT-i,"91,000 km",2013,Petrol,Hatchback,Gray,Aarup,98 kW (133 HP),Manual,https://www.bilbasen.dk/brugt/bil/toyota/auris/16-t2-5d/6025183
"18,080 EUR (134,900 DKK)",Opel,Crossland X,1.2 Turbo,"51,000 km",2017,Petrol,Suv,Silver,Aarup,82 kW (112 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/crossland-x/12-t-110-innovation-5d/6020588
"12,987 EUR (96,900 DKK)",Toyota,Verso,2.0,"211,000 km",2016,Diesel,Mpv,Gray,Vodskov,83 kW (113 HP),Manual,https://www.guloggratis.dk/annonce/f9eb22d7-b682-459e-ac38-40ed173a9e31
"18,750 EUR (139,900 DKK)",Peugeot,2008,1.2 vti,"117,300 km",2021,Petrol,Crossover,White,Vodskov,96 kW (131 HP),Manual,https://www.autouncle.dk/en/d/4726187-used-peugeot-2008-1-2-puretech-allure-grand-130hk-5d
"16,713 EUR (124,700 DKK)",Ford,S-Max,2.0 TDCi,"173,000 km",2014,Diesel,Mpv,White,Ringkøbing,121 kW (165 HP),Automatic,https://www.autouncle.dk/en/d/4722047-used-ford-s-max-tdci-163-titanium-aut-7prs
"14,730 EUR (109,900 DKK)",Citroen,C4 Cactus,1.6,"110,000 km",2018,Diesel,Hatchback,White,Vodskov,74 kW (101 HP),Manual,https://www.guloggratis.dk/annonce/ce03d43f-415e-4dd2-9de1-381e661d7b2f
"26,122 EUR (194,900 DKK)",Seat,Leon,1.5 tsi,"103,000 km",2019,Petrol,Hatchback,White,Varde,111 kW (151 HP),Automatic,https://www.guloggratis.dk/annonce/ed232440-ea96-4dc9-a302-24bb74c2b2c3
"9,315 EUR (69,500 DKK)",Fiat,500c,1.2,"117,000 km",2013,Petrol,Convertible,Black,Bredebro,51 kW (69 HP),Manual,https://www.autouncle.dk/en/d/4787712-used-fiat-500c-lounge
"12,719 EUR (94,900 DKK)",Mitsubishi,Asx,1.6,"189,000 km",2015,Petrol,Crossover,Red,Holsted,87 kW (118 HP),Manual,https://www.guloggratis.dk/annonce/32c27a3b-d9c2-4a46-8512-21d42006c797
"13,389 EUR (99,900 DKK)",Volkswagen,Up!,1.0,"41,000 km",2017,Petrol,Mini,White,Brøndby,44 kW (60 HP),Manual,https://usedcars.leaseplan.com/da-dk/volkswagen-up/WVWZZZAAZJD147133.html
"15,373 EUR (114,700 DKK)",Nissan,Qashqai,1.6,"199,000 km",2014,Diesel,Crossover,White,Ringkøbing,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/nissan/qashqai/16-dci-130-tekna-x-tr-5d/6076957
"16,070 EUR (119,900 DKK)",Ford,C-Max,1.0,"95,000 km",2019,Petrol,Mpv,White,Albertslund,93 kW (126 HP),Manual,https://www.bilbasen.dk/brugt/bil/ford/c-max/10-scti-125-titanium-5d/6112857
"15,400 EUR (114,900 DKK)",Renault,Captur,0.9 tce,"116,000 km",2017,Petrol,Suv,White,Aarup,67 kW (91 HP),Manual,https://www.bilbasen.dk/brugt/bil/renault/captur/09-tce-90-zen-5d/6104648
"3,149 EUR (23,500 DKK)",Peugeot,205,1.4,"240,000 km",1989,Petrol,Hatchback,Red,Vejen,55 kW (75 HP),Manual,https://www.bilbasen.dk/brugt/bil/peugeot/205/14-xr-3d/6109879
