Make,Model,Year,Fuel type,Body type,Color,City,Transmission,Contact,Trim,Emission standard,Price(EUR),Mileage(km),kW,Country
Volkswagen,Golf,2019,Diesel,Wagon,Red,Zurich,Automatic,https://www.autolina.ch/auto/vw-golf-variant/4137495,2.0 TDI,6,14619.82,151077,111.0,Switzerland
Renault,Koleos,2013,Diesel,Suv,Black,Bern,Automatic,https://www.autolina.ch/auto/renault-koleos/4106157,2.0 dCi,5,10506.0,159457,111.0,Switzerland
Maserati,Ghibli,2015,Petrol,Coupe,Black,Zurich,Automatic,https://www.autolina.ch/auto/maserati-ghibli/4114020,4.9,6,28546.45,127200,205.0,Switzerland
Volvo,Xc90,2020,Petrol,Suv,Silver,Thalwil,Automatic,https://www.autolina.ch/auto/volvo-xc90/4031651,2.0 T8,6,62294.4,90000,225.0,Switzerland
Ford,Galaxy,2021,Diesel,Mpv,Blue,Wohlen,Automatic,https://www.autolina.ch/auto/ford-galaxy/4093176,2.0 TDCi,6,41376.130000000005,28132,141.0,Switzerland
Volkswagen,Tiguan,2018,Petrol,Crossover,Black,Zurich,Automatic,https://www.autolina.ch/auto/vw-tiguan/4096248,2.0 TSI 4Motion,6,37036.74,69000,164.0,Switzerland
Ford,Transit,2024,Petrol,Van,White,Wohlen,Automatic,https://www.autolina.ch/auto/ford-transit-connect/4094618,1.6,6,41653.200000000004,10,75.0,Switzerland
Tesla,Model S,2016,Electric,Sedan,White,St Gallen,Automatic,https://www.autolina.ch/auto/tesla-model-s/4111078,electro,6,31719.88,129900,391.0,Switzerland
Toyota,Yaris,2007,Petrol,Sedan,Silver,Wil,Manual,https://www.autolina.ch/auto/toyota-yaris/4068562,1.3 vvt-i,4,6260.34,137500,64.0,Switzerland
Ford,Kuga,2019,Diesel,Suv,Gray,Zug,Automatic,https://www.autolina.ch/auto/ford-kuga/4092132,2.0 TDCi,6,26424.65,66500,134.0,Switzerland
Ford,Kuga,2019,Diesel,Suv,White,Wohlen,Automatic,https://www.autolina.ch/auto/ford-kuga/4076966,2.0 TDCi,6,26901.54,38100,111.0,Switzerland
Cupra,Formentor,2021,Petrol,Crossover,Black,St Gallen,Automatic,https://www.autolina.ch/auto/cupra-formentor/4111073,2.0 tsi vz,6,38723.88,68500,231.0,Switzerland
Cupra,Formentor,2021,Petrol,Crossover,Gray,Zug,Automatic,https://www.autolina.ch/auto/cupra-formentor/4064757,2.0 tsi vz,6,37132.53,26500,231.0,Switzerland
Tesla,Model S,2017,Electric,Sedan,Blue,St Gallen,Automatic,https://www.autolina.ch/auto/tesla-model-s/4093368,electro,6,47214.17,103700,575.0,Switzerland
