Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Euro norm
"15,695 EUR",Ford,Focus,1.0 ecoboost titanium,"116,155 km",2019,Petrol,Hatchback,Silver,Raalte,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/focus-10-ecoboost-125-pk-titanium-business-stoel-stuurverwarming-donker-glas-17-inch-navi-cruide-clima-pdc-voor-achter-camera-app-connect/18777577,
"9,900 EUR",Nissan,Note,1.2,"145,860 km",2015,Petrol,Mpv,White,Sittard,132 kW (180 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/nissan/note-12-dig-s-connect-edition-nav-climate-control-pdc-bluetooth-cruise-control-automaat/18829684,
"32,900 EUR",Volvo,V60,2.0 t4,"81,841 km",2020,Petrol,Wagon,Silver,Nijkerk,157 kW (214 HP),Automatic,https://autovooru.nl/volvo-v60~165-96d-3c4d5f.html,
"15,900 EUR",Ford,Focus,1.0 st,"81,155 km",2018,Petrol,Wagon,Blue,Nijkerk,93 kW (126 HP),Manual,https://www.autokopen.nl/tweedehands-auto/ford/focus/9201879-ford-focus-wagon-10-st-line-nl-auto-airco-lmv-navi,
"12,680 EUR",Suzuki,Swift,1.2,"88,561 km",2019,Petrol,Hatchback,Gray,Venlo,67 kW (91 HP),Manual,https://www.limburgmobiel.nl/tweedehands-auto/suzuki/swift-12-90-pk-select-nl-autonavigatie-via-apple-carplay-android-autocameraaircostoelverwarminglm-velgen/18817446,
"17,945 EUR",Audi,A3,1.0 TFSI,"114,040 km",2017,Petrol,Sedan,Black,Bathmen,86 kW (117 HP),Manual,https://www.viabovag.nl/auto/aanbod/audi-a3-limousine-10-115pk-tfsi-sport-edition-led-dyn-18-inch-navi-bovag-garantie-o7i7os9,
"19,740 EUR",Renault,Clio,1.0 tce,"27,461 km",2023,Petrol,Hatchback,Black,Tilburg,67 kW (91 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/renault/clio-10-tce-90-evolution-climate-control-full-map-navigatie-privacy-glass-pdc-achter-keyless-16-lmv-apple-carplay-en-android-auto/18686616,
"11,745 EUR",Citroen,C3,1.2 puretech,"24,927 km",2016,Petrol,Hatchback,Red,Middelburg,61 kW (83 HP),Automatic,https://www.zeelandnet.nl/prikbord/citroen-c3-12-puretech-selection-city-pack-trekhaak-afneembaar-navigatie-park-sensor-cruise-climate-control-elek-ramen-spiegels-rijklaarprijs/a/6473025,
"23,740 EUR",Renault,Clio,1.0 tce,"4,200 km",2023,Petrol,Hatchback,Black,Sittard,132 kW (180 HP),Manual,https://www.hedinautomotive.nl/occasion/p/52946575/renault-clio-1-0-tce-90-techno-pack-navigation-techno,
"18,740 EUR",Renault,Clio,1.0 tce,"8,043 km",2022,Petrol,Hatchback,Silver,Tilburg,67 kW (91 HP),Manual,https://www.marktplaats.nl/v/auto-s/renault/m2090572735-renault-clio-1-0-tce-90-evolution-navigatie-camera-lm,
"32,445 EUR",Bmw,X3,xDrive20i,"170,086 km",2018,Petrol,Suv,Silver,Stolwijk,137 kW (186 HP),Automatic,https://www.autotrader.nl/auto/voertuig/bmw-x3-xdrive20i-m-sport-dealer-oh-panorama-head-up-benzine/4f07820f-17ea-4688-8462-7e985afe9ed7/,
"12,900 EUR",Ds Automobiles,Ds3,1.2 puretech,"198,213 km",2016,Petrol,Convertible,Black,Apeldoorn,82 kW (112 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/ds/ds-3-cabrio-12-puretech-so-chic-automaat-leer-navi-stoelverw/18185521,6
"13,900 EUR",Peugeot,208,1.2 puretech,"38,001 km",2018,Petrol,Hatchback,Silver,Apeldoorn,82 kW (112 HP),Automatic,https://www.marktplaats.nl/v/auto-s/peugeot/m2085013320-peugeot-208-1-2-puretech-gt-line-clima-cruise-navi-camera,
"13,450 EUR",Audi,A3,1.2 s tfsi,"97,890 km",2011,Petrol,Convertible,Silver,Helmond,78 kW (106 HP),Automatic,https://www.autotrader.nl/auto/voertuig/audi-a3-cabriolet-12-tfsi-ambition-pro-line-s-s-line-benzine/d7749bc3-f62b-4ca2-828c-778e0dfde977/,
"17,845 EUR",Škoda,Octavia,1.0 tsi,"167,720 km",2021,Petrol,Wagon,Black,Stolwijk,82 kW (112 HP),Automatic,https://www.autotrader.nl/auto/voertuig/skoda-octavia-combi-10-e-tsi-business-edition-plus-aut-virtua-benzine/aac53965-f70c-4520-898d-366b6e9b4d2c/,
"5,695 EUR",Peugeot,3008,1.6 VTi,"133,351 km",2011,Petrol,Crossover,Black,Emmen,89 kW (121 HP),Manual,https://www.marktplaats.nl/v/auto-s/peugeot/m2073927234-peugeot-3008-1-6-vti-st-panoramadak-navigatie-climate-cont,
"2,895 EUR",Toyota,Aygo,1.0,"169,326 km",2009,Petrol,Mini,Blue,Emmen,50 kW (68 HP),Manual,https://autovooru.nl/toyota-aygo~15b-317-3b5f6b.html,
"14,499 EUR",Peugeot,308,1.2 puretech,"84,509 km",2020,Petrol,Wagon,White,Stadskanaal,82 kW (112 HP),Manual,https://www.marktplaats.nl/v/auto-s/peugeot/m2087603105-peugeot-308-sw-1-2-puretech-blue-lease-allure-ac-cruise-navi,
"14,499 EUR",Peugeot,308,1.2 puretech,"84,111 km",2020,Petrol,Wagon,Blue,Stadskanaal,82 kW (112 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/peugeot/308-sw-12-puretech-bleu-lease-executive-panoramadak/18506267,
"6,499 EUR",Toyota,Aygo,1.0,"41,219 km",2009,Petrol,Mini,Blue,Vlissingen,50 kW (68 HP),Manual,https://www.zeelandnet.nl/prikbord/toyota-aygo-10-12v-dynamic-blue-1ste-eigenaar-dealer-onderhouden/a/6507985,
"16,850 EUR",Opel,Corsa,1.2,"40,672 km",2022,Petrol,Van,Black,Hardenberg,76 kW (103 HP),Manual,https://autovooru.nl/opel-corsa~138-409-3c832b.html,
"14,245 EUR",Renault,Clio,1.0 tce,"59,190 km",2021,Petrol,Hatchback,Black,Nuenen,132 kW (180 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/renault/clio-10-tce-zen/18835126,
"17,750 EUR",Nissan,Leaf,40 kWh,"80,406 km",2018,Electric,Hatchback,Black,Roosendaal,111 kW (151 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-leaf-2zero-edition-40-kwh-subsidie-mogelijk-navigatie-360-camera-adapt-cruise-control-apple-carplayandroid-auto-dodehoek-keyless-entry-stuur-stoelverwarming-rijklaarprijs/a/6478249,
"11,790 EUR",Hyundai,I20,1.2,"87,117 km",2017,Petrol,Hatchback,Black,Voerendaal,62 kW (84 HP),Automatic,https://www.autotrader.nl/auto/voertuig/hyundai-i20-12-hp-yes-2017-stoelverwarming-1e-eigenaar-benzine/e37ec3b8-7a02-4a32-a81e-737203c78664/,
"16,250 EUR",Opel,Astra,1.2,"57,882 km",2021,Petrol,Sedan,Gray,Nuenen,132 kW (180 HP),Manual,https://www.limburgmobiel.nl/tweedehands-auto/opel/astra-12t-145pk-business-edition-l-navi-l-climatic-l-lichtmetaal-l-dab-radio/18817294,
"9,900 EUR",Bmw,3 Series,316d,"137,787 km",2011,Diesel,Sedan,Black,Apeldoorn,86 kW (117 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/sedan/vehicle/2370115/bmw-316-316d-executive-xenon-cruise-lmv-clima,5
"10,350 EUR",Peugeot,308,1.2 vti,"104,308 km",2015,Petrol,Hatchback,Blue,Nuenen,82 kW (112 HP),Manual,https://www.limburgmobiel.nl/tweedehands-auto/peugeot/308-12t-110pk-blue-lease-premium-l-navi-l-panoramadak-l-led-koplampen/18817399,
"44,980 EUR",Mercedes Benz,C-Class,63 AMG S,"178,593 km",2016,Petrol,Sedan,Silver,Tilburg,380 kW (517 HP),Automatic,https://www.viabovag.nl/auto/aanbod/mercedes-benz-c-klasse-63-amg-s-edition-1-510pk-magno-brabus-21-downpipe-burmester-sfeer-assis-plus-12-mnd-garantie-m0ct6b5,
"13,595 EUR",Audi,A1,1.2 TFSI,"50,799 km",2013,Petrol,Mini,Red,Sittard,132 kW (180 HP),Manual,https://www.autotrader.nl/auto/voertuig/audi-a1-sportback-12-tfsi-admired-nav-ecc-pdc-s-lin-benzine/e6b37b5e-6f8c-4ab1-b24a-a3b1506d5264/,
"3,699 EUR",Škoda,Octavia,1.2 TSI,"296,358 km",2012,Petrol,Wagon,Silver,Wierden,78 kW (106 HP),Manual,https://www.autotrader.nl/auto/voertuig/skoda-octavia-combi-12-tsi-ambition-airco-trekhaak-benzine/1dbf0255-b8f3-4b75-a4e5-4854fec11ebc/,
"18,940 EUR",Volkswagen,Golf,2.0 GTI,"142,547 km",2014,Electric,Sedan,Silver,Emmen,171 kW (233 HP),Automatic,https://www.marktplaats.nl/v/auto-s/volkswagen/m2089768060-volkswagen-golf-2-0-tsi-gti-performance-dsg-ecc-navigatie-cr,
"14,750 EUR",Bmw,X1,sDrive18i,"141,171 km",2010,Petrol,Suv,Black,Ochten,111 kW (151 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/suv-off-road-pick-up/vehicle/2551319/bmw-x1-sdrive18i-150-pk-aut-tasman-green-leder-sportstoelen-trekhaak,
"17,445 EUR",Opel,Corsa,1.2,"56,745 km",2021,Petrol,Van,Black,Helmond,55 kW (75 HP),Automatic,https://www.marktplaats.nl/v/auto-s/opel/m2086722742-opel-corsa-1-2-elegance-cruise-climate-camera-info-b,
"17,400 EUR",Opel,Corsa,1.2,"46,190 km",2021,Petrol,Van,Black,Borculo,75 kW (102 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/opel/corsa-12-editionnavi-appcruise8v-automaatapple-carplaypdcfull-ledverw-stoelen100pk-bel-0545-280200/18672253,
"14,445 EUR",Volkswagen,Golf,1.5 tsi,"163,515 km",2015,Electric,Sedan,Black,Stolwijk,111 kW (151 HP),Automatic,https://www.vaartland.nl/occasion/volkswagen/golf/1-4-tsi-gte-20/gv-294-g,
"37,600 EUR",Bmw,4 Series,430i,"80,704 km",2018,Petrol,Convertible,Beige,Almelo,187 kW (254 HP),Automatic,https://autovooru.nl/bmw-4serie~cf-b50-3aa60a.html,
"22,900 EUR",Volkswagen,Golf,2.5 tsi,"129,960 km",2017,Electric,Hatchback,Silver,Haarlem,111 kW (151 HP),Manual,https://www.marktplaats.nl/v/auto-s/volkswagen/m2082745409-volkswagen-golf-1-5-tsi-r-line-panodak-ada-cruise-xenon-l,
"10,299 EUR",Toyota,Aygo,1.0,"89,932 km",2017,Petrol,Mini,Red,Goes,51 kW (69 HP),Manual,https://www.zeelandnet.nl/prikbord/toyota-aygo-10-vvt-i-x-sport-lmv-parkeercamera-airco-cruise-control/a/6365601,
"23,900 EUR",Bmw,X1,sDrive18i,"100,948 km",2017,Petrol,Suv,Black,Rijswijk,101 kW (137 HP),Automatic,https://www.autokopen.nl/tweedehands-auto/bmw/x1/9198665-bmw-x1-sdrive18i-automaat-executive-pano-hk-camera,
"42,980 EUR",Audi,Q5,2.0 TFSI Quattro,"64,605 km",2018,Petrol,Suv,Black,Tilburg,187 kW (254 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/suv-off-road-pick-up/vehicle/2558603/audi-q5-20-tfsi-quattro-2x-s-line-black-edition-252pk-matrix-virtual-sfeer-accsidelane-keyless-12-mnd-garantie,
"16,795 EUR",Seat,Leon,2.0 FR,"114,598 km",2017,Petrol,Hatchback,Black,Nuenen,132 kW (180 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/seat/leon-14-ecotsi-fr-stoelverwarming-parkeersensoren-cruise-control/18835299,
"15,300 EUR",Nissan,Micra,1.0,"39,000 km",2021,Petrol,Mini,Black,Kerkrade,68 kW (92 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/nissan/micra-10-ig-t-navibose/18817652,
"17,900 EUR",Volkswagen,Polo,1.0 tsi,"88,845 km",2021,Petrol,Hatchback,Black,Rijswijk,72 kW (98 HP),Automatic,https://www.marktplaats.nl/v/auto-s/volkswagen/m2090270608-volkswagen-polo-1-0-tsi-comfortline-pano-sterrenhemel,
"19,745 EUR",Škoda,Octavia,1.0 tsi,"87,768 km",2020,Petrol,Wagon,Black,Stolwijk,82 kW (112 HP),Manual,https://www.eurostocks.com/nl/voertuigen/autos/stationwagen/vehicle/2538730/skoda-octavia-combi-10-tsi-ambition-business-ed-nieuw-model-navi-virtual-dab-carplay,
"18,900 EUR",Renault,Megane,1.3 TCe,"102,238 km",2021,Petrol,Wagon,Black,Rijswijk,117 kW (159 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/renault/megane-13-tce-158-pk-automaat-estate-rs-line-sfeerverl/18702113,
"19,900 EUR",Peugeot,5008,1.2 puretech,"138,337 km",2018,Petrol,Mpv,Black,Sittard,132 kW (180 HP),Manual,https://www.limburgmobiel.nl/tweedehands-auto/peugeot/5008-12-puretech-gt-line-7-zits-pano-schuifdak-camera-pdc-enz/18829739,
"22,540 EUR",Dacia,Sandero,1.0 lpg tce,"14,500 km",2024,LPG,Hatchback,White,Tilburg,67 kW (91 HP),Manual,https://www.vanmossel.nl/voorraad/s/1392946-dacia-sandero,
"29,900 EUR",Bmw,X6,3.0 m50d,"143,398 km",2014,Diesel,Suv,Black,Apeldoorn,284 kW (386 HP),Automatic,https://www.marktplaats.nl/v/auto-s/bmw/m2087264790-bmw-x6-m50d-panodak-acc-memory-leer-camera-navi-carbon,
"11,450 EUR",Mini,Countryman,1.6 S,"184,705 km",2010,Petrol,Crossover,Black,Apeldoorn,137 kW (186 HP),Automatic,https://www.autokopen.nl/tweedehands-auto/mini/countryman/8865699-mini-countryman-16-cooper-s-all4-chili-panodak-cruise-clima-navi-stoelverw-leer-18lm,5
"15,900 EUR",Citroen,C3,1.2 puretech,"36,305 km",2021,Petrol,Hatchback,White,Waalwijk,61 kW (83 HP),Automatic,https://www.marktplaats.nl/v/auto-s/citroen/m2085105739-citroen-c3-puretech-83-shine-airco-navi-parkeerhulp-l,
"15,940 EUR",Nissan,Micra,1.0,"53,463 km",2020,Petrol,Mini,Red,Tilburg,75 kW (102 HP),Manual,https://www.vanmossel.nl/voorraad/s/1372978-nissan-micra,
"23,750 EUR",Nissan,Qashqai,1.2,"42,427 km",2019,Petrol,Crossover,Black,Roosendaal,86 kW (117 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-qashqai-12-tekna-trekhaak-panoramadak-bose-audio-nappa-leder-geheugenstoel-navigatie-360-camera-stoelverwarming-rijklaaprijs/a/6353357,
"19,450 EUR",Mini,Cooper,1.6 S,"104,432 km",2015,Petrol,Hatchback,Orange,Nuenen,143 kW (194 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/mini/cooper-s-20-192pk-automaat-chili-serious-business-hud-panodak-stoelverwarming-harman-kardon/18817357,
"17,700 EUR",Seat,Ateca,1.0,"115,000 km",2019,Petrol,Suv,Silver,Kerkrade,86 kW (117 HP),Automatic,https://autovooru.nl/seat~14d-0-3c6b5c.html,
"19,290 EUR",Kia,Picanto,1.0,"5,747 km",2023,Petrol,Mini,Gray,Oss,49 kW (67 HP),Automatic,https://autovooru.nl/kia-picanto~112-7a9-3bafd9.html,
"19,400 EUR",Kia,Picanto,1.0,"4,900 km",2023,Petrol,Mini,Gray,Nuenen,132 kW (180 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/kia/picanto-10-dpi-dynamicline-alleen-beschikbaar-voor-proefritten/18835274,
"9,450 EUR",Ford,Grand C-Max,1.0,"132,122 km",2014,Petrol,Mpv,Blue,Spijkenisse,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/grand-c-max-10-edition-7p-trekhaak-clima-pdc-airco/18642980,
"14,200 EUR",Citroen,C3,1.2 puretech,"41,075 km",2020,Petrol,Hatchback,Blue,Waalwijk,61 kW (83 HP),Automatic,https://www.marktplaats.nl/v/auto-s/citroen/m2089012128-citroen-c3-puretech-82-s-s-feel-edition-navi-airco-park,
"31,980 EUR",Bmw,1 Series,118i,"11,753 km",2023,Petrol,Hatchback,Black,Tilburg,101 kW (137 HP),Automatic,https://www.marktplaats.nl/v/auto-s/bmw/m2091375706-bmw-1-serie-118i-sportline-ed-136pk-led-virtual-navi,
"12,750 EUR",Kia,Rio,1.0,"142,239 km",2017,Petrol,Hatchback,Silver,Utrecht,75 kW (102 HP),Manual,https://www.autokopen.nl/tweedehands-auto/kia/rio/9197669-kia-rio-10-tgdi-dynamicline-navi-camera,
"16,700 EUR",Opel,Crossland X,1.2 Turbo,"63,049 km",2019,Petrol,Suv,Silver,Hardenberg,82 kW (112 HP),Automatic,https://autovooru.nl/opel~138-0-3bfe88.html,
"19,795 EUR",Opel,Crossland X,1.2 Turbo,"20,089 km",2019,Petrol,Suv,Silver,Middelburg,97 kW (132 HP),Automatic,https://www.zeelandnet.nl/prikbord/opel-crossland-x-12-turbo-innovation-safety-pack-130pk-navigatie-camera-apple-carpalyandroid-auto-dodehoek-detectie-led-koplampen-comfortstoelen-rijklaarprijs/a/6389889,
"34,409 EUR",Bmw,X5,xDrive35i,"138,356 km",2014,Petrol,Suv,Black,Stolwijk,228 kW (310 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/suv-off-road-pick-up/vehicle/2460232/bmw-x5-xdrive35i-7pers-high-exec-bangolufsen-softclose-headup-comfortzetels-navi-prof,
"15,895 EUR",Ford,Focus,1.0 EcoBoost,"76,978 km",2020,Petrol,Hatchback,Blue,Raalte,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/focus-10-ecoboost-125-pk-trend-edition-business-navi-cruise-pdc-voor-achter-app-connect-lmv/18650655,
"23,900 EUR",Ford,Focus,1.5 EcoBoost,"73,883 km",2020,Petrol,Hatchback,Silver,Nijkerk,134 kW (182 HP),Automatic,https://www.marktplaats.nl/v/auto-s/ford/m2090625198-ford-focus-1-5-ecoboost-st-line-business-nl-auto-pano-st,
"18,895 EUR",Ford,Focus,1.0 ecoboost st,"61,568 km",2020,Petrol,Hatchback,Blue,Raalte,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/focus-10-ecoboost-125-pk-st-line-business-stoelverwaring-navi-cruise-clima-app-connect-pdc-voor-achter/18692941,
"18,900 EUR",Jeep,Grand Cherokee,3.0 crd,"230,434 km",2012,Diesel,Suv,Black,Apeldoorn,179 kW (243 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/jeep/grand-cherokee-30-crd-overlsummit-navigatie-leder-navigatie-leder-panoramadak-adaptive-cruise-control/18185325,
"14,800 EUR",Nissan,Micra,1.0,"58,458 km",2019,Petrol,Mini,Red,Goes,75 kW (102 HP),Manual,https://www.zeelandnet.nl/prikbord/nissan-micra-10-ig-t-n-connecta-apple-carplayandroid-auto-camera-cruise-climate-control-park-sensor-dab-lm-velgen-bluetooth-tel-rijklaarprijs/a/6336921,
"27,450 EUR",Nissan,Juke,1.0 DIG-T,"14,266 km",2022,Petrol,Crossover,Gray,Goes,85 kW (116 HP),Automatic,https://www.zeelandnet.nl/prikbord/nissan-juke-10-dig-t-kiiro-limited-edition-navigatie-camera-stoelverwarming-apple-carplayandroid-auto-keyless-entry-voorrruit-verwarmd-rijklaarprijs/a/6543493,
"19,885 EUR",Bmw,5 Series,M550d,"250,675 km",2013,Diesel,Wagon,Silver,Emmen,284 kW (386 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/stationwagen/vehicle/2505826/bmw-m550-touring-m550xd-panoramadak-schuif-kanteldak-lederen-interieur-camera-trekhaak-standkachel-head-up-display,
"17,900 EUR",Peugeot,3008,1.2 puretech,"112,077 km",2019,Petrol,Crossover,Black,Rijswijk,97 kW (132 HP),Automatic,https://www.autotrader.nl/auto/voertuig/peugeot-3008-12-puretech-130-pk-automaat-active-carplay-ca-benzine/e26a0e92-e9e7-4508-a059-f2d8a6156144/,
"3,895 EUR",Kia,Picanto,1.0,"105,708 km",2010,Petrol,Mini,Black,Emmen,46 kW (63 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/kia/picanto-10-seven-airco-elektrische-ramen-radio/18739937,
"24,700 EUR",Citroen,C3,1.2 puretech,"2,500 km",2024,Petrol,Hatchback,Gray,Waalwijk,61 kW (83 HP),Automatic,https://www.marktplaats.nl/v/auto-s/citroen/m2090030078-citroen-c3-puretech-83-max-airco-navi-keyless,
"16,700 EUR",Citroen,C3,1.2 puretech,"73,055 km",2019,Petrol,Hatchback,Black,Waalwijk,82 kW (112 HP),Automatic,https://autovooru.nl/citroen-c3~e0-372-3c0ed7.html,
"14,645 EUR",Volkswagen,Polo,1.0 tsi,"74,974 km",2018,Petrol,Hatchback,White,Middelburg,70 kW (95 HP),Automatic,https://www.zeelandnet.nl/prikbord/volkswagen-polo-10-tsi-comfortline-adapt-cruise-control-aircondioning-bluetoot-tel-elek-ramen-speigels-rijklaarprijs/a/6513581,
"14,950 EUR",Audi,A4,2.0 TDI Ultra,"148,264 km",2016,Diesel,Wagon,Brown,Veenendaal,111 kW (151 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/audi/a4-avant-20-tdi-ultra-lease-edition-led-navigatie-leer-pre-sense-cruise-pdc-elektr-achterklep-17/18754961,
"10,999 EUR",Ford,Focus,1.0 titanium,"162,700 km",2016,Petrol,Sedan,Blue,Stadskanaal,93 kW (126 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/ford/focus-10-titanium/18727107,
"29,945 EUR",Bmw,X1,xDrive18d,"62,484 km",2019,Diesel,Suv,White,Stolwijk,111 kW (151 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/mpv-van-minibus/vehicle/2565845/bmw-x1-xdrive18d-mpakket-high-executive-automaat-mpakket-navigatie-trekhaak,
"19,945 EUR",Ford,Mustang,4.6 GT,"135,989 km",2006,Petrol,Convertible,Black,Ochten,227 kW (309 HP),Automatic,https://www.marktplaats.nl/v/auto-s/ford-usa/m2084882535-ford-usa-mustang-gt-4-6-v8-aut-convertible-leder-20-inc,
"8,900 EUR",Renault,Twingo,1.0 SCe,"38,178 km",2017,Petrol,Mini,White,Ochten,52 kW (71 HP),Manual,https://www.marktplaats.nl/v/auto-s/renault/m2079419826-renault-twingo-1-0-sce-collection-38-178-km-dab-bluet,
"17,450 EUR",Volkswagen,Golf,1.5 tsi,"76,421 km",2020,Electric,Hatchback,White,Culemborg,97 kW (132 HP),Manual,https://www.autotrader.nl/auto/voertuig/volkswagen-golf-15-tsi-comfortline-1e-eign-ecc-pdc-adaptive-apple-benzine/cbdba67a-5852-42e2-8afc-448e7ff4e6f3/,
"40,800 EUR",Volvo,V60,2.0 T6 Twin Engine AWD,"58,917 km",2020,Hybrid,Wagon,Silver,Meijel,253 kW (344 HP),Automatic,https://www.marktplaats.nl/v/auto-s/volvo/m2084085321-volvo-v60-t6-twin-engine-awd-r-design-harman-kardon-adap,
"13,900 EUR",Seat,Ibiza,1.0 fr tsi,"141,359 km",2018,Petrol,Hatchback,Black,Ede,86 kW (117 HP),Manual,https://www.valleiautogroep.nl/auto-zoeken/seat-ibiza-1-0-tsi-115pk-fr-business-intense-37045829,
"7,999 EUR",Peugeot,3008,1.6 THP,"170,338 km",2013,Petrol,Crossover,Blue,Stadskanaal,116 kW (158 HP),Manual,https://www.autotrader.nl/auto/voertuig/peugeot-3008-16-thp-style-pano-airco-cruise-navi-benzine/714c0dec-c1bf-4909-9573-6c4b6ac9c065/,
"17,900 EUR",Bmw,X3,xDrive30d,"232,217 km",2011,Diesel,Suv,Black,Apeldoorn,192 kW (261 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/bmw/x3-xdrive30d-high-executive-m-pakket-panoramadak-trekhaak/18780554,
"33,770 EUR",Bmw,5 Series,530e,"51,154 km",2019,Hybrid,Sedan,Black,Schijndel,187 kW (254 HP),Automatic,https://www.autokopen.nl/tweedehands-auto/bmw/5-serie/9192571-bmw-5-serie-530e-iperformance-high-executive-leder-camera-navigatie,
"35,995 EUR",Bmw,2 Series,M240i,"78,701 km",2017,Petrol,Convertible,White,Zwolle,253 kW (344 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/bmw/2-serie-cabrio-m240i-340pk-led-leder-navi-19-inch/18771446,
"16,400 EUR",Seat,Ibiza,1.0 fr tsi,"107,209 km",2019,Petrol,Hatchback,Blue,Ede,70 kW (95 HP),Manual,https://www.valleiautogroep.nl/auto-zoeken/seat-ibiza-1-0-tsi-95pk-fr-business-intense-37471269,
"5,500 EUR",Renault,Twingo,1.2,"139,690 km",2011,Petrol,Mini,White,Veenendaal,55 kW (75 HP),Manual,https://autovooru.nl/renault-twingo~142-95a-3c62d2.html,
"10,900 EUR",Citroen,C4 Picasso,1.2,"187,580 km",2016,Petrol,Mpv,Gray,Loenen,97 kW (132 HP),Manual,https://autovooru.nl/citroen-c4_picasso~e0-add-387bfa.html,
"16,945 EUR",Mini,Cooper,1.5,"74,200 km",2014,Electric,Hatchback,Silver,Waalwijk,101 kW (137 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/mini/cooper-15-chili-ii-panodak-sportleder-navi-pro-ecc-2014-74000km/18675552,
"13,845 EUR",Nissan,Qashqai,1.2,"123,981 km",2014,Petrol,Crossover,Brown,Sittard,86 kW (117 HP),Automatic,https://www.limburgmobiel.nl/tweedehands-auto/nissan/qashqai-12-edition/18632924,
"36,999 EUR",Land Rover,Range Rover Sport,3.0 SDV6,"116,875 km",2017,Diesel,Suv,White,Wierden,228 kW (310 HP),Automatic,https://www.eurostocks.com/nl/voertuigen/autos/suv-off-road-pick-up/vehicle/2574300/land-rover-range-rover-sport-30-sdv6-autobiography-dynamic,
"19,499 EUR",Opel,Grandland X,1.2,"141,018 km",2020,Petrol,Suv,Black,Stadskanaal,97 kW (132 HP),Automatic,https://www.marktplaats.nl/v/auto-s/opel/m2088616094-opel-grandland-x-1-2-turbo-business-edition-apple-carplay,
"6,745 EUR",Peugeot,3008,1.6 VTi,"63,511 km",2012,Petrol,Crossover,Gray,Nuenen,89 kW (121 HP),Manual,https://www.nederlandmobiel.nl/tweedehands-auto/peugeot/3008-16-vti-120pk-blue-lease-airco-trekhaak-parkeersensoren-cruise-control/18816916,
"11,900 EUR",Peugeot,208,1.2 puretech,"34,302 km",2019,Petrol,Hatchback,Black,Oud Beijerland,61 kW (83 HP),Manual,https://www.zeelandnet.nl/prikbord/peugeot-208-puretech-82-active-apple-carplay-parkeersensoren-airco/a/6513625,
"45,980 EUR",Mercedes Benz,C-Class,43 AMG 4MATIC,"79,120 km",2015,Petrol,Sedan,Black,Tilburg,274 kW (373 HP),Automatic,https://www.autotrader.nl/auto/voertuig/mercedes-benz-c-43-amg-4matic-368pk-pano-sfeer-led-12-mnd-garanti-benzine/337b905d-bf37-43b3-bc6f-1864b91ac3b4/,
"14,449 EUR",Nissan,Qashqai,1.2,"117,346 km",2015,Petrol,Crossover,Brown,Tilburg,86 kW (117 HP),Automatic,https://autovooru.nl/nissan-qashqai~135-7d6-3c51ef.html,
"13,450 EUR",Audi,A3,1.2 s tfsi,"191,524 km",2016,Petrol,Hatchback,Black,Dronten,82 kW (112 HP),Automatic,https://www.nederlandmobiel.nl/tweedehands-auto/audi/a3-sportback-12-tfsi-automaat-s-line-adrenaline-uitvclima-aircolm-velgennavigatieisofixxenoncruise-controlnwe-apknap/18714553,
