Make,Model,Trim,Year,Mileage(km),kW,Fuel type,Body type,Color,Transmission,Emission standard,Country,City,Price(EUR)
Tesla,Model S,electro,2015,131700,293.0,Electric,Sedan,Red,Automatic,6,Norway,Sandnes,19704.0
Peugeot,4008,1.6,2013,194300,85.0,Petrol,Crossover,Gray,Manual,5,Norway,Lillestrøm,7733.0
Volvo,V60,2.0,2012,206800,121.0,Diesel,Wagon,Orange,Manual,5,Norway,Fredrikstad,9379.0
Mercedes Benz,R-Class,350 cdi,2011,171000,197.0,Diesel,Mpv,Black,Automatic,5,Norway,Stavanger,19782.0
Škoda,Kodiaq,2.0 tdi,2018,171000,141.0,Diesel,Suv,Blue,Automatic,6,Norway,Hønefoss,27449.0
Bmw,X3,xdrive20d,2013,127911,121.0,Diesel,Suv,Black,Automatic,5,Norway,Bergen,19300.0
Škoda,Octavia,1.4,2014,167000,104.0,Petrol,Wagon,Red,Automatic,6,Norway,Ski,10755.0
Mazda,6,2.2 cd,2010,218000,96.0,Diesel,Sedan,Brown,Manual,5,Norway,Stavanger,5076.0
Seres,Sf5,electro,2023,1,436.0,Electric,Crossover,Black,Automatic,6,Norway,Elverum,51620.0
Lexus,Is,220d,2009,134000,131.0,Diesel,Sedan,Gray,Manual,5,Norway,Kolbotn,11960.0
Peugeot,Partner,1.6,2016,103000,73.0,Petrol,Pickup,Gray,Automatic,6,Norway,Drammen,9454.0
Nissan,Leaf,tekna,2013,68000,81.0,Electric,Hatchback,Gray,Automatic,5,Norway,Nesbru,6444.0
Mercedes Benz,Eqc,400,2021,35000,304.0,Electric,Suv,Gray,Automatic,6,Norway,Melhus,42593.0
Hyundai,I20,1.2,2012,61000,62.0,Petrol,Hatchback,Black,Manual,5,Norway,Stavanger,7658.0
Volvo,Xc70,2.4,2012,203280,121.0,Diesel,Crossover,White,Automatic,5,Norway,Trondheim,18844.0
Bmw,4 Series,435d xdrive,2015,155000,233.0,Diesel,Coupe,Black,Automatic,6,Norway,Hell,36999.0
Volkswagen,Touran,1.4,2017,170000,111.0,Petrol,Mpv,Blue,Automatic,6,Norway,Drøbak,18921.0
Volvo,Xc60,2.4 d4 awd,2016,129300,141.0,Diesel,Crossover,White,Automatic,6,Norway,Mandal,30108.0
Jeep,Wrangler,2.8 crd,2017,108749,149.0,Diesel,Suv,Gray,Automatic,6,Norway,Hell,38720.0
Tesla,Model S,electro,2017,110300,314.0,Electric,Sedan,Silver,Automatic,6,Norway,Sarpsborg,21882.0
Subaru,Outback,2.0 d,2010,242000,111.0,Diesel,Crossover,Gray,Manual,5,Norway,Skjetten,7735.0
Mercedes Benz,Gls-Class,63 amg,2017,86200,436.0,Petrol,Suv,White,Automatic,6,Norway,Hønefoss,68782.79999999999
Tesla,Model X,electro,2016,139500,575.0,Electric,Suv,Black,Automatic,6,Norway,Nesbru,49477.0
Mazda,Cx-5,2.2 d,2014,97976,111.0,Diesel,Crossover,Gray,Automatic,6,Norway,Arendal,18844.0
Bmw,X5,xdrive30d,2014,259000,192.0,Diesel,Suv,Black,Automatic,6,Norway,Notodden,30917.0
Volkswagen,Tiguan,2.0 tdi 4motion,2009,248000,104.0,Diesel,Crossover,Gray,Automatic,5,Norway,Kolbotn,5149.0
Kia,Ev6,gt 77 kwh,2023,150,242.0,Electric,Crossover,White,Automatic,6,Norway,Elverum,54209.0
Mitsubishi,Asx,1.6,2014,153840,87.0,Petrol,Crossover,Silver,Manual,6,Norway,Kopervik,8114.0
Volkswagen,Tiguan,2.0 tdi,2017,144511,111.0,Diesel,Crossover,White,Automatic,6,Norway,Mandal,25754.0
Mazda,Cx-5,2.2 d,2017,95700,111.0,Diesel,Crossover,Blue,Automatic,6,Norway,Porsgrunn,22363.0
Land Rover,Range Rover Velar,3.0,2018,55000,284.0,Diesel,Suv,Gray,Automatic,6,Norway,Kristiansand,68795.0
Mazda,Cx-5,2.5,2017,82482,143.0,Petrol,Crossover,Black,Automatic,6,Norway,Mandal,24880.0
Porsche,Cayenne,3.0 d,2014,149500,157.0,Diesel,Suv,Black,Automatic,6,Norway,Sem,37801.0
Ford,Focus,1.6 tdci,2010,153500,67.0,Diesel,Wagon,Blue,Manual,5,Norway,Fredrikstad,3872.0
Kia,Ev6,gt 77 kwh,2023,2211,242.0,Electric,Crossover,White,Automatic,6,Norway,Elverum,51627.0
Porsche,Cayenne,3.0 d,2014,134000,157.0,Diesel,Suv,Black,Automatic,6,Norway,Stavanger,34333.0
Alpina,B7,4.4,2004,109500,372.0,Petrol,Sedan,Black,Automatic,3,Norway,Haugesund,23663.0
Toyota,Rav4,2.2,2008,204000,101.0,Diesel,Suv,Gray,Manual,4,Norway,Drammen,6883.0
Volvo,V60,1.6 d2,2014,186000,85.0,Diesel,Wagon,White,Manual,6,Norway,Oslo,9405.0
Porsche,Cayenne,4.8,2014,123983,410.0,Petrol,Suv,Black,Automatic,6,Norway,Oslo,55070.0
Saic,Marvel R,electro,2022,4000,133.0,Electric,Crossover,Blue,Automatic,6,Norway,Skien,30891.0
Volkswagen,Golf,1.4 tsi,2014,122900,104.0,Petrol,Wagon,Gray,Manual,6,Norway,Fredrikstad,11100.0
Nissan,Navara,2.3,2016,153000,141.0,Diesel,Pickup,Gray,Automatic,6,Norway,Ski,21503.0
Volvo,V60,2.0 d3,2017,53000,110.0,Diesel,Wagon,Black,Automatic,6,Poland,Koło,18057.76
Škoda,Octavia,1.6,2018,127000,84.0,Diesel,Sedan,Silver,Automatic,6,Poland,Koło,12740.39
Volvo,V60,2.0 d3,2017,56000,110.0,Diesel,Wagon,White,Automatic,6,Poland,Koło,18057.76
Honda,Accord,2.4,2005,152000,139.0,Petrol,Sedan,Silver,Automatic,4,Poland,Łuków,2530.92
Chevrolet,Aveo,1.4,2011,178024,73.0,Petrol,Sedan,Gray,Manual,5,Poland,Świebodzin,4657.96
Audi,Q7,3.0,2017,78759,160.0,Diesel,Suv,Gray,Automatic,6,Poland,Gdańsk,42518.03
Renault,Talisman,1.6,2016,135794,95.0,Diesel,Sedan,Blue,Automatic,6,Poland,Gdańsk,13803.91
Mercedes Benz,B-Class,200,2007,171000,99.0,Petrol,Hatchback,Black,Manual,4,Poland,Gdynia,5104.62
Mazda,Cx-5,2.5,2014,157000,134.0,Petrol,Crossover,White,Automatic,6,Poland,Gdynia,12123.53
Peugeot,508,2.0 hdi,2012,170000,102.0,Diesel,Sedan,White,Manual,5,Poland,Gdańsk,7444.18
Mazda,Cx-7,2.3,2008,150000,191.0,Petrol,Suv,Black,Automatic,4,Poland,Grodzisk Mazowiecki,6146.75
Mercedes Benz,Glc-Class,43 amg,2020,6500,286.0,Petrol,Suv,Red,Automatic,6,Poland,Koło,57215.490000000005
Volvo,V60,2.0 d3,2017,135000,110.0,Diesel,Wagon,White,Automatic,6,Poland,Koło,16143.7
Audi,Q3,2.0 tdi,2012,169000,130.0,Diesel,Crossover,Black,Manual,5,Poland,Gdańsk,13825.07
Citroen,Ds4,2.0 hdi,2012,150398,119.0,Diesel,Hatchback,Black,Automatic,5,Poland,Cieszyn,8188.69
Renault,Espace,1.6,2018,12550,117.0,Diesel,Mpv,Black,Automatic,6,Poland,Aleksandrów Łódzki,26480.59
Volvo,V70,2.0,2014,250459,99.0,Diesel,Wagon,Black,Automatic,6,Poland,Słupsk,7231.660000000001
Hyundai,Tucson,1.6 t-gdi,2020,16945,130.0,Petrol,Suv,Blue,Automatic,6,Poland,Wejherowo,24013.38
Volvo,V60,2.0,2017,91668,110.0,Diesel,Wagon,White,Manual,6,Poland,Gdańsk,16994.47
Renault,Kadjar,1.2 tce,2018,84583,95.0,Petrol,Suv,White,Automatic,6,Poland,Grójec,12251.18
Hyundai,Tucson,2.0,2006,230184,83.0,Diesel,Suv,Green,Automatic,4,Poland,Starogard Gdański,3169.17
Hyundai,Veloster,1.6,2013,176000,103.0,Petrol,Coupe,Black,Automatic,5,Poland,Mogilno,7423.02
Mercedes Benz,Clk-Class,240,2003,306855,124.0,Petrol,Coupe,Silver,Automatic,3,Poland,Głogówek,5508.7300000000005
Bmw,5 Series,528i,2015,90000,245.0,Petrol,Sedan,Black,Automatic,6,Poland,Gdańsk,16590.13
Renault,Kadjar,1.2,2015,114369,95.0,Petrol,Suv,White,Automatic,6,Poland,Grójec,9103.4
Audi,Q7,3.0 tdi,2010,238000,180.0,Diesel,Suv,Bronse,Automatic,5,Poland,Błonie,16781.72
Chevrolet,Captiva,2.4,2006,208000,99.0,Petrol,Suv,Silver,Manual,4,Poland,Kutno,4232.46
Volkswagen,Beetle,2.0 tdi,2014,119000,102.0,Diesel,Convertible,Silver,Manual,6,Poland,Koło,12740.39
Volvo,Xc60,2.0,2014,250000,181.0,Diesel,Crossover,Black,Automatic,6,Poland,Gdańsk,15526.61
Renault,Espace,1.6,2017,93414,117.0,Diesel,Mpv,Gray,Automatic,6,Poland,Otmuchów,19078.73
Renault,Espace,1.6,2017,83560,117.0,Diesel,Mpv,Bronse,Automatic,6,Poland,Otmuchów,19716.98
Hyundai,Ix35,1.6 gdi,2014,55700,99.0,Petrol,Crossover,White,Automatic,6,Poland,Koło,12315.12
Mitsubishi,L200,2.4,2017,73000,113.0,Diesel,Pickup,White,Manual,6,Poland,Koło,19121.28
Ford,Grand C-Max,2.0,2015,126500,110.0,Diesel,Mpv,Gray,Automatic,6,Poland,Nowy Sącz,9762.58
Renault,Talisman,1.6,2017,153402,117.0,Diesel,Sedan,Silver,Automatic,6,Poland,Gdańsk,13803.91
Audi,A4,2.0,2006,191275,102.0,Diesel,Wagon,Black,Automatic,4,Poland,Częstochowa,4232.46
Renault,Talisman,1.6,2018,132270,117.0,Diesel,Sedan,White,Automatic,6,Poland,Otmuchów,16313.67
Citroen,Ds5,1.6 thp,2016,75800,121.0,Petrol,Hatchback,Blue,Automatic,6,Poland,Nowy Sącz,12953.14
Citroen,C3,1.4,2007,165000,51.0,Diesel,Hatchback,Black,Automatic,4,Poland,Lublin,2126.58
Honda,Civic,2.2 cdti,2010,183000,102.0,Diesel,Hatchback,Silver,Automatic,5,Poland,Błonie,4232.46
Kia,Sportage,1.7 crdi,2012,160000,85.0,Diesel,Crossover,Black,Manual,5,Poland,Częstochowa,9337.31
Mazda,Cx-5,2.2 d,2018,43155,128.0,Diesel,Crossover,Red,Automatic,6,Poland,Wejherowo,22949.86
Kia,Sportage,1.6 t-gdi,2023,150,111.0,Petrol,Crossover,Gray,Manual,6,Poland,Marki,29374.0
Kia,Sportage,1.6 t-gdi,2023,150,111.0,Petrol,Crossover,Gray,Manual,6,Poland,Marki,28911.0
Kia,Sportage,1.6 t-gdi,2023,150,111.0,Petrol,Crossover,Gray,Manual,6,Poland,Marki,27777.0
Audi,A6,2.0 tdi,2013,258000,130.0,Diesel,Wagon,Black,Automatic,5,Poland,Koło,11804.52
Volkswagen,Tiguan,1.4 tsi,2010,121355,110.0,Petrol,Crossover,White,Manual,5,Poland,Częstochowa,8252.630000000001
Ford,Galaxy,2.0,2007,289000,95.0,Diesel,Mpv,Red,Automatic,4,Poland,Świdnica,3615.83
Mercedes Benz,Cls-Class,350 cdi,2012,151465,194.0,Diesel,Sedan,Black,Automatic,5,Poland,Grójec,18270.51
Opel,Astra,1.6,2009,203000,85.0,Petrol,Hatchback,Silver,Automatic,5,Poland,Mogilno,2743.67
Audi,A6,2.0 tdi,2017,94141,139.0,Diesel,Sedan,Black,Automatic,6,Poland,Gdańsk,25502.17
Dodge,Challenger,5.7,2016,201432,279.0,Petrol,Coupe,Black,Automatic,6,Poland,Słupsk,27010.28
Nissan,Qashqai,1.6,2009,198526,83.0,Petrol,Crossover,Black,Manual,5,Poland,Chmielnik,6146.75
Mercedes Benz,Gl-Class,450,2010,191169,249.0,Petrol,Suv,White,Automatic,5,Poland,Słupsk,14461.25
Renault,Laguna,2.0,2010,188442,102.0,Petrol,Wagon,White,Automatic,5,Poland,Świebodzin,4785.610000000001
Renault,Grand Scenic,2.0,2004,196481,99.0,Petrol,Mpv,Blue,Manual,3,Poland,Sierpc,1680.15
Citroen,C4 Grand Picasso,2.0,2018,156027,110.0,Diesel,Mpv,Gray,Automatic,6,Poland,Otmuchów,14399.38
Ford,C-Max,1.6,2014,54000,91.0,Petrol,Mpv,Gray,Manual,6,Poland,Mysłowice,9994.42
Renault,Koleos,2.0 dci,2011,161358,110.0,Diesel,Suv,Black,Automatic,5,Poland,Częstochowa,7189.110000000001
Kia,Sorento,2.0,2011,162000,110.0,Diesel,Suv,Bronse,Manual,5,Poland,Częstochowa,9550.06
Volkswagen,Passat,1.6,2012,301232,77.0,Diesel,Wagon,White,Automatic,5,Poland,Głogówek,5014.6900000000005
Citroen,C5,2.0,2010,193000,119.0,Diesel,Sedan,Black,Manual,5,Poland,Mysłowice,4677.05
Opel,Astra,1.8,2000,227000,91.0,Petrol,Wagon,Silver,Manual,3,Poland,Częstochowa,1467.4
Volvo,V60,2.4,2012,260000,158.0,Diesel,Wagon,Blue,Automatic,5,Poland,Nowy Sącz,10826.1
Infiniti,Q50,2.0,2018,83968,155.0,Petrol,Sedan,Black,Automatic,6,Poland,Grójec,19352.43
Lancia,Delta,1.9,2009,148277,139.0,Diesel,Hatchback,Red,Automatic,5,Poland,Częstochowa,4785.610000000001
Hyundai,Ix35,2.0,2010,172000,119.0,Petrol,Crossover,Black,Automatic,5,Poland,Zgierz,8295.18
Volvo,Xc60,2.0,2019,142263,139.0,Diesel,Crossover,Black,Automatic,6,Poland,Otmuchów,31649.15
Peugeot,3008,1.6,2011,177214,114.0,Petrol,Crossover,Silver,Manual,5,Poland,Chmielnik,5508.7300000000005
Jeep,Renegade,1.4,2017,105300,124.0,Petrol,Crossover,Red,Automatic,6,Poland,Grójec,13016.85
Ford,S-Max,2.0,2012,130898,176.0,Petrol,Mpv,White,Automatic,5,Poland,Kościerzyna,10634.51
Chrysler,200,2.4,2015,118000,128.0,Petrol,Sedan,Gray,Automatic,6,Poland,Gdynia,11272.76
Audi,A7,3.0,2015,229000,235.0,Diesel,Sedan,Bronse,Automatic,6,Poland,Kraków,35626.54
Toyota,Corolla,1.8,2020,23844,72.0,LPG,Wagon,White,Automatic,6,Poland,Grójec,14718.62
Volvo,V50,2.0 d,2007,299778,99.0,Diesel,Wagon,Gray,Manual,4,Poland,Sokołów Podlaski,3169.17
Opel,Meriva,1.7 cdti,2012,183000,80.0,Diesel,Mpv,Gray,Manual,5,Poland,Błonie,5062.070000000001
Volvo,V50,2.0 d,2008,290000,99.0,Diesel,Wagon,Gray,Manual,4,Poland,Sokołów Podlaski,3169.17
Opel,Astra,1.0,2018,37983,77.0,Petrol,Hatchback,Black,Automatic,6,Poland,Gdańsk,11676.87
Renault,Megane,1.6 dci,2017,158554,95.0,Diesel,Hatchback,Black,Automatic,6,Poland,Aleksandrów Łódzki,11464.35
Renault,Espace,1.6,2017,135813,117.0,Diesel,Mpv,Gray,Automatic,6,Poland,Otmuchów,18653.46
Opel,Antara,2.0 cdti,2010,203000,110.0,Diesel,Crossover,Silver,Automatic,5,Poland,Mysłowice,5295.9800000000005
Opel,Mokka,1.6,2018,75414,99.0,Diesel,Crossover,Gray,Automatic,6,Poland,Słupsk,13823.0
Renault,Espace,1.6,2018,113655,117.0,Diesel,Mpv,Gray,Automatic,6,Poland,Otmuchów,19716.98
Hyundai,I40,1.7 crdi,2017,136237,103.0,Diesel,Wagon,Black,Manual,6,Poland,Gdańsk,12527.64
Nissan,Qashqai,1.2,2017,58126,85.0,Petrol,Crossover,Red,Automatic,6,Poland,Strzegom,14867.43
Opel,Corsa,1.4,2013,112355,63.0,Petrol,Hatchback,Black,Manual,5,Poland,Częstochowa,4360.110000000001
Nissan,Qashqai,1.6,2019,141373,95.0,Diesel,Crossover,Gray,Manual,6,Poland,Otmuchów,16951.920000000002
Jaguar,Xf,2.7 d,2009,206000,152.0,Diesel,Sedan,Black,Automatic,5,Poland,Mogilno,6785.0
Renault,Megane,1.5,2018,81151,80.0,Diesel,Hatchback,Gold,Automatic,6,Poland,Gdańsk,12740.39
Peugeot,308,1.2 vti,2017,51000,80.0,Petrol,Hatchback,Gray,Manual,6,Poland,Mysłowice,9143.65
Mazda,5,1.6,2013,180160,85.0,Diesel,Mpv,Gray,Automatic,5,Poland,Chełmno,5083.46
Toyota,Yaris,1.4,2015,378155,66.0,Diesel,Hatchback,Red,Manual,6,Poland,Częstochowa,4424.05
Mercedes Benz,Clk-Class,230 k,2000,272761,144.0,Petrol,Convertible,Silver,Manual,3,Poland,Głogówek,5295.9800000000005
Volkswagen,Beetle,2.0,1998,250000,85.0,Petrol,Hatchback,Black,Manual,2,Poland,Błonie,1254.88
Bmw,X3,i,2006,214000,110.0,Petrol,Suv,Silver,Automatic,4,Poland,Gdańsk,5317.14
Mercedes Benz,Clk-Class,320,2001,286050,160.0,LPG,Convertible,Silver,Manual,3,Poland,Głogówek,5721.4800000000005
Ford,C-Max,1.8,2004,206000,91.0,Petrol,Mpv,Silver,Manual,3,Poland,Strzegom,2530.92
Citroen,Ds3,1.6,2011,209065,114.0,Petrol,Hatchback,Red,Automatic,5,Poland,Chmielnik,4657.96
Toyota,Auris,1.4,2010,156255,71.0,Petrol,Hatchback,Black,Manual,5,Poland,Częstochowa,4232.46
Volkswagen,Polo,1.4,2004,176000,55.0,Petrol,Hatchback,Black,Manual,3,Poland,Tomaszów Mazowiecki,1467.4
Ford,B-Max,1.6,2015,71000,77.0,Petrol,Mpv,Silver,Automatic,6,Poland,Lublin,7975.94
Hyundai,Tucson,2.0,2006,151000,103.0,Petrol,Suv,Blue,Manual,4,Poland,Lublin,4657.96
Toyota,Auris,1.8,2011,155000,73.0,Hybrid,Hatchback,White,Automatic,5,Poland,Strzegom,7210.27
Opel,Insignia,2.0 cdti,2011,231243,95.0,Diesel,Sedan,Gray,Automatic,5,Poland,Chmielnik,6146.75
Bmw,X3,d,2008,197000,130.0,Diesel,Suv,Black,Automatic,4,Poland,Częstochowa,6359.5
Hyundai,Tucson,2.0,2007,199000,102.0,Petrol,Suv,Black,Automatic,4,Poland,Mogilno,3826.28
Seat,Ateca,2.0,2017,194266,110.0,Diesel,Suv,Silver,Automatic,6,Poland,Częstochowa,13591.16
Ford,C-Max,1.8,2006,152000,91.0,Petrol,Mpv,Silver,Manual,4,Poland,Strzegom,2743.67
Mercedes Benz,A-Class,220,2019,23160,139.0,Petrol,Sedan,Black,Automatic,6,Poland,Bydgoszcz,25204.550000000003
Porsche,Cayenne,4.1,2017,79000,283.0,Diesel,Suv,Black,Manual,6,Poland,Częstochowa,61469.34
Mini,Countryman,1.6,2014,116277,89.0,Petrol,Crossover,White,Manual,6,Poland,Słupsk,11060.24
Audi,A4,2.0,2017,116000,185.0,Petrol,Wagon,Black,Automatic,6,Poland,Mysłowice,29756.25
Opel,Astra,1.6,2006,198000,77.0,Petrol,Hatchback,Gray,Automatic,4,Poland,Mogilno,2124.74
Bmw,5 Series,525d xdrive,2016,116452,160.0,Diesel,Sedan,Gray,Automatic,6,Poland,Myślenice,26565.69
Renault,Megane,1.5 dci,2017,91197,80.0,Diesel,Wagon,Silver,Manual,6,Poland,Piaseczno,11123.95
Toyota,Auris,1.8,2014,250000,99.0,Hybrid,Hatchback,White,Automatic,6,Poland,Koło,8061.04
Mini,Countryman,1.6 d,2016,161211,82.0,Diesel,Crossover,Blue,Manual,6,Poland,Częstochowa,10804.94
Honda,Cr-V,1.5,2019,9900,95.0,Petrol,Suv,Red,Automatic,6,Poland,Lublin,17015.63
Bmw,3 Series,318d,2016,152890,110.0,Diesel,Wagon,Black,Manual,6,Poland,Częstochowa,12527.64
Kia,Venga,1.6 crdi,2011,252100,84.0,Diesel,Mini,Silver,Automatic,5,Poland,Słupsk,3932.54
Toyota,Auris,1.8,2015,237000,99.0,Hybrid,Hatchback,White,Automatic,6,Poland,Koło,8699.29
Ford,Grand C-Max,1.6,2010,220436,84.0,Diesel,Mpv,Black,Automatic,5,Poland,Szczecin,5508.7300000000005
Fiat,500l,0.9,2013,91455,77.0,Petrol,Mpv,Red,Manual,5,Poland,Częstochowa,6954.97
Honda,Cr-V,2.2,2010,153615,110.0,Diesel,Suv,Gray,Manual,5,Poland,Częstochowa,8252.630000000001
Volkswagen,Passat,1.6,2008,199000,75.0,Petrol,Sedan,Blue,Automatic,4,Poland,Kętrzyn,4743.06
Audi,A4,1.8 t,2001,242350,110.0,Petrol,Sedan,Silver,Automatic,3,Poland,Chmielnik,3041.52
Kia,Venga,1.6,2012,123000,91.0,Petrol,Mini,Silver,Manual,5,Poland,Strzegom,6785.0
Peugeot,308,1.2 vti,2018,110,82.0,Petrol,Hatchback,Gray,Manual,6,Poland,Wojnicz,11272.0
Audi,Q7,3.0,2013,212377,180.0,Diesel,Suv,Black,Automatic,5,Poland,Częstochowa,19546.78
Peugeot,308,1.6 hdi,2009,208,80.0,Diesel,Hatchback,Black,Manual,5,Poland,Świdnica,3573.28
Renault,Grand Scenic,1.4,2018,59000,102.0,Petrol,Mpv,Silver,Manual,6,Poland,Mysłowice,15524.54
Volkswagen,Sharan,2.0 tdi,2018,168000,110.0,Diesel,Van,Beige,Automatic,6,Poland,Mysłowice,28267.23
Peugeot,206 Cc,1.6,2004,143000,80.0,Petrol,Convertible,Green,Automatic,3,Poland,Lublin,2041.71
Toyota,Rav4,2.0,2004,141680,110.0,Petrol,Suv,Black,Automatic,3,Poland,Gryfino,6359.5
Opel,Astra,1.4,2015,81000,102.0,Petrol,Hatchback,Black,Automatic,6,Poland,Mogilno,8061.04
Seat,Leon,1.6,2006,209000,75.0,Petrol,Hatchback,Black,Automatic,4,Poland,Kutno,3594.44
Mercedes Benz,A-Class,160,2019,91901,80.0,Petrol,Hatchback,Black,Automatic,6,Poland,Grójec,11613.16
Škoda,Rapid,1.6,2017,168624,84.0,Diesel,Hatchback,White,Manual,6,Poland,Myślenice,9762.58
Seat,Leon,1.6,2007,198455,75.0,Petrol,Hatchback,Black,Manual,4,Poland,Chmielnik,3594.44
Renault,Trafic,1.6,2018,120000,91.0,Diesel,Van,White,Manual,6,Poland,Nowy Sącz,19567.94
Smart,Forfour,1.0,2015,58000,52.0,Petrol,Hatchback,Black,Manual,6,Poland,Żory,5508.7300000000005
Dacia,Sandero Stepway,0.9,2013,106000,66.0,Petrol,Crossover,Red,Manual,5,Poland,Kętrzyn,5891.68
Ford,Ecosport,1.0,2019,46990,91.0,Petrol,Suv,White,Automatic,6,Poland,Września,13378.64
Mitsubishi,Asx,1.6,2015,131984,86.0,Petrol,Crossover,Bronse,Automatic,6,Poland,Częstochowa,9954.17
Volkswagen,Golf,1.9 tdi,2004,241000,77.0,Diesel,Hatchback,Black,Manual,3,Poland,Kutno,2743.67
Opel,Zafira,1.6,2009,198601,85.0,Petrol,Mpv,Black,Manual,5,Poland,Chmielnik,4126.2
Opel,Zafira,1.8,2009,183000,102.0,Petrol,Mpv,Silver,Automatic,5,Poland,Mikołów,4445.21
Mercedes Benz,Gle-Class,350d,2016,100000,189.0,Diesel,Suv,Black,Automatic,6,Poland,Jelenia Góra,42326.67
Ford,Mondeo,2.0 tdci,2018,155230,110.0,Diesel,Wagon,Black,Automatic,6,Poland,Piaseczno,17845.24
Ford,Mondeo,2.0 tdci,2018,116000,110.0,Diesel,Wagon,Black,Automatic,6,Poland,Białystok,18483.26
Subaru,Legacy,2.5,2004,199000,121.0,Petrol,Wagon,Blue,Automatic,3,Poland,Lublin,3317.98
Renault,Clio,1.2,2008,245000,55.0,Petrol,Hatchback,Black,Automatic,4,Poland,Kutno,2105.65
Kia,Sportage,2.0,2012,141000,99.0,Diesel,Crossover,Gray,Automatic,5,Poland,Strzegom,11038.85
Renault,Clio,1.5 dci,2018,98508,55.0,Diesel,Hatchback,Silver,Manual,6,Poland,Piaseczno,8890.65
Ford,S-Max,2.0,2020,182743,110.0,Diesel,Mpv,Gray,Manual,6,Poland,Otmuchów,18227.96
Volkswagen,Touran,1.6,2011,218061,77.0,Diesel,Mpv,Silver,Automatic,5,Poland,Starogard Gdański,6891.26
Audi,A6,3.0 tdi,2011,183000,180.0,Diesel,Sedan,Bronse,Automatic,5,Poland,Nowe,16994.47
Renault,Captur,1.2 tce,2017,36000,86.0,Petrol,Suv,Gray,Manual,6,Poland,Mysłowice,10632.67
Opel,Astra,1.8,2005,186203,91.0,Petrol,Hatchback,Black,Automatic,4,Poland,Chmielnik,2509.76
Fiat,Doblo,1.6,2016,200000,73.0,Diesel,Van,White,Automatic,6,Poland,Gdynia,7869.68
Ford,Fiesta,1.2,2012,106743,44.0,Petrol,Hatchback,Silver,Manual,5,Poland,Częstochowa,3594.44
Volkswagen,Golf,1.6,2009,169136,75.0,Petrol,Hatchback,Gray,Manual,5,Poland,Cieszyn,4870.71
Jaguar,X-Type,3.0,2003,221904,169.0,Petrol,Sedan,Silver,Manual,3,Poland,Chmielnik,3381.69
Citroen,C4 Picasso,1.6,2011,156000,82.0,Diesel,Mpv,Gray,Automatic,5,Poland,Chełm,5083.46
Kia,Sportage,1.6 gdi,2015,149000,99.0,Petrol,Crossover,Beige,Manual,6,Poland,Mysłowice,11696.19
Kia,Xceed,1.4,2020,27500,102.0,Petrol,Crossover,Blue,Automatic,6,Poland,Kamienna Góra,17972.89
Opel,Corsa,1.2,2020,6000,55.0,Petrol,Hatchback,Gray,Manual,6,Poland,Wągrowiec,12527.64
Kia,Sportage,1.6 gdi,2016,135000,99.0,Petrol,Crossover,Gray,Manual,6,Poland,Kamienna Góra,14867.43
Seat,Ibiza,1.6,2012,169200,66.0,Diesel,Hatchback,Black,Automatic,5,Poland,Szczecin,3615.6
Opel,Astra,1.6,2008,150000,77.0,Petrol,Hatchback,Black,Automatic,4,Poland,Piła,3188.26
Audi,A3,2.0,2006,237000,102.0,Diesel,Hatchback,Black,Manual,4,Poland,Świdnica,3573.28
Volkswagen,Passat,1.4,2015,71500,91.0,Petrol,Sedan,Purple,Automatic,6,Poland,Września,11038.85
Renault,Grand Scenic,2.0,2005,199000,99.0,Petrol,Mpv,Gray,Automatic,4,Poland,Kutno,1892.9
Fiat,500,1.2,2016,18000,50.0,Petrol,Mini,Red,Manual,6,Poland,Koło,9124.56
Volkswagen,Touran,2.0 tdi,2016,260000,110.0,Diesel,Mpv,Black,Automatic,6,Poland,Gdańsk,12761.55
Nissan,Qashqai,2.0,2007,209329,103.0,Petrol,Crossover,Gray,Manual,4,Poland,Chmielnik,5934.2300000000005
Kia,Ceed,1.4 crdi,2018,139000,66.0,Diesel,Hatchback,Silver,Manual,6,Poland,Koło,9337.31
Peugeot,508,1.6,2014,175000,83.0,Diesel,Sedan,Black,Manual,6,Poland,Sulechów,8273.79
Volkswagen,Touran,1.4 tsi,2017,54264,110.0,Petrol,Mpv,White,Automatic,6,Poland,Gdynia,23375.36
Peugeot,5008,1.2,2020,31700,95.0,Petrol,Mpv,Green,Automatic,6,Poland,Konin,21248.32
Peugeot,508,2.0 bluehdi,2016,159713,110.0,Diesel,Sedan,Gray,Automatic,6,Poland,Aleksandrów Łódzki,11889.62
Opel,Meriva,1.4,2008,186000,66.0,Petrol,Mpv,Blue,Manual,4,Poland,Nowa Ruda,2530.92
Kia,Picanto,1.0,2021,10,49.0,Petrol,Mini,Gray,Automatic,6,Poland,Bełchatów,11889.62
Seat,Ibiza,1.0,2017,137138,55.0,Petrol,Hatchback,White,Manual,6,Poland,Gdańsk,8911.81
Peugeot,207,1.4,2009,140044,69.0,Petrol,Hatchback,Red,Manual,5,Poland,Cieszyn,2956.42
Peugeot,508,2.0 bluehdi,2017,123489,110.0,Diesel,Sedan,Gray,Automatic,6,Poland,Gdańsk,12527.64
Mercedes Benz,C-Class,300,2016,44000,180.0,Petrol,Sedan,Silver,Automatic,6,Poland,Głogówek,21886.34
