Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Nissan,Qashqai,1.5 dCi,2018,Diesel,Crossover,Black,Trofa,Manual,https://carmine.pt/carros-usados/nissan-qashqai-15-dci-n-connecta-j18-115-porto/6620f794-f62c-4dd2-80c5-151a7d671bc2,6,20900,76000,85.0,Portugal
Audi,A5,2.0 TDI,2010,Diesel,Sedan,Gray,Loures,Manual,https://carmine.pt/carros-usados/audi-a5-20-tdi-170-lisboa/42f4d662-a164-49be-8fd5-61786d53d393,5,13990,250000,126.0,Portugal
Audi,A5,2.0,2010,Diesel,Convertible,Black,Viseu,Manual,https://carmine.pt/carros-usados/audi-a5-cabrio20-tdi-s-line-170-viseu/38423200-18a4-4aa3-a2c0-974f3bf3be81,5,17750,225000,126.0,Portugal
Audi,A5,2.0 TDI quattro,2010,Diesel,Coupe,Black,Porto,Manual,https://auto.sapo.pt/carro-usado/659031a47b7e96d921b7132f/audi-a5,5,18999,213323,126.0,Portugal
Audi,A5,3.0,2010,Diesel,Sedan,White,Aveiro,Automatic,https://carmine.pt/carros-usados/audi-a5-sportb30-tdi-s-trquas-line-240-aveiro/3589013f-bb17-46b0-b425-37faaf029bd5,5,22999,162000,178.0,Portugal
Audi,A4,2.0,2008,Diesel,Sedan,Silver,Setúbal,Manual,https://carmine.pt/carros-usados/audi-a4-20-tdi-sport-170-setubal/740aea49-1d1f-4a5b-93c0-e7b2d59585d0,4,9990,340000,126.0,Portugal
Volvo,Xc90,2.0,2019,Diesel,Suv,Black,Viana Do Castelo,Automatic,https://carmine.pt/carros-usados/volvo-xc90-20-b5-momentum-plus-awd-235-porto/597b802d-6464-41f9-8edd-f484e7404a85,6,58400,43700,175.0,Portugal
Mercedes Benz,Gls-Class,350,2018,Diesel,Suv,White,Lisboa,Automatic,https://auto.sapo.pt/carro-usado/65f95f979006b3e573f60097/mercedes-benz-classe-gls,6,75000,139497,192.0,Portugal
Nissan,Micra,0.9,2018,Petrol,Mini,Black,Lisboa,Manual,https://auto.sapo.pt/carro-usado/65da0d1e783671a68ef0b67b/nissan-micra-09-ig-t-tekna-ss,6,13500,75779,67.0,Portugal
Porsche,Cayenne,3.0 D,2010,Diesel,Suv,Black,Porto,Automatic,https://auto.sapo.pt/carro-usado/652824ba8908934eb656bfeb/porsche-cayenne,5,29500,256000,178.0,Portugal
Porsche,Cayenne,3.0 S Hybrid,2010,Petrol,Suv,Blue,Porto,Automatic,https://carmine.pt/carros-usados/porsche-cayenne-s-hybrid-333-porto/1a231c98-20ef-4305-827e-b81cd0790cf8,5,29750,207000,248.0,Portugal
Audi,Q5,2.0 TDI quattro,2014,Diesel,Suv,Gray,Porto,Automatic,https://auto.sapo.pt/carro-usado/65ddb4458c53ce9583c29679/audi-q5,6,23950,180000,141.0,Portugal
Audi,Q5,2.0 TDI,2014,Diesel,Suv,Gray,Lisboa,Manual,https://auto.sapo.pt/carro-usado/65e1ac977c1b958679a5a46f/audi-q5-20-tdi,6,21990,157495,111.0,Portugal
Kia,Picanto,1.0,2020,Petrol,Mini,White,Aveiro,Manual,https://carmine.pt/carros-usados/kia-picanto-10-cvvt-x-line-67-aveiro/d3909fea-032a-48d7-9e29-9a59a3fe1cb9,6,14500,36000,49.0,Portugal
Audi,Tt,1.8 TFSI,2010,Petrol,Coupe,Gray,Braga,Manual,https://carmine.pt/carros-usados/audi-tt-18-tfsi-s-line-160-braga/b02830ef-b780-4d75-8846-517e8d27d785,5,14750,160000,119.0,Portugal
Kia,Venga,1.4 CRDi,2010,Diesel,Mini,Gray,Aveiro,Manual,https://carmine.pt/carros-usados/kia-venga-14-crdi-tx-isg-90-aveiro/8cd0ca7d-649c-4df2-be0a-a8148d87096d,5,8750,223000,67.0,Portugal
Mini,One,1.6 D,2012,Diesel,Mini,Blue,Aveiro,Manual,https://auto.sapo.pt/carro-usado/65f9aba878262796e3e3d349/mini-one,5,10000,225000,67.0,Portugal
Mini,One,1.6 D,2012,Diesel,Mini,Beige,Porto,Manual,https://carmine.pt/carros-usados/mini-mini-one-d-90-porto/726631db-dfc0-4e16-8fe2-5781f5aaf90a,5,10400,208000,67.0,Portugal
Nissan,Navara,2.3,2018,Diesel,Pickup,Blue,Lisboa,Manual,https://auto.sapo.pt/carro-usado/65e1ab8a7c1b958679a5a251/nissan-navara,6,31990,72766,141.0,Portugal
Audi,Tt,2.0 TDI,2011,Diesel,Coupe,Black,Aveiro,Manual,https://auto.sapo.pt/carro-usado/6529710ad95b0831ab52dbeb/audi-tt-20-tdi-quattro-limited-edition,5,22750,117961,126.0,Portugal
Audi,A5,2.0 TDI MultiTronic,2013,Diesel,Convertible,Gray,Rana,Automatic,https://carmine.pt/carros-usados/audi-a5-cabrio20-tdi-multitronic-177-lisboa/4b8801a9-f939-4210-a9e0-4530b3e55a6b,5,25800,250000,131.0,Portugal
Audi,A5,2.0 TDI,2013,Diesel,Coupe,Gray,Aveiro,Manual,https://carmine.pt/carros-usados/audi-a5-20-tdi-business-line-s-line-177-aveiro/7f62d088-67f6-4105-b6a9-d5378c89a138,5,18990,248483,131.0,Portugal
Mazda,Cx-5,2.2 D,2017,Diesel,Crossover,Gray,Coimbra,Manual,https://carmine.pt/carros-usados/mazda-cx-5-22-d-excellence-navi-150-coimbra/7f263a12-dc5e-43a7-89d2-95a8bb448cd1,6,21950,129943,111.0,Portugal
Audi,A5,2.0,2013,Diesel,Coupe,Gray,Porto,Automatic,https://carmine.pt/carros-usados/audi-a5-20-tdi-sport-177-lisboa/4edf9266-671d-496d-b9d3-c63f40b0e380,5,19990,170000,131.0,Portugal
Audi,A5,2.0 TDI MultiTronic,2013,Diesel,Sedan,Black,Loures,Automatic,https://www.custojusto.pt//lisboa/veiculos/carros-usados/sedan/audi-a5-2-0-tdi-multitronic-sp-41196161,5,19990,130000,131.0,Portugal
Dacia,Logan Mcv,1.0,2015,Petrol,Wagon,Black,Feira,Manual,https://carmine.pt/carros-usados/dacia-logan-mcv-09-tce-confort-90-aveiro/84a995b7-0748-4b88-9a98-5f94d2bdde68,6,7599,165579,67.0,Portugal
Mini,One,1.6 D,2013,Diesel,Mini,Orange,Leiria,Manual,https://www.abmotor.pt/carros/Mini/One/481898/,5,12950,153056,67.0,Portugal
Mini,One,1.6 D,2014,Diesel,Mini,Beige,Porto,Manual,https://auto.sapo.pt/carro-usado/6545208ea7572a54fbdb3213/mini-one,6,13990,170412,67.0,Portugal
Opel,Astra,1.2,2020,Petrol,Coupe,Black,Aveiro,Manual,https://carmine.pt/carros-usados/opel-astra-12-t-ultimate-ss-130-aveiro/39d04e7f-83b0-4311-8008-02869bd8cf62,6,16799,50000,96.0,Portugal
Toyota,Land Cruiser,3.0 D-4d,2005,Diesel,Suv,Silver,Porto,Manual,https://auto.sapo.pt/carro-usado/65abe8f50230debf86407a7c/toyota-land-cruiser-30-d-4d-pack,4,27500,390123,123.0,Portugal
