Make,Model,Year,Fuel type,Body type,Color,City,Transmission,Contact,Trim,Emission standard,Price(EUR),Mileage(km),kW,Country
Audi,Q2,2018,Diesel,Crossover,Black,Lunderskov,Automatic,https://www.bilbasen.dk/brugt/bil/audi/q2/16-tdi-116-sport-s-tr-5d/6094526,1.6 TDI,6,25476,136000,86.0,Denmark
Renault,Twingo,2015,Petrol,Mini,White,Køge,Manual,https://www.guloggratis.dk/annonce/de9a5d32-779b-444d-a5f0-535923b39b18,1.0,6,6640,123000,52.0,Denmark
Volvo,Xc90,2020,Diesel,Suv,NA,Kastrup,Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc90/20-b5-235-inscription-aut-awd-7prs-5d/6012047,2.0,6,97936,90000,175.0,Denmark
Tesla,Model 3,2022,Electric,Sedan,White,Holstebro,Automatic,https://bilhandel.dk/tesla-model-3-el-long-range-awd-498hk-aut/id-1573427,0.0 long range,6,42259,20000,498.0,Denmark
Hyundai,I10,2015,Petrol,Mini,White,Hemmet,Manual,https://www.guloggratis.dk/annonce/7f98e197-86c3-4bbd-b799-106c189c9131,1.0,6,6694,155000,49.0,Denmark
Toyota,Rav4,2015,Diesel,Suv,Black,Jelling,Manual,https://www.guloggratis.dk/annonce/fd3a51f2-4802-4971-866b-9cbc9102a611,2.0,6,20915,162000,106.0,Denmark
Volkswagen,Polo,2017,Petrol,Hatchback,White,Roskilde,Manual,https://www.bilbasen.dk/brugt/bil/vw/polo/14-tsi-150-bluegt-5d/6062926,1.4 TSI,6,16756,157437,111.0,Denmark
Mercedes Benz,B-Class,2019,Diesel,Hatchback,Black,Brøndby,Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/b200-d/20-business-aut-5d/5979527,200,6,36209,117000,111.0,Denmark
Ford,C-Max,2016,Petrol,Mpv,Black,Hemmet,Manual,https://www.guloggratis.dk/annonce/c07bd7e1-9977-4470-91c8-30446e10160b,1.0,6,12060,198000,74.0,Denmark
Ford,S-Max,2020,Diesel,Mpv,Black,Varde,Automatic,https://www.bilbasen.dk/brugt/bil/ford/s-max/20-ecoblue-titanium-aut-5d/5740426,2.0 EcoBlue,6,38987,150000,141.0,Denmark
Peugeot,Expert,2019,Diesel,Van,Gray,Aalborg,Automatic,https://seek4cars.net/biler-til-salg/peugeot/expert/l3-2-0-bluehdi-ultimate-eat8-177hk-van-8g-aut/f8150aa8-efb2-45e0-ad25-e6aec0564395,2.0,6,31514,58000,131.0,Denmark
Volkswagen,Tiguan,2017,Petrol,Crossover,White,Haderslev,Automatic,https://www.bilbasen.dk/brugt/bil/vw/tiguan/14-tsi-150-comfortline-dsg-5d/6044580,1.4 TSI,6,35512,95000,111.0,Denmark
Audi,A6 Allroad,2014,Diesel,Crossover,White,Hasselager,Automatic,https://www.bilbasen.dk/brugt/bil/audi/a6-allroad/30-tdi-204-quattro-s-tr-5d/5944163,3.0 TDI,6,35538,149000,152.0,Denmark
Seat,Leon,2019,Diesel,Hatchback,White,Holbæk,Automatic,https://www.bilbasen.dk/brugt/bil/seat/leon/16-tdi-115-style-st-dsg-5d/5960409,1.6 TDI,6,22793,88000,85.0,Denmark
Kia,Picanto,2016,Petrol,Mini,Black,Hemmet,Manual,https://www.guloggratis.dk/annonce/57d47596-0170-4385-a401-320d6ea65997,1.2 mpi,6,8706,99000,64.0,Denmark
Audi,A1,2015,Diesel,Mini,Black,Gadstrup,Manual,https://www.guloggratis.dk/annonce/83f0a6ec-9332-445a-8291-6538269461f7,1.6 TDI,6,16085,107000,67.0,Denmark
Volvo,Xc40,2021,Petrol,Crossover,Gray,Tørring,Automatic,https://www.guloggratis.dk/annonce/d71f765f-6442-43eb-94b0-b4ade58477a2,1.5 T5 Recharge,6,47613,65000,195.0,Denmark
Mercedes Benz,Clk-Class,2003,Petrol,Coupe,NA,Varde,Automatic,https://bilhandel.dk/mercedes-clk320-32-avantgarde-aut/id-1559855,320,3,13402,146000,218.0,Denmark
Renault,Grand Scenic,2018,Diesel,Mpv,Blue,Frederiksberg,Manual,https://www.bilbasen.dk/brugt/bil/renault/grand-scenic-iv/15-dci-110-zen-5d/6060777,1.5 dCi,6,24001,105000,82.0,Denmark
Toyota,Verso,2017,Petrol,Mpv,Black,Havdrup,Manual,https://www.bilbasen.dk/brugt/bil/toyota/verso/18-vvt-i-t2-premium-7prs-5d/6076309,1.8 VVT-i,6,26416,44000,109.0,Denmark
Škoda,Citigo,2020,Electric,Mini,White,Fredericia,Automatic,https://www.bilbasen.dk/brugt/bil/skoda/citigo-e/iv-5d/6086356,electro,6,16769,36000,61.0,Denmark
Tesla,Model 3,2019,Electric,Sedan,White,Brøndby,Automatic,https://usedcars.leaseplan.com/da-dk/tesla-model-3/5YJ3E7EA0KF467013.html,0.0 range standard,6,29501,57000,228.0,Denmark
Volkswagen,Polo,2018,Petrol,Hatchback,Red,Gadstrup,Automatic,https://bilhandel.dk/vw-polo-20-gti-dsg/id-1338279,2.0,6,32869,111000,200.0,Denmark
Audi,Sq5,2016,Diesel,Suv,NA,Bredebro,Automatic,https://bilhandel.dk/audi-sq5-30-tdi-340-plus-quattro-tiptr/id-1577342,3.0 TDI,6,67012,176000,340.0,Denmark
Nissan,Qashqai,2017,Petrol,Crossover,White,Herning,Automatic,https://www.autouncle.dk/en/d/4779990-used-nissan-qashqai-1-2-dig-t-115-tekna-x-tr,1.2,6,26818,56000,85.0,Denmark
Honda,Jazz,2017,Petrol,Hatchback,Silver,Frederiksberg,Manual,https://www.bilbasen.dk/brugt/bil/honda/jazz/13-i-vtec-elegance-5d/6025662,1.3 i-VTEC,6,17427,79000,76.0,Denmark
Audi,A1,2014,Petrol,Mini,Black,Tørring,Manual,https://bilhandel.dk/audi-a1-12-tfsi-86-ambition-sportback/id-1577285,1.2 TFSI,6,17427,132000,86.0,Denmark
Audi,Q7,2017,Diesel,Suv,NA,Vejle,Automatic,https://bilhandel.dk/audi-q7-30-tdi-272-s-line-quattro-tiptr-7prs/id-1554945,3.0 TDI,6,100606,155000,272.0,Denmark
Tesla,Model 3,2020,Electric,Sedan,White,Brøndby,Automatic,https://usedcars.leaseplan.com/da-dk/tesla-model-3/2003771-dk-tesla-model-3.html,0.0 range standard,6,30172,60000,242.0,Denmark
Volkswagen,Touran,2018,Diesel,Mpv,White,Fredericia,Automatic,https://www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-dsg-7prs-5d/6007340,2.0 TSI,6,29515,176000,111.0,Denmark
Bmw,X5,2017,Diesel,Suv,NA,Fredericia,Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x5/30-xdrive40d-m-sport-aut-5d/6016073,xDrive40d,6,100619,122000,233.0,Denmark
Volkswagen,Touran,2017,Diesel,Mpv,White,Varde,Manual,https://bilhandel.dk/vw-touran-16-tdi-115-trendline-7prs/id-1462990,1.6 TDI,6,29501,81000,115.0,Denmark
Hyundai,Tucson,2020,Diesel,Suv,White,Tørring,Automatic,https://www.guloggratis.dk/annonce/7e538faa-ef09-4335-86db-cb08676489ff,1.6 CRDi,6,33526,103000,101.0,Denmark
Citroen,C4 Picasso,2017,Diesel,Mpv,Black,Odder,Manual,https://bilhandel.dk/citroen-grand-c4-picasso-16-bluehdi-120-iconic-7prs/id-1546782,1.6 BlueHDI,6,26147,75000,120.0,Denmark
Mercedes Benz,E-Class,2018,Diesel,Sedan,White,Vejle,Automatic,https://bilhandel.dk/mercedes-e220-d-20-avantgarde-aut/id-1569314,220 D,6,49625,104000,194.0,Denmark
Mercedes Benz,Eqe,2023,Electric,Sedan,NA,Silkeborg,Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqe43/amg-4matic-4d/6092551,AMG43,6,107314,10000,354.0,Denmark
Audi,Tt,2015,Petrol,Coupe,White,Hillerød,Automatic,https://www.bilbasen.dk/brugt/bil/audi/tt/20-tfsi-230-coup-quattro-s-tr-2d/6074952,2.0 tfsi,6,22807,130000,171.0,Denmark
Tesla,Model 3,2023,Electric,Sedan,Black,Bredebro,Automatic,https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6085562,0.0 long range,6,42193,6900,371.0,Denmark
Audi,Q3,2018,Petrol,Crossover,Red,Kolding,Manual,https://www.bilbasen.dk/brugt/bil/audi/q3/14-tfsi-150-ultra-5d/6070693,1.4 TFSI ultra,6,25476,90000,111.0,Denmark
Volkswagen,Polo,2019,Petrol,Hatchback,Red,Haderslev,Automatic,https://www.bilbasen.dk/brugt/bil/vw/polo/20-gti-dsg-5d/6044591,2.0,6,34841,45000,149.0,Denmark
Toyota,Aygo,2016,Petrol,Mini,White,Ringsted,Manual,https://seek4cars.net/biler-til-salg/toyota/aygo/1-0-vvt-i-x-sky-69hk-5d/65ebe67c-4078-4dbf-bd62-30b6e3a257e4,1.0,6,10719,82500,51.0,Denmark
Bmw,X3,2017,Petrol,Suv,NA,Bredebro,Automatic,https://bilhandel.dk/bmw-x3-30-m40i-xdrive-aut/id-1567597,M40i xDrive,6,87136,140000,360.0,Denmark
Opel,Vivaro,2021,Diesel,Van,White,Aalborg,Automatic,https://seek4cars.net/biler-til-salg/opel/vivaro/l3v2-2-0-d-innovation-at8-122hk-van-8g-aut/7a82e504-0661-4f89-bda1-6d51c87a03cf,2.0,6,28160,32000,90.0,Denmark
Renault,Kadjar,2016,Diesel,Suv,Gray,Hedehusene,Automatic,https://www.bilbasen.dk/brugt/bil/renault/kadjar/15-dci-110-zen-edc-5d/6098536,1.5 dCi,6,20043,137000,82.0,Denmark
Volkswagen,Up!,2014,Petrol,Mini,Black,Hillerød,Manual,https://www.bilbasen.dk/brugt/bil/vw/up/10-75-move-up-bmt-3d/6080185,1.0,6,8384,174000,55.0,Denmark
Hyundai,Ioniq,2019,Hybrid,Sedan,Black,Vejle,Automatic,https://www.bilbasen.dk/brugt/bil/hyundai/ioniq/16-phev-trend-dct-5d/6023023,1.6,6,22391,42000,105.0,Denmark
Volvo,V60,2019,Diesel,Wagon,White,Herning,Automatic,https://www.bilbasen.dk/brugt/bil/volvo/v60/20-d4-190-inscription-aut-5d/5857653,2.0 D4,6,39536,125000,141.0,Denmark
Volvo,V40,2018,Diesel,Wagon,Black,Børkop,Automatic,https://www.bilbasen.dk/brugt/bil/volvo/v40/20-d4-190-r-design-aut-5d/6028208,2.0,6,24014,151000,141.0,Denmark
Peugeot,3008,2019,Diesel,Crossover,White,Aalborg,Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/3008/15-bluehdi-130-allure-ltd-eat8-5d/6044242,1.5 bluehdi,6,32184,114000,96.0,Denmark
Toyota,Aygo,2015,Petrol,Mini,Red,Aalborg,Manual,https://www.bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-cite-5d/6090188,1.0,6,11658,68000,51.0,Denmark
Renault,Megane,2012,Petrol,Wagon,White,Hemmet,Manual,https://www.guloggratis.dk/annonce/1ae6adf2-37e7-49bf-8bc4-ce6dc96bfa4e,1.6 dci,5,6694,192000,82.0,Denmark
Peugeot,Expert,2020,Diesel,Van,Gray,Aalborg,Automatic,https://seek4cars.net/biler-til-salg/peugeot/expert/l3-2-0-bluehdi-premium-eat8-122hk-van-8g-aut/82ed1b78-f91b-4272-9a87-22aff463a4f8,2.0,6,24135,61000,90.0,Denmark
Bmw,X1,2017,Diesel,Suv,NA,Silkeborg,Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x1/20-sdrive20d-advantage-aut-5d/5821267,sDrive20d,6,33539,98000,141.0,Denmark
Nissan,Qashqai,2014,Petrol,Crossover,White,Vejle,Manual,https://www.bilbasen.dk/brugt/bil/nissan/qashqai/12-dig-t-115-visia-5d/5935088,1.2,6,17024,99000,85.0,Denmark
Audi,S8,2015,Petrol,Sedan,Gray,Hørve,Automatic,https://www.bilbasen.dk/brugt/bil/audi/s8/40-tfsi-plus-quattro-tiptr-4d/5940487,4.0 TFSI,6,32198,169000,451.0,Denmark
Bmw,2 Series,2019,Petrol,Hatchback,Black,Kolind,Automatic,https://www.bilbasen.dk/brugt/bil/bmw/220i/20-gran-tourer-sport-line-aut-7prs-5d/6046877,220i,6,39577,64000,143.0,Denmark
Audi,Q2,2018,Petrol,Crossover,White,Tørring,Manual,https://bilhandel.dk/audi-q2-14-tfsi-sport-150hk-5d-6g/id-1572594,1.4 TFSI,6,28160,78000,150.0,Denmark
Audi,Q2,2018,Diesel,Crossover,White,Hadsund,Automatic,https://www.bilbasen.dk/brugt/bil/audi/q2/16-tdi-116-sport-s-tr-5d/6080410,1.6 TDI,6,29501,71000,86.0,Denmark
Porsche,Taycan,2020,Electric,Sedan,NA,Hørsholm,Automatic,https://bilhandel.dk/porsche-taycan-turbo/id-1543583,Turbo,6,140867,59000,466.0,Denmark
Peugeot,3008,2020,Diesel,Crossover,White,Aalborg,Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/3008/15-bluehdi-130-edition210-eat8-5d/5996582,1.5 bluehdi,6,38892,36000,96.0,Denmark
Hyundai,Kona,2019,Petrol,Crossover,Silver,Frederikssund,Manual,https://seek4cars.net/biler-til-salg/hyundai/kona/1-0-t-gdi-trend-120hk-5d-6g/0e02d01a-0e6e-40df-8084-dcfc33cb8e77,1.0 T-GDi,6,24132,45000,89.0,Denmark
Audi,A1,2011,Petrol,Mini,Black,Gadstrup,Automatic,https://www.bilbasen.dk/brugt/bil/audi/a1/14-tfsi-122-attraction-s-tr-3d/5808513,1.4 TFSI,5,18111,77000,90.0,Denmark
Peugeot,Partner,2020,Diesel,Pickup,Gray,Aalborg,Automatic,https://seek4cars.net/biler-til-salg/peugeot/partner/l1-v1-1-5-bluehdi-plus-pro-eat8-130hk-van-8g-aut/e0044a63-cba1-4728-88f2-7297e714c6a7,1.5 bluehdi,6,21452,39000,96.0,Denmark
Bmw,5 Series,2010,Diesel,Sedan,Black,Hinnerup,Automatic,https://www.bilbasen.dk/brugt/bil/bmw/530d/30-steptr-4d/6100531,530d,5,23746,207000,175.0,Denmark
Bmw,4 Series,2018,Diesel,Coupe,Blue,Esbjerg,Automatic,https://www.bilbasen.dk/brugt/bil/bmw/430d/30-gran-coup-sport-line-aut-5d/6048091,430d,6,34747,180000,192.0,Denmark
Mercedes Benz,Eqb,2022,Electric,Hatchback,White,Esbjerg,Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqb300/amg-line-4matic-5d/6047355,300,6,48954,43000,170.0,Denmark
Mazda,3,2015,Petrol,Hatchback,White,Odense,Manual,https://www.bilbasen.dk/brugt/bil/mazda/3/20-skyactiv-g-120-vision-4d/6088568,2.0 SKYACTIV,6,17440,115000,89.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/6024115,1.2,6,26818,18000,74.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Automatic,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-130-edition-aut-5d/5759665,1.2,6,30843,10000,96.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5687127,1.2,6,27489,10000,74.0,Denmark
Volvo,Xc90,2016,Petrol,Suv,NA,Kastrup,Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc90/20-t6-320-momentum-aut-awd-7prs-5d/5547048,2.0 T6 AWD,6,69091,123000,238.0,Denmark
Peugeot,407,2005,Petrol,Sedan,Black,Lystrup,Manual,https://www.bilbasen.dk/brugt/bil/peugeot/407/18-sr-4d/6064234,1.8,4,5165,128000,86.0,Denmark
Bmw,X3,2016,Diesel,Suv,White,Gandrup,Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x3/20-xdrive20d-aut-5d/6074253,xDrive20d,6,34868,185000,141.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5681852,1.2,6,27489,8000,74.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Automatic,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-130-edition-aut-5d/5647311,1.2,6,30843,7000,96.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/6024138,1.2,6,27489,7000,74.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5756083,1.2,6,27489,6000,74.0,Denmark
Opel,Mokka,2022,Petrol,Crossover,White,Aalborg,Manual,https://www.bilbasen.dk/brugt/bil/opel/mokka/12-t-100-edition-5d/5800745,1.2,6,27489,3000,74.0,Denmark
Dacia,Sandero Stepway,2022,Petrol,Crossover,White,Birkerød,Manual,https://www.bilbasen.dk/brugt/bil/dacia/sandero-stepway/10-tce-90-comfort-5d/5862582,1.0 tce,6,23464,4000,67.0,Denmark
Kia,Xceed,2020,Petrol,Crossover,Black,Vodskov,Automatic,https://seek4cars.net/biler-til-salg/kia/xceed/phev-upgrade-dct/76501a97-9f61-4123-bee9-f2a7853023d3,1.6,6,26805,60000,105.0,Denmark
Mercedes Benz,C-Class,2017,Diesel,Hatchback,Gray,Kastrup,Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/c220-d/22-amg-line-stc-aut-5d/5990535,220 D,6,37497,160000,126.0,Denmark
Tesla,Model 3,2020,Electric,Sedan,White,Brøndby,Automatic,https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6057348,0.0 range standard,6,32184,39000,211.0,Denmark
Volvo,Xc90,2020,Diesel,Suv,Gray,Vejle,Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc90/20-b5-235-r-design-aut-awd-7prs-5d/6080771,2.0,6,115243,92000,175.0,Denmark
Volkswagen,Cc,2013,Diesel,Sedan,NA,Hasselager,Automatic,https://www.bilbasen.dk/brugt/bil/vw/cc/20-tdi-140-dsg-bmt-4d/6093780,2.0 TDI,5,13402,350000,104.0,Denmark
Tesla,Model 3,2022,Electric,Sedan,White,Esbjerg,Automatic,https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6096314,0.0 performance,6,45587,15000,382.0,Denmark
Bmw,Ix3,2023,Electric,Suv,NA,Esbjerg Ø,Automatic,https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-m-sport-5d/6061669,M Sport,6,75116,13000,213.0,Denmark
Mercedes Benz,Eqa,2022,Electric,Hatchback,Black,Birkerød,Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqa300/amg-line-4matic-5d/6071754,300,6,52308,21000,170.0,Denmark
Citroen,C3,2023,Petrol,Hatchback,White,Roskilde,Manual,https://www.bilbasen.dk/brugt/bil/citron/c3/12-puretech-83-carr-5d/6070985,1.2 puretech,6,18768,11824,61.0,Denmark
Porsche,Macan,2019,Petrol,Suv,NA,Vejle,Automatic,https://bilhandel.dk/porsche-macan-20-pdk/id-1573473,2.0,6,104631,131000,245.0,Denmark
Volvo,Xc60,2012,Diesel,Crossover,White,Hellerup,Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc60/24-d3-163-r-design-aut-awd-5d/6034330,2.4 d3,5,25356,190000,121.0,Denmark
Škoda,Citigo,2013,Petrol,Mini,White,Almind,Manual,https://www.bilbasen.dk/brugt/bil/skoda/citigo/10-75-elegance-5d/6074538,1.0,5,6506,257000,55.0,Denmark
Peugeot,2008,2023,Petrol,Crossover,White,Horsens,Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/2008/12-puretech-130-allure-eat8-5d/6020325,1.2 puretech,6,36209,16,96.0,Denmark
Kia,Rio,2016,Diesel,Wagon,Black,Hemmet,Manual,https://www.guloggratis.dk/annonce/a2f55c81-ca46-4f2e-87a0-686f6da6afce,1.1,6,8036,235000,55.0,Denmark
