Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Euro norm
"3,962 EUR (99,999 CZK)",Honda,Civic,1.4,"179,569 km",2009,Petrol,Hatchback,Gray,Brno,73 kW (99 HP),Manual,https://www.annonce.cz/inzerat/honda-civic-1-4-lpg-72442195-w1n2u8.html,
"3,962 EUR (99,999 CZK)",Honda,Civic,1.4,"179,526 km",2009,Petrol,Hatchback,Gray,Brno,73 kW (99 HP),Manual,https://www.automodul.cz/honda-civic-1-4-comfort-lpg-c2643458,
"65,379 EUR (1,649,900 CZK)",Bmw,8 Series,M850i xDrive,"47,784 km",2021,Petrol,Coupe,Black,Praha,390 kW (530 HP),Automatic,https://www.sportovnivozy.cz/185303-bmw-8-m850i-xdrive-gc-m-paket-2021,
"9,827 EUR (248,000 CZK)",Opel,Mokka,1.7,"168,684 km",2013,Diesel,Crossover,White,Kroměříž,96 kW (131 HP),Manual,https://www.automodul.cz/opel-mokka-1-7-cdti-4x4-navi-xen-kamera-c2705742,
"27,738 EUR (699,999 CZK)",Bmw,X5,M50d,"156,979 km",2017,Diesel,Suv,White,Olbramovice,280 kW (381 HP),Automatic,https://www.sauto.cz/osobni/detail/bmw/x5/204875757,
"29,719 EUR (749,999 CZK)",Mercedes Benz,Cls-Class,63 AMG,"194,962 km",2013,Petrol,Sedan,White,Olbramovice,386 kW (525 HP),Automatic,https://yauto.cz/mercedes-benz/cls/55-cls-63-amg-386kw-cz-kombi-benzin-836406/,
"59,435 EUR (1,499,900 CZK)",Bmw,X5,30d,"105,500 km",2019,Diesel,Suv,Blue,Praha,195 kW (265 HP),Automatic,https://yauto.cz/bmw/x5/30-d-sport-xdrive-suv-nafta-830254/,
"75,285 EUR (1,899,900 CZK)",Audi,A7,3.0 50 TDI quattro,"8,955 km",2022,Diesel,Sedan,Black,Praha,210 kW (286 HP),Automatic,https://autocaris.cz/detail.php?inzerat=735873,
"26,941 EUR (679,900 CZK)",Ford,Edge,2.0 TDCi,"47,000 km",2019,Diesel,Suv,Brown,Slaný,175 kW (238 HP),Automatic,https://yauto.cz/ford/edge/20-tdci175kwvignaleservkn-suv-nafta-858253/,
"23,300 EUR (588,000 CZK)",Škoda,Kodiaq,2.0 dsg tdi,"206,088 km",2018,Diesel,Suv,Blue,Kroměříž,110 kW (150 HP),Automatic,https://yauto.cz/skoda/kodiaq/20-tdi-scoutdsg1maj-suv-nafta-849336/,
"8,678 EUR (219,000 CZK)",Volvo,V60,2.4 D5,"333,258 km",2012,Diesel,Wagon,Orange,Kroměříž,158 kW (215 HP),Manual,https://www.annonce.cz/inzerat/volvo-v60-2-4-d5-r-design-navi-1-maj--72314593-wcfed3.html,
"17,431 EUR (439,900 CZK)",Mazda,Cx-3,2.0,"44,300 km",2021,Petrol,Crossover,Red,Praha,89 kW (121 HP),Manual,https://autocaris.cz/detail.php?inzerat=740846,
"22,547 EUR (569,000 CZK)",Volvo,Xc60,2.4 D4 AWD,"92,957 km",2015,Diesel,Crossover,White,Liberec,140 kW (190 HP),Automatic,https://www.sauto.cz/osobni/detail/volvo/xc60/205361355,
"23,339 EUR (589,000 CZK)",Volvo,Xc60,2.4 D4 AWD,"94,402 km",2017,Diesel,Crossover,Silver,Liberec,140 kW (190 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Volvo/XC60/XC60-D4-AWD-2-4-SUV-17097345989345757.html,
"8,519 EUR (214,999 CZK)",Volkswagen,Tiguan,2.0,"137,895 km",2008,Diesel,Crossover,Silver,Brno,103 kW (140 HP),Manual,https://www.cars.cz/inzerce/osobni-auto-O/Volkswagen/Tiguan/Tiguan-2-0-4Motion-Kombi-170894551304387.html,
"5,547 EUR (140,000 CZK)",Volvo,Xc90,2.4 D5,"378,189 km",2003,Diesel,Suv,Silver,Mikulov,120 kW (163 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Volvo/XC90/XC90-D5-4x4-CZ-SUV-1708340943765409.html,
"6,696 EUR (169,000 CZK)",Jeep,Compass,2.2 crd,"203,170 km",2011,Diesel,Crossover,Black,Praha,120 kW (163 HP),Manual,https://yauto.cz/jeep/compass/22-22crd4x46mtvyhrsed-terenni-benzin-832335/,
"15,414 EUR (389,000 CZK)",Hyundai,Tucson,1.6 T-GDi,"97,966 km",2019,Petrol,Suv,Red,Praha,130 kW (177 HP),Manual,https://www.autanet.cz/detail/hyundai/tucson/37864,
"17,831 EUR (449,999 CZK)",Mercedes Benz,S-Class,350 CDI,"144,088 km",2010,Diesel,Sedan,Gray,Olbramovice,190 kW (258 HP),Automatic,https://www.automodul.cz/mercedes-trida-s-3-0-s-350-190kw-avantgarde-c2591010,
"8,321 EUR (209,999 CZK)",Fiat,Freemont,2.0 mjet,"253,590 km",2015,Diesel,Crossover,Green,Praha,125 kW (170 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Fiat/Freemont/Freemont-2.0-MJT-4x4-MPV-17080051939710.html,
"108,967 EUR (2,749,900 CZK)",Mercedes Benz,Gle-Class,,"7,000 km",2023,Petrol,Suv,Gray,Praha,320 kW (435 HP),Automatic,https://www.automodul.cz/mercedes-gle-3-0-53-amg-4m-pano-tazne-cr-c2705850,
