Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"38,128 EUR (14,990,000 HUF)",Fiat,500,,1 km,2023,,,Mini,Green,Budaörs,87 kW (118 HP),Automatic,https://joautok.hu/hasznaltauto/fiat/500-1/500-500e-42kwh-automata-la-prima-csomaggal-keszletrol/k4g8y2c/
"14,218 EUR (5,590,000 HUF)",Kia,Optima,2.0,"141,711 km",2018,Petrol,,Sedan,White,Budakalász,120 kW (163 HP),Automatic,https://joautok.hu/hasznaltauto/kia/optima/optima-20-cvvl-silver-automata-mo-i-141e-km-vezszkonyv-navi-ules-kormany-futes-e-h-radar-tkamera-afa-s-4/umbsjky/
"19,051 EUR (7,490,000 HUF)",Hyundai,Tucson,1.6 T-GDi,"73,486 km",2017,Petrol,,Suv,Gray,,130 kW (177 HP),Automatic,https://joautok.hu/hasznaltauto/hyundai/tucson/tucson-16-t-gdi-premium-4wd-dct-automata-magyar-1-tulaj-vezetett-szervizkonyves-teli-kerek-garnituraval-2/edg2rt7/
"12,461 EUR (4,899,000 HUF)",Mazda,6,2.5,"218,817 km",2015,Petrol,,Sedan,White,,141 kW (192 HP),Automatic,https://joautok.hu/hasznaltauto/mazda/mazda-6/6-25i-revolution-top-automata-facelift-magyar-1-tulaj-vezetett-szervizkonyves/e2scd5m/
"16,762 EUR (6,590,000 HUF)",Citroen,C4,1.2 puretech,"51,787 km",2022,Petrol,,Hatchback,White,Budaörs,96 kW (131 HP),Automatic,https://joautok.hu/hasznaltauto/citroen/c4/c4-12-puretech-feel-eat8-magyarorszagi-1-tulajdonostol/umrdn37/
"31,156 EUR (12,249,000 HUF)",Kia,Niro,1.6 GDi,6 km,2024,Petrol,,Suv,Red,Budaörs,77 kW (105 HP),Automatic,https://www.szalonauto.hu/szemelyauto/kia/niro/kia_niro_1.6_gdi_hev_gold_dct_sense_csomag_keszletrol-20250823
"27,977 EUR (10,999,000 HUF)",Hyundai,Tucson,1.6 T-GDi,,2024,Petrol,,Suv,Red,Budapest,110 kW (150 HP),Automatic,https://www.hasznaltauto.hu/szemelyauto/hyundai/tucson/hyundai_tucson_1.6_t-gdi_lp_prime_0km-es_bemutatoauto_akcios_aron-20413451#sid=c704761d-a00d-4673-817a-f99ab961d3ca
"32,802 EUR (12,896,000 HUF)",Ssangyong,Torres,1.5,1 km,2024,Petrol,,Crossover,Gray,,120 kW (163 HP),Automatic,https://www.hasznaltauto.hu/szemelyauto/ssangyong/torres/ssangyong_torres_1.5_turbo_gdi_style_automata_keszleten_markakereskedesbol-20231480#sid=021526f7-a03c-45de-affe-759940c22f12
"55,450 EUR (21,799,999 HUF)",Mercedes Benz,220,,"7,650 km",2022,Diesel,,,,Kecskemét,120 kW (163 HP),Automatic,https://hovany.hu/autok/mercedes-benz/v-osztaly-v-220-bluetec-d-avantgarde-l-automata-8-szemelyes-vonohorog-holtter-asszisztens-afa-s-auto/20209071
"38,154 EUR (14,999,990 HUF)",Citroen,C4,,"6,000 km",2024,Electric,,,Green,Szeged,100 kW (136 HP),Automatic,https://hovany.hu/autok/citroen/c4-x-e-c450kwh-shine-demo-auto-oriasi-kedvezmeny/20239126
"17,802 EUR (6,999,000 HUF)",Hyundai,Bayon,1.0 T-GDi,,2023,Petrol,,Crossover,Green,Budapest,74 kW (101 HP),Automatic,https://joautok.hu/hasznaltauto/hyundai/bayon/bayon-10-t-gdi-lp-tech-raktarrol-5-ev-garancia-elkepeszto-fogyasztas/09jtvn5/
"47,206 EUR (18,559,000 HUF)",Nissan,X-Trail,1.5,,2024,Petrol,,Suv,Black,Budapest,116 kW (158 HP),Automatic,https://joautok.hu/hasznaltauto/nissan/x-trail/x-trail-15-e-power-e-4orce-tekna-automata-7-szemely-1/emgnd6m/
"11,675 EUR (4,590,000 HUF)",Mazda,6,2.2 cd,"123,871 km",2016,Diesel,,Wagon,White,Budakalász,110 kW (150 HP),Manual,https://joautok.hu/hasznaltauto/mazda/mazda-6/6-sport-22-cd-attraction-mo-i-123-e-km-vezetett-sz-konyv-futheto-elso-ulesek-teli-gumi-afa-s-3/ucbxrdj/
"20,069 EUR (7,890,000 HUF)",Ford,Kuga,1.5 EcoBoost,"77,000 km",2020,Petrol,,Suv,Gray,Budapest,110 kW (150 HP),Manual,https://joautok.hu/hasznaltauto/ford/kuga/kuga-15-ecoboost-titanium-magyarorszagi-atvizsgalt-ujszeru-allapotban/kjay7tt/
"24,647 EUR (9,690,000 HUF)",Volkswagen,Polo,1.0 TSI DSG,0 km,2024,Petrol,,Hatchback,White,Kisvárda,80 kW (109 HP),Automatic,https://www.szalonauto.hu/szemelyauto/volkswagen/polo_vi/volkswagen_polo_vi_1.0_tsi_style_dsg_110_le_iq_light_led_matrix_2_zonas_digit_klma_tolato_kamera_keszletrol-20267352
"16,508 EUR (6,490,000 HUF)",Citroen,C4 Spacetourer,1.6 BlueHDI,"135,307 km",2020,Diesel,,Mpv,White,Budakalász,96 kW (131 HP),Manual,https://www.hasznaltauto.hu/szemelyauto/citroen/grand_c4_spacetourer/citroen_grand_c4_spacetourer_c4spacetourer_1.5_bluehdi_shine_ss_e6.2_7_szemelyes_mo-i_135e_km_napfenyteto_e-h_radar_360_kamera_ulesfutes_afa-s-20426251#sid=e6326ec5-3c26-4a98-a6fd-1a61af31d387
"12,921 EUR (5,080,000 HUF)",Volkswagen,Caddy,2.0,"101,469 km",2016,,,Pickup,,,55 kW (75 HP),,https://www.hasznaltautok.hu/vehicle?vehicle=17597027
"27,791 EUR (10,925,990 HUF)",Peugeot,308,1.2 puretech,1 km,2024,Petrol,,Wagon,,Kecskemét,97 kW (132 HP),Automatic,https://joautok.hu/hasznaltauto/peugeot/308/308-sw-12-puretech-allure-keszletrol-teszt-auto-kedvezmennyel/krda4v4/
