Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Opel,Adam,1.4,2014,Petrol,Mini,NA,Oradea,Manual,https://www.bestauto.ro/anunturi/auto-moto/masini-second-hand/opel/adam/anunt/opel-adam-1-4-glam-2014-140-332-km-1-398-cm3-benzina/1ff1f4if75g978071e1i9e45734g94i5.html,6,5950,332,64.0,Romania
Bmw,X3,D,2019,Diesel,Suv,NA,Bucureşti,Automatic,https://www.anuntul.ro/anunt-autoturism-bmw-x3-ZzqGz1#J8jeek%20,6,42500,121000,169.0,Romania
Škoda,Karoq,1.6 TDI,2019,Diesel,Suv,Black,Bucureşti,Automatic,https://cautimasina.ro/skoda-karoq-2019-diesel-second-hand-info-65dba6d1ce014d10e352af81,6,14650,198000,116.0,Romania
Škoda,Karoq,1.5,2020,Petrol,Suv,Gray,Galaţi,Automatic,https://cautimasina.ro/skoda-karoq-2020-benzina-second-hand-info-6562f3a2fd8d0d0e8c00c1da,6,17990,169000,150.0,Romania
Nissan,Qashqai,1.6,2015,Petrol,Crossover,Gray,Galaţi,Automatic,https://carzz.ro/nissan-qashqia-tekna-anunt_3404213.html,6,14490,89000,163.0,Romania
Porsche,Cayenne,3.0,2020,Hybrid,Suv,White,NA,Automatic,https://www.leasingsh.ro/porsche-cayenne-2020-POR37570.html,6,82940,19000,344.0,Romania
Lexus,Nx,2.5,2018,Hybrid,Suv,Blue,NA,Automatic,https://www.leasingsh.ro/lexus-seria-nx-2018-LEX49461.html,6,28989,64000,115.0,Romania
Volvo,Xc60,2.0,2020,Diesel,Crossover,Black,NA,Automatic,https://www.leasingsh.ro/volvo-xc-60-2020-VOL49458.html,6,32490,113000,146.0,Romania
Audi,Q5,2.0,2018,Diesel,Suv,Gray,NA,Automatic,https://www.leasingsh.ro/audi-q5-2018-AUD49459.html,6,27989,139000,141.0,Romania
Audi,Q5,2.0,2018,Diesel,Suv,Gray,NA,Automatic,https://www.leasingsh.ro/audi-q5-2018-AUD52730.html,6,24990,139000,141.0,Romania
Citroen,C-Elysee,1.2,2019,Petrol,Sedan,Gray,NA,Manual,https://www.leasingsh.ro/citroen-c-elysee-2019-CIT30556.html,6,9163,71600,61.0,Romania
Jeep,Compass,1.6,2018,Diesel,Crossover,White,NA,Automatic,https://www.leasingsh.ro/jeep-compass-2018-JEE51677.html,6,16898,110800,89.0,Romania
Volkswagen,Tiguan,2.0,2019,Petrol,Crossover,Silver,NA,Automatic,https://www.leasingsh.ro/volkswagen-tiguan-2019-VOL40608.html,6,29166,100000,104.0,Romania
Kia,Sportage,1.6 GDi,2020,Petrol,Crossover,Gray,NA,Automatic,https://www.leasingsh.ro/kia-sportage-2020-KIA49070.html,6,17989,159000,101.0,Romania
Smart,Forfour,0.9,2019,Petrol,Hatchback,Silver,NA,Automatic,https://www.leasingsh.ro/smart-forfour-2019-SMA42391.html,6,15269,67256,49.0,Romania
Dacia,Logan,0.9,2020,Petrol,Sedan,White,NA,Manual,https://www.anuntul.ro/anunt-autoturism-dacia-logan-eernPe#J8jeek%20,6,9990,78026,67.0,Romania
Toyota,C-Hr,1.8,2019,Hybrid,Suv,Gray,Bucureşti,Automatic,https://cautimasina.ro/toyota-c-hr-2019-hibrid-second-hand-info-65d4eaa80bb2b484d7a7e8e0,6,19990,92349,98.0,Romania
Peugeot,508,2.0,2019,Diesel,Sedan,Gray,Bucureşti,Automatic,https://cautimasina.ro/peugeot-508-2019-diesel-second-hand-info-65d9daf610e2801a6f5e1ee8,6,22253,143000,163.0,Romania
Kia,Sportage,1.6 GDi,2018,Petrol,Crossover,Black,NA,Automatic,https://www.leasingsh.ro/kia-sportage-2018-KIA51678.html,6,20900,60300,131.0,Romania
Hyundai,Tucson,2.0,2019,Diesel,Suv,White,NA,Automatic,https://www.leasingsh.ro/hyundai-tucson-2019-HYU49099.html,6,22253,158000,137.0,Romania
Dacia,Lodgy,1.5 dCi,2019,Diesel,Mpv,White,NA,Manual,https://www.leasingsh.ro/dacia-lodgy-2019-DAC53051.html,6,11489,177591,85.0,Romania
Ford,Edge,2.0,2020,Diesel,Suv,Gray,NA,Automatic,https://www.leasingsh.ro/ford-edge-2020-FOR49098.html,6,31773,99000,177.0,Romania
Renault,Espace,2.0,2019,Diesel,Mpv,Beige,NA,Automatic,https://www.leasingsh.ro/renault-espace-2019-REN53580.html,6,18683,167000,119.0,Romania
Toyota,Rav4,2.5,2018,Hybrid,Suv,White,NA,Automatic,https://www.leasingsh.ro/toyota-rav4-2018-TOY49537.html,6,23850,83977,115.0,Romania
Škoda,Kodiaq,2.0 2.0,2020,Diesel,Suv,Black,NA,Automatic,https://www.leasingsh.ro/skoda-kodiaq-2020-SKO49521.html,6,29988,130000,111.0,Romania
Dacia,Duster,1.6,2019,Petrol,Suv,White,Bucureşti,Manual,https://cautimasina.ro/dacia-duster-2019-benzina-second-hand-info-65e46b57b2a504ea5ede842d,6,14990,62978,114.0,Romania
Peugeot,3008,1.5,2019,Diesel,Crossover,Blue,Bucureşti,Automatic,https://cautimasina.ro/peugeot-3008-2019-diesel-second-hand-info-65e4479fb2a504ea5ede6eeb,6,20890,103835,130.0,Romania
Toyota,Rav4,2.5,2019,Hybrid,Suv,White,NA,Automatic,https://www.anuntul.ro/anunt-autoturism-toyota-rav-4-eer4ar#J8jeek%20,6,26490,164335,132.0,Romania
Ford,Ecosport,1.0 EcoBoost,2020,Petrol,Suv,Gray,Bucureşti,Automatic,https://cautimasina.ro/ford-ecosport-2020-benzina-second-hand-info-65d9d29710e2801a6f5e144f,6,14690,95459,125.0,Romania
Volvo,S60,2.0,2020,Petrol,Sedan,Beige,NA,Automatic,https://cautimasina.ro/volvo-s60-2020-benzina-second-hand-info-65c7cb16a010991c95fa180d,6,29999,51756,190.0,Romania
Toyota,Auris,1.8 Hybrid,2016,Hybrid,Hatchback,Gray,Râmnicu Vâlcea,Automatic,https://www.anuntul.ro/anunt-autoturism-toyota-auris-rmWRxb#J8jeek%20,6,13000,148011,99.0,Romania
