Price,Make,Model,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact,Trim
"54,992 EUR (409,900 DKK)",Mercedes Benz,Eqa,"20,000 km",2021,Electric,Hatchback,Black,Fredericia,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/5952226,
"31,514 EUR (234,900 DKK)",Volkswagen,T-Cross,"56,600 km",2021,Petrol,Crossover,White,Hillerød,111 kW (151 HP),Automatic,https://www.autouncle.dk/en/d/4685901-used-vw-t-cross-1-5-tsi-150-life-team-dsg,1.5 tsi
"26,818 EUR (199,900 DKK)",Ford,Puma,"86,000 km",2021,Petrol,Crossover,White,Brøndby,93 kW (126 HP),Automatic,https://usedcars.leaseplan.com/da-dk/ford-puma/2160143-dk-ford-puma.html,1.0 EcoBoost
"50,967 EUR (379,900 DKK)",Ford,S-Max,"129,000 km",2019,Diesel,Mpv,White,Silkeborg,178 kW (242 HP),Automatic,https://www.bilbasen.dk/brugt/bil/ford/s-max/20-ecoblue-st-line-aut-5d/6015026,2.0 EcoBlue
"15,427 EUR (114,990 DKK)",Renault,Zoe,"32,000 km",2020,Electric,Mini,White,Taastrup,81 kW (110 HP),Automatic,https://www.bilbasen.dk/brugt/bil/renault/zoe/41-intens-5d/6093786,
"44,930 EUR (334,900 DKK)",Mini,Cooper,"48,000 km",2017,Petrol,Convertible,Black,Varde,143 kW (194 HP),Automatic,https://www.autouncle.dk/en/d/4274148-used-mini-cooper-s-cabriolet-2-0-aut,1.6 S
"23,464 EUR (174,900 DKK)",Suzuki,Vitara,"112,000 km",2018,Petrol,Suv,Red,Rødekro,140 kW (190 HP),Automatic,https://bilhandel.dk/suzuki-vitara-14-boosterjet-s-140hk-5d-6g-aut/id-1563200,1.4
"65,724 EUR (489,900 DKK)",Audi,Q7,"154,000 km",2016,Diesel,Suv,White,Horsens,202 kW (275 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/q7/30-tdi-272-quattro-tiptr-5d/5984345,3.0 TDI
"41,576 EUR (309,900 DKK)",Mercedes Benz,B-Class,"60,000 km",2020,Diesel,Hatchback,White,Middelfart,141 kW (192 HP),Automatic,https://www.bilbasen.dk/brugt/bil/mercedes/b220-d/20-amg-line-aut-5d/6048695,
"40,234 EUR (299,900 DKK)",Peugeot,5008,"89,000 km",2020,Diesel,Mpv,White,Herning,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/5008/15-bluehdi-130-allure-ltd-eat8-7prs-5d/5934211,1.5 bluehdi
"22,109 EUR (164,800 DKK)",Peugeot,3008,"112,000 km",2017,Petrol,Crossover,Black,Stenløse,96 kW (131 HP),Manual,https://www.bilbasen.dk/brugt/bil/peugeot/3008/12-e-thp-130-active-5d/6092756,1.2
"114,022 EUR (849,900 DKK)",Audi,E-Tron Gt,"4,840 km",2022,Electric,Coupe,White,Søborg,354 kW (481 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/e-tron-gt/quattro-4d/6008144,
"49,625 EUR (369,900 DKK)",Volvo,Xc40,"16,000 km",2022,Electric,Crossover,White,Søborg,172 kW (234 HP),Automatic,https://www.bilbasen.dk/brugt/bil/volvo/xc40/p6-recharge-ultimate-5d/5977032,
"12,892 EUR (96,100 DKK)",Toyota,Verso,"190,500 km",2014,Petrol,Mpv,Brown,Vinderup,82 kW (112 HP),Manual,https://seek4cars.net/biler-til-salg/toyota/verso/10705d46-37aa-49ea-a078-e1ea6ea707d4,1.6
"53,650 EUR (399,900 DKK)",Bmw,3 Series,"83,000 km",2019,Petrol,Sedan,White,Brøndby,192 kW (261 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/330i/20-sport-line-aut-4d/6096413,330i
"30,843 EUR (229,900 DKK)",Peugeot,508,"51,000 km",2019,Diesel,Sedan,Black,Kolding,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/508/15-bluehdi-130-allure-pack-eat8-5d/5883746,1.5 bluehdi
"36,221 EUR (269,990 DKK)",Peugeot,2008,"7,000 km",2023,Petrol,Crossover,White,Helsingør,96 kW (131 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/2008/12-puretech-130-first-selection-eat8-5d/6075289,1.2 puretech
"41,576 EUR (309,900 DKK)",Volkswagen,Touran,"53,000 km",2021,Petrol,Mpv,White,Kolding,111 kW (151 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/5984718,1.5 tsi
"26,818 EUR (199,900 DKK)",Opel,Mokka-E,"9,000 km",2022,Electric,Crossover,Black,Brøndby,101 kW (137 HP),Automatic,https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-gs-line-5d/6014686,
"32,184 EUR (239,900 DKK)",Bmw,2 Series,"63,000 km",2018,Petrol,Hatchback,Black,Kolding,104 kW (141 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/218i/15-active-tourer-sport-line-aut-5d/5880859,218i
"25,476 EUR (189,900 DKK)",Audi,Q2,"89,000 km",2017,Diesel,Crossover,Gray,Kolding,86 kW (117 HP),Manual,https://www.bilbasen.dk/brugt/bil/audi/q2/16-tdi-116-sport-5d/5947738,1.6 TDI
"40,234 EUR (299,900 DKK)",Škoda,Kodiaq,"115,000 km",2020,Diesel,Suv,White,Brøndby,111 kW (151 HP),Automatic,https://www.bilbasen.dk/brugt/bil/skoda/kodiaq/20-tdi-150-style-dsg-5d/6092621,2.0 dsg tdi
"24,014 EUR (179,000 DKK)",Volkswagen,Sharan,"212,000 km",2012,Diesel,Van,Black,Skibby,126 kW (171 HP),Automatic,https://www.bilbasen.dk/brugt/bil/vw/sharan/20-tdi-170-highline-dsg-bmt-5d/6026886,2.0 TDI
"24,819 EUR (185,000 DKK)",Opel,Mokka-E,"36,000 km",2021,Electric,Crossover,White,Silkeborg,101 kW (137 HP),Automatic,https://www.bilbasen.dk/brugt/bil/opel/mokka-e/50-gs-line-5d/6006224,
"36,209 EUR (269,900 DKK)",Nissan,Qashqai,"80,000 km",2019,Petrol,Crossover,Gray,Varde,119 kW (162 HP),Automatic,https://www.guloggratis.dk/annonce/2d36e23f-337e-40c4-94a6-283f57a06202,1.3 DIG-T
"18,755 EUR (139,800 DKK)",Bmw,X1,"189,000 km",2013,Diesel,Suv,Brown,Bramming,143 kW (194 HP),Automatic,https://bilhandel.dk/bmw-x1-20-sdrive18d-aut/id-1569976,sDrive18d
"28,173 EUR (210,000 DKK)",Ford,S-Max,"147,000 km",2018,Diesel,Mpv,Gray,Thisted,111 kW (151 HP),Automatic,https://www.bilbasen.dk/brugt/bil/ford/s-max/20-tdci-150-titanium-aut-7prs-5d/6048393,2.0 TDCi
"33,526 EUR (249,900 DKK)",Ford,S-Max,"144,000 km",2018,Diesel,Mpv,Black,Tørring,156 kW (212 HP),Automatic,https://www.bilbasen.dk/brugt/bil/ford/s-max/20-tdci-210-st-line-aut-7prs-5d/5864739,2.0 EcoBlue
"19,708 EUR (146,900 DKK)",Ford,Kuga,"141,000 km",2015,Petrol,Suv,Black,Vejle,111 kW (151 HP),Manual,https://www.bilbasen.dk/brugt/bil/ford/kuga/15-scti-150-titanium-5d/5994692,1.5
"32,184 EUR (239,900 DKK)",Citroen,C3 Aircross,"9,500 km",2021,Petrol,Suv,Black,Brovst,96 kW (131 HP),Automatic,https://seek4cars.net/biler-til-salg/citroen/c3/aircross-1-2-puretech-shine-sport-eat6-130hk-5d-6g-aut/f3cea6f7-c486-4125-9f64-12a9aff5b6b4,1.2
"194,531 EUR (1,450,000 DKK)",Porsche,718,"7,794 km",2022,Petrol,Coupe,Green,Risskov,372 kW (506 HP),Automatic,https://www.bilbasen.dk/brugt/bil/porsche/718-cayman-gt4-rs/40-pdk-2d/5971395,4.0 Cayman GT4
"48,284 EUR (359,900 DKK)",Alfa Romeo,Stelvio,"143,000 km",2017,Petrol,Crossover,Red,Lunderskov,208 kW (283 HP),Automatic,https://www.bilbasen.dk/brugt/bil/alfa-romeo/stelvio/20-t-280-first-edition-aut-q4-5d/6013141,2.0
