Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"27,490 EUR",Audi,Q2,1.5 35 TFSI,"24,656 km",2020,Petrol,6,Crossover,Blue,Rain,110 kW (150 HP),Automatic,https://www.instamotion.com/auto/EMRK-E7T6-CX2C
"26,990 EUR",Volkswagen,Tiguan,1.5 tsi,"32,845 km",2019,Petrol,,Crossover,Green,Dresden,111 kW (151 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1421348071?num_on_page=4&page=50&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"52,490 EUR",Honda,Cr-V,2.0 i-MMD e:HEV,10 km,2023,Hybrid,6,Suv,Blue,Iserlohn,137 kW (186 HP),Automatic,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/honda/cr-v-20-i-mmd-ehev-advance-awd-hud-led-pano/variant-kjc8vuxq
"20,500 EUR",Ford,Puma,1.0 EcoBoost,"50,104 km",2020,Hybrid,6,Crossover,Silver,Köln,114 kW (155 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1426267144?num_on_page=1&page=6&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"52,900 EUR",Audi,Q8,3.0 50 TDI quattro,"122,543 km",2018,Diesel,,Suv,Black,Villingen Schwenningen,210 kW (286 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1424471641?num_on_page=4&page=117&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"19,950 EUR",Volkswagen,T-Cross,1.0 tsi,"5,515 km",2023,Petrol,6,Crossover,Green,Lage,70 kW (95 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1419413500?num_on_page=5&page=89&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"22,590 EUR",Škoda,Karoq,1.0 tsi,"36,160 km",2022,Petrol,,Suv,Gray,Neu Anspach,81 kW (110 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1415827473?num_on_page=2&page=10&title=Skoda+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"18,970 EUR",Ford,Ecosport,1.0 EcoBoost,"70,110 km",2022,Petrol,,Suv,Black,Weil Am Rhein,92 kW (125 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1424537548?num_on_page=2&page=47&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"18,970 EUR",Ford,Ecosport,1.0 EcoBoost,"67,185 km",2022,Petrol,,Suv,Black,Weil Am Rhein,92 kW (125 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1424881531?num_on_page=4&page=22&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"18,890 EUR",Ford,Ecosport,1.0 EcoBoost,"35,631 km",2022,Petrol,6,Suv,Silver,Rosenheim,92 kW (125 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1406578418?num_on_page=2&page=56&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"17,690 EUR",Volkswagen,Golf,2.0 TDI,"73,900 km",2017,Diesel,6,Wagon,Black,Worms,110 kW (150 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1406658623?num_on_page=2&page=91&premium=false&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"17,990 EUR",Volkswagen,Passat,2.0,"107,329 km",2020,Diesel,,Wagon,Black,Deggendorf,90 kW (122 HP),Automatic,https://www.12gebrauchtwagen.de/c/16/1418983625?num_on_page=5&page=94&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"35,990 EUR",Mercedes Benz,Glc-Class,250 4Matic,"89,027 km",2019,Petrol,,Suv,Green,Grevenbroich,155 kW (211 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1421191564?num_on_page=4&page=106&title=Mercedes-Benz+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
