Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"46,990 EUR",Porsche,Macan,3.6 Turbo,"63,000 km",2014,Petrol,Suv,Blue,Lanester,298 kW (405 HP),Automatic,https://www.leparking.fr/voiture-occasion-detail/porsche-macan-turbo/porsche-macan-3-6-v6-400ch-turbo-pdk/9XDDCG4Q.html
"17,490 EUR",Peugeot,208,1.2 puretech,"49,900 km",2019,Petrol,Hatchback,Blue,Deville Les Rouen,97 kW (132 HP),Automatic,https://www.auto-selection.com/voiture-occasion/peugeot-208/23883088.html
"34,990 EUR",Mercedes Benz,A-Class,200,970 km,2022,Diesel,Sedan,Gray,Tours,111 kW (151 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-mercedes-classe-a-mercedes-classe-a-200-d-8g-dct-amg-line-636065/
"48,990 EUR",Mercedes Benz,A-Class,35 AMG,865 km,2021,Petrol,Sedan,White,Le Blanc,228 kW (310 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-mercedes-classe-a-35-amg-306ch-amg-edition-55-4matic-7g-dct-speedshift-amg-19cv-731897/
"38,890 EUR",Bmw,X1,,85 km,2022,Hybrid,Suv,Black,Tours,93 kW (126 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x1-f48-x1-xdrive25e-220-xline-690308/
"29,990 EUR",Bmw,X1,,287 km,2021,Petrol,Suv,Blue,Tours,101 kW (137 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-bmw-x1-sdrive18i-136ch-xline-704415/
"31,990 EUR",Bmw,X1,,143 km,2021,Diesel,Suv,Gray,Le Blanc,141 kW (192 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x1-xdrive20da-190ch-m-sport-702587/
"33,950 EUR",Bmw,X1,25e xDrive,0 km,2021,Hybrid,Suv,White,Le Blanc,164 kW (223 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x1-f48-xdrive-25e-hybrid-220-bva8-m-sport-toit-ouvrant-hayon-755757/
"14,990 EUR",Nissan,Qashqai,1.2,"98,686 km",2018,Petrol,Crossover,Black,Dinan,115 kW (156 HP),Manual,https://fr.renew.auto/achat-vehicules-occasions/detail.html?productId=VEH_00000733_VO231129
"16,650 EUR",Nissan,Qashqai,1.2,"53,867 km",2018,Petrol,Crossover,Red,Mantes La Ville,115 kW (156 HP),Manual,https://fr.renew.auto/achat-vehicules-occasions/detail.html?productId=VEH_00001260_VO110732
"19,490 EUR",Nissan,Qashqai,1.2,"31,615 km",2018,Petrol,Crossover,Gray,Clermont,85 kW (116 HP),Manual,https://www.gueudet.fr/voiture/occasion/nissan/qashqai/12-dig-t-115ch-tekna/41095
"27,799 EUR",Bmw,4 Series,418d,"50,398 km",2017,Diesel,Coupe,Gray,Dunkerque,110 kW (150 HP),Automatic,https://fr.renew.auto/achat-vehicules-occasions/detail.html?productId=VEH_00000251_VO401126
"44,999 EUR",Peugeot,Traveller,,5 km,2022,Electric,Van,White,Riom,101 kW (137 HP),Automatic,https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-traveller-electrique-136ch-100kw-batterie-75kwh-standard-allure-8-places-63200-riom-51085
"23,490 EUR",Audi,Q2,2.0 TDI,920 km,2017,Diesel,Crossover,Black,Tours,141 kW (192 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-audi-q2-20-tdi-190ch-design-luxe-quattro-s-tronic-7-599942/
"16,500 EUR",Opel,Crossland X,1.2,"42,106 km",2019,Petrol,Suv,Gray,Tours,96 kW (131 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-opel-crossland-12-turbo-130ch-design-120-ans-bva-euro-6d-t-630983/
