Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"18,500 EUR",Ford,Transit Custom,1.0 EcoBoost,"145,418 km",2019,Diesel,,Van,White,Strausberg,97 kW (132 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1419104697?num_on_page=3&page=27&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"12,990 EUR",Hyundai,I30,1.0,"94,842 km",2017,Petrol,,Wagon,Black,Perleberg,88 kW (120 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1415682788?num_on_page=1&page=24&title=Hyundai+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"16,924 EUR",Opel,Crossland X,1.2,"24,750 km",2022,Petrol,6,Suv,Gray,Coesfeld,97 kW (132 HP),Manual,https://gebrauchtwagen.hyundai.de/de/fahrzeugsuche/opel/crossland/elegancelednavirUckfahrkamerasitz-lenkradheiz-t4c836lv
"51,370 EUR",Ford,S-Max,2.5,20 km,2023,Petrol,,Mpv,Blue,Heilbronn,141 kW (192 HP),Automatic,https://hey.car/vehicle/550adf15-51ac-4f4c-afc7-4a0f2cc14409?dealerId=5eca524f-d157-4a56-b932-945572c808e1
"11,691 EUR",Dacia,Sandero,1.5 dCi,"120,059 km",2018,Diesel,,Hatchback,Black,Ostfildern,66 kW (90 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1426265248?num_on_page=5&page=16&title=Dacia+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"18,835 EUR",Audi,A1,1.0 25 TFSI,"21,956 km",2019,Petrol,6,Mini,Yellow,Marktredwitz,70 kW (95 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1424547747?num_on_page=1&page=31&title=Audi+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"23,895 EUR",Seat,Arona,1.0 tsi,10 km,2023,Petrol,6,Crossover,Black,Rain,81 kW (110 HP),Manual,https://www.instamotion.com/auto/KEP7-5NMC-45PM
"22,895 EUR",Seat,Arona,1.0 tsi,10 km,2023,Petrol,6,Crossover,Gray,Rain,81 kW (110 HP),Manual,https://www.instamotion.com/auto/BFSL-PMOQ-LJHS
"19,900 EUR",Ford,Focus,1.0 EcoBoost,"58,781 km",2021,Petrol,,Wagon,Black,Villingen Schwenningen,114 kW (155 HP),Manual,https://www.autoanzeigen.de/ford+focus+st+line+xvirtual+tachowinter+paketnavi+villingen+schwenningen-i232034221_3b403b9085d50810e266.htm
"22,390 EUR",Ford,Focus,1.0,"21,500 km",2021,Petrol,,Wagon,Black,Gronau,93 kW (126 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1415752888?num_on_page=3&page=58&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"51,080 EUR",Bmw,Ix3,,"15,211 km",2022,Electric,6,Suv,Blue,Rain,210 kW (286 HP),Automatic,https://www.instamotion.com/auto/I9JF-L1BX-WQK7
"25,990 EUR",Volkswagen,Tiguan,1.4 TSI,"79,276 km",2018,Petrol,,Crossover,White,Dresden,111 kW (151 HP),Manual,https://www.12gebrauchtwagen.de/c/4/1408071085?num_on_page=5&page=93&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"234,970 EUR",Porsche,Cayenne,4.0 Turbo,"5,597 km",2023,Petrol,6,Suv,Black,Monheim Am Rhein,471 kW (641 HP),Automatic,https://auto24.de/anzeige/porsche-cayenne-4-0-turbo-gt-v8-3347071.html
"15,580 EUR",Fiat,500,1.2,"36,718 km",2019,Petrol,6,Mini,White,Rain,51 kW (69 HP),Manual,https://www.instamotion.com/auto/PKS8-2VNI-Y4XT
"16,180 EUR",Fiat,500,1.2,"16,705 km",2019,Petrol,,Mini,Black,Rain,51 kW (69 HP),Manual,https://www.instamotion.com/auto/IELT-D2F2-UKHK
"28,990 EUR",Toyota,Corolla,1.8 VVT-i,"10,000 km",2023,Hybrid,,Sedan,Green,Greifswald,144 kW (196 HP),Automatic,https://www.toyota.de/gebrauchtwagen/gebrauchtwagensuche/pdp.718d8765-353e-4ba7-8a24-15a265b8135c
"24,988 EUR",Suzuki,Sx4 S-Cross,1.4,"10,465 km",2020,Hybrid,6,Crossover,Gray,Offenburg,95 kW (129 HP),Automatic,https://www.carzilla.de/Autohaus-Linck-GmbH/Suzuki/SX4-S-Cross/Gebrauchtfahrzeug/Benzin/Schaltgetriebe/c468180d6c454c5993f911753818629a/20753
"29,000 EUR",Mercedes Benz,Glc-Class,,"101,800 km",2019,Diesel,,Suv,Green,Spaichingen,152 kW (207 HP),Automatic,https://www.ebay-kleinanzeigen.de/s-anzeige/mercedes-benz-glc-250-d-4matic-ahk-navi/2706856764-216-8496
"19,400 EUR",Ford,Kuga,1.5 EcoBoost,"85,172 km",2019,Petrol,,Suv,Black,Perleberg,110 kW (150 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1403587449?num_on_page=5&page=76&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"26,250 EUR",Ford,Kuga,2.0 TDCi,"73,500 km",2019,Diesel,6,Suv,Black,Rain,132 kW (180 HP),Automatic,https://www.instamotion.com/auto/SUBY-IT48-CGUT
"23,500 EUR",Ford,Kuga,2.0 EcoBoost,"61,800 km",2019,Petrol,,Suv,Gray,Schüttorf,169 kW (230 HP),Automatic,https://www.12gebrauchtwagen.de/c/4/1415802679?num_on_page=2&page=43&title=Ford+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de
"34,850 EUR",Volkswagen,Touran,1.5 tsi,"12,100 km",2022,Petrol,,Mpv,Blue,Neumarkt in der Oberpfalz,111 kW (151 HP),Automatic,https://auto24.de/anzeige/volkswagen-touran-1-5-tsi-active-opf-3242685.html
"22,790 EUR",Seat,Ateca,1.5 tsi,"20,731 km",2020,Petrol,,Suv,Green,Rutesheim,110 kW (150 HP),Automatic,https://www.ebay-kleinanzeigen.de/s-anzeige/seat-ateca-eu6d-t-style-1-5-tsi-apple-carplay-android/2533839551-216-8425
