Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"29,900 EUR",Cupra,Formentor,1.5 tsi,"8,093 km",2022,Petrol,Crossover,Gray,Sabadell,111 kW (151 HP),Automatic,https://coches.km77.com/cupra/formentor/en-barcelona/2343770/se-vende-cupra-formentor-15-tsi-110kw-150-cv-dsg-2022-29900-eur
"13,490 EUR",Citroen,C4 Cactus,1.2,"98,350 km",2020,Diesel,Hatchback,White,Valladolid,102 kW (139 HP),Manual,https://coches.km77.com/citroen/c4-cactus/en-navarra/2377222/se-vende-citroen-c4-cactus-feel-2020-13490-eur
"17,990 EUR",Citroen,C4 Cactus,1.2,"46,414 km",2020,Petrol,Hatchback,White,Pontevedra,110 kW (150 HP),Manual,https://coches.km77.com/citroen/c4-cactus/en-coruna/2391391/se-vende-citroen-c4-cactus-puretech-110-ss-feel-2020-17990-eur
"21,450 EUR",Audi,Q7,3.0,"231,355 km",2012,Diesel,Suv,Blue,Parla,204 kW (277 HP),Semi Automatic,https://coches.km77.com/audi/q7/en-madrid/2382161/se-vende-audi-q7-30-tdi-204cv-quattro-tiptronic-advance-2012-21450-eur
"30,900 EUR",Mercedes Benz,Gla-Class,180,"73,435 km",2020,Petrol,Suv,Black,Santiago De Compostela,101 kW (137 HP),Automatic,https://coches.km77.com/mercedes-benz/gla/en-coruna/2351702/se-vende-mercedes-benz-gla-gla-180-2020-30900-eur
"30,900 EUR",Mercedes Benz,Gla-Class,200,"68,233 km",2020,Petrol,Suv,White,San Sebastián De Los Reyes,116 kW (158 HP),Automatic,https://coches.km77.com/mercedes-benz/gla/en-madrid/2351703/se-vende-mercedes-benz-gla-gla-200-2020-30900-eur
"45,900 EUR",Mercedes Benz,Gla-Class,200,"45,625 km",2020,Petrol,Suv,Gray,San Fernando De Henares,121 kW (165 HP),Automatic,https://coches.km77.com/mercedes-benz/gla/en-coruna/2337749/se-vende-mercedes-benz-gla-gla-200-2020-45900-eur
"11,895 EUR",Renault,Clio,0.9 tce,"68,074 km",2019,Petrol,Sedan,Gray,Valencia,89 kW (121 HP),Manual,https://coches.km77.com/renault/clio/en-valencia/2321522/se-vende-renault-clio-limited-tce-66-kw-90-cv-2019-11895-eur
"20,990 EUR",Citroen,Berlingo,1.5 bluehdi,"117,869 km",2020,Diesel,Van,Blue,San Sebastián De Los Reyes,130 kW (177 HP),Manual,https://coches.km77.com/citroen/berlingo/en-madrid/2349763/se-vende-citroen-berlingo-talla-xl-bluehdi-130-ss-6v-shine-2020-20990-eur
"17,995 EUR",Mitsubishi,Asx,2.0,"96,408 km",2020,Petrol,Crossover,Blue,Tijarafe,111 kW (151 HP),Manual,https://coches.km77.com/mitsubishi/asx/en-las-palmas/2321928/se-vende-mitsubishi-asx-200-mpi-spirit-2020-17995-eur
