Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Price(EUR),Mileage(km),kW,Emission standard,Country
Fiat,600e,La Prima,2023,Electric,Crossover,Orange,Euskirchen,Automatic,https://www.moll-automobile.de/fahrzeug/383937514/Pkw/fiat-600e-la-prima-led-navi-360-pdc-shzg-massagesitz,38950,499,116.0,6,Germany
Bmw,5 Series,530d,2017,Diesel,Wagon,Blue,Uslar,Automatic,https://www.12gebrauchtwagen.de/c/4/1426300510?num_on_page=4&page=14&title=BMW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,25490,114600,197.0,6,Germany
Volkswagen,Polo,1.0 TSI DSG,2022,Petrol,Hatchback,Gray,Rain,Automatic,https://www.instamotion.com/auto/J4Y6-UB5P-4GRP,26650,18382,70.0,6,Germany
Volkswagen,Arteon,2.0 TSI Shooting-Brake,2022,Petrol,Wagon,Black,Mönchengladbach,Automatic,https://auto24.de/anzeige/volkswagen-arteon-2-0-tsi-shooting-brake-r-3674820.html,48500,16385,235.0,6,Germany
Ford,Ecosport,1.0 EcoBoost,2021,Petrol,Suv,White,Rain,Manual,https://www.instamotion.com/auto/K5A7-GT42-BH5Y,20880,27000,103.0,6,Germany
Bmw,5 Series,520d,2018,Diesel,Wagon,Black,Dresden,Automatic,https://marktplatz.auto-motor-und-sport.de/bmw-520-15-598006/?brand=8&series=520&isKlassiker=false,24980,124880,141.0,6,Germany
Tesla,Model 3,0.0 long range,2022,Electric,Sedan,Black,Rain,Automatic,https://www.instamotion.com/auto/PCAG-SBIU-4OXH,46480,100,324.0,6,Germany
Škoda,Superb,2.0 TDI,2019,Diesel,Wagon,Gray,Stralsund,Automatic,https://www.12gebrauchtwagen.de/c/4/1327169082?num_on_page=2&page=97&title=Skoda+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,25900,96695,141.0,6,Germany
Škoda,Superb,2.0 TDI,2019,Diesel,Wagon,Black,Hanau,Automatic,https://www.12gebrauchtwagen.de/c/4/1363223514?num_on_page=5&page=88&title=Skoda+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,27500,67838,141.0,6,Germany
Opel,Grandland X,1.2,2022,Petrol,Suv,Gray,Rain,Automatic,https://www.instamotion.com/auto/3CIF-R7VA-BN87,25190,22829,96.0,6,Germany
Audi,A6,2.0 40 TDI,2020,Diesel,Wagon,Silver,Dresden,Automatic,https://marktplatz.auto-motor-und-sport.de/audi-a6-15-598033/?brand=6&series=A6&isKlassiker=false,33980,93860,152.0,6,Germany
Volkswagen,Sharan,1.4 TSI,2012,Petrol,Van,Black,Ludwigsfelde,Automatic,https://www.12gebrauchtwagen.de/c/4/1415940121?num_on_page=5&page=31&title=VW+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,13980,159850,110.0,5,Germany
Mercedes Benz,C-Class,300,2023,Hybrid,Sedan,Black,Krefeld,Automatic,https://www.12gebrauchtwagen.de/c/4/1428276016?num_on_page=3&page=11&title=Mercedes-Benz+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,55950,11740,152.0,6,Germany
Mercedes Benz,C-Class,300,2023,Hybrid,Wagon,Silver,Neuwied,Automatic,https://www.12gebrauchtwagen.de/c/4/1400523291?num_on_page=5&page=85&title=Mercedes-Benz+Gebrauchtwagen+kaufen+auf+12Gebrauchtwagen.de,46950,10000,152.0,6,Germany
Ferrari,F8 Spider,3.9,2021,Petrol,Convertible,Red,Kassel,Automatic,https://www.12gebrauchtwagen.de/c/4/1400681570?num_on_page=1&page=1&title=Ferrari+F8+Gebrauchtwagen+in+Wiesbaden+kaufen+auf+12Gebrauchtwagen.de,365000,10310,580.0,6,Germany
