Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"100,972 EUR (2,549,900 CZK)",Audi,Q8,3.0 50 TDI quattro,30 km,2024,Diesel,Suv,Black,Praha,210 kW (286 HP),Automatic,https://www.annonce.cz/inzerat/audi-q8-50-tdi-quattro-72605525-w3zj3x.html
"23,755 EUR (599,900 CZK)",Volkswagen,Touareg,3.0 TDI V6,"133,000 km",2016,Diesel,Suv,Gray,České Budějovice,193 kW (262 HP),Automatic,https://www.automodul.cz/volkswagen-touareg-3-0-v6-tdi-r-line-c2628710
"9,899 EUR (249,990 CZK)",Volkswagen,Touareg,3.0 TDI,"434,000 km",2011,Diesel,Suv,Gray,Rajhrad,180 kW (245 HP),Automatic,https://www.autanet.cz/detail/volkswagen/touareg/41201
"14,255 EUR (360,000 CZK)",Peugeot,3008,1.2,"119,553 km",2016,Petrol,Crossover,Red,Praha,96 kW (131 HP),Manual,https://www.autoesa.cz/en/peugeot/3008/mpv/benzin/781295996
"22,571 EUR (570,000 CZK)",Volkswagen,Tiguan Allspace,2.0,"209,646 km",2018,Diesel,Crossover,White,Praha,176 kW (239 HP),Automatic,https://www.annonce.cz/inzerat/vw-tiguan-allspace-2-0-72696737-w7hg41.html
"20,947 EUR (529,000 CZK)",Volvo,V60,2.4 D4 AWD,"99,734 km",2017,Diesel,Wagon,Beige,Liberec,140 kW (190 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Volvo/V60/V60-D4-AWD-2-4-Kombi-1706609495212331.html
"34,842 EUR (879,900 CZK)",Škoda,Kodiaq,2.0 dsg tdi,"47,792 km",2020,Diesel,Suv,Blue,Ostrava,140 kW (190 HP),Automatic,https://autocaris.cz/detail.php?inzerat=728889
"23,755 EUR (599,900 CZK)",Hyundai,Santa Fe,2.2 CRDi,"142,050 km",2019,Diesel,Suv,Red,Uherské Hradiště,149 kW (203 HP),Automatic,https://www.dasweltauto.cz/vehicle/242322757
"35,634 EUR (899,900 CZK)",Škoda,Kodiaq,2.0 4x4 dsg tsi,"88,705 km",2021,Petrol,Suv,White,Praha,140 kW (190 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/Skoda/Kodiaq/Kodiaq-2.0-TSI-140-SUV-170909134397935.html
"26,527 EUR (669,900 CZK)",Fiat,500e,,"3,999 km",2022,Electric,Mini,Black,Praha,87 kW (118 HP),Automatic,https://www.sauto.cz/osobni/detail/fiat/500e/202605091
"7,682 EUR (194,000 CZK)",Volkswagen,Golf,1.6 TDI,"138,314 km",2012,Diesel,Hatchback,Gray,Tábor,77 kW (105 HP),Manual,http://auto.rychle.cz/osobni-auto-O/Volkswagen/Golf/Golf-1.6-TDI-77-Hatchback-1706032995205169.html
"15,835 EUR (399,900 CZK)",Bmw,5 Series,535i,"149,500 km",2009,Petrol,Sedan,Gray,Praha,225 kW (306 HP),Automatic,https://www.automodul.cz/bmw-rada-5-535i-gt-adaptive-drive-panor-c2672505
"36,426 EUR (919,900 CZK)",Volkswagen,Tiguan,2.0 TDI,"42,223 km",2022,Diesel,Crossover,Red,Ostrava,110 kW (150 HP),Automatic,https://yauto.cz/volkswagen/tiguan/20-tdi-4x4-dsg-elegance-tovzaruka-cr-1maj-cr-bmt-4motion-7dsg-elegance-suv-nafta-853658/
"7,523 EUR (189,999 CZK)",Seat,Altea,1.4 TSI,"66,039 km",2012,Petrol,Mpv,White,Brno,63 kW (86 HP),Automatic,https://www.autanet.cz/detail/seat/altea/20786
"18,967 EUR (479,000 CZK)",Volvo,Xc60,2.4 D4 AWD,"119,655 km",2014,Diesel,Crossover,Blue,Liberec,140 kW (190 HP),Automatic,https://www.sauto.cz/osobni/detail/volvo/xc60/205315191
"10,691 EUR (270,000 CZK)",Peugeot,2008,1.2 vti,"113,007 km",2017,Petrol,Crossover,Gray,Praha,81 kW (110 HP),Automatic,https://www.automodul.cz/peugeot-2008-1-2pt-gt-line-at-navi-c2645238
"13,819 EUR (349,000 CZK)",Mazda,Cx-5,2.0,"137,959 km",2012,Petrol,Crossover,Blue,Olomouc,118 kW (160 HP),Automatic,https://autocaris.cz/detail.php?inzerat=735525
"75,233 EUR (1,899,900 CZK)",Audi,A7,3.0 50 TDI quattro,"8,955 km",2022,Diesel,Sedan,Black,Praha,210 kW (286 HP),Automatic,https://www.sportovnivozy.cz/186246-audi-a7-50-tdi-quattro-s-line-ma-2022
"27,639 EUR (698,000 CZK)",Škoda,Kodiaq,2.0 2.0 4x4 tdi,"162,879 km",2021,Diesel,Suv,Black,Znojmo,147 kW (200 HP),Automatic,https://yauto.cz/skoda/kodiaq/kombi-nafta-676240/
"13,855 EUR (349,900 CZK)",Bmw,X5,xDrive30d,"191,911 km",2010,Diesel,Suv,Brown,Praha,180 kW (245 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/BMW/X5/X5-xDrive30d-S-SUV-17074137374640.html
"5,345 EUR (135,000 CZK)",Suzuki,Grand Vitara,1.9 ddis,"184,406 km",2006,Diesel,Suv,Gray,Teplice,95 kW (129 HP),Manual,https://www.sauto.cz/osobni/detail/suzuki/grand-vitara/204231009
"17,419 EUR (439,900 CZK)",Mazda,Cx-3,2.0,"44,300 km",2021,Petrol,Crossover,Red,Praha,89 kW (121 HP),Manual,https://yauto.cz/mazda/cx-3/20-g122-takumi-1maj-cr-suv-benzin-853532/
"51,474 EUR (1,299,900 CZK)",Audi,S7,3.0 TDI Quattro,"127,600 km",2020,Diesel,Sedan,Gray,Praha,257 kW (350 HP),,https://yauto.cz/audi/s7/tdi-quattro-matrix-vzduch-night-360kamera-hatchback-nafta-838847/
"11,879 EUR (299,999 CZK)",Land Rover,Range Rover,3.0 TDV6,"192,726 km",2011,Diesel,Suv,Gray,Olbramovice,180 kW (245 HP),Automatic,https://yauto.cz/land-rover/range-rover/30-tdv6-se-180kw-4x4-tazne-suv-nafta-828268/
"1,187 EUR (29,999 CZK)",Škoda,Fabia,1.0 tdi,"306,259 km",2001,Diesel,Hatchback,Gray,Olbramovice,74 kW (101 HP),Manual,https://yauto.cz/skoda/fabia/19-tdi-74kw-elegance-hatchback-nafta-862048/
"24,867 EUR (628,000 CZK)",Volkswagen,Sharan,2.0 TDI,"155,464 km",2020,Diesel,Van,Blue,Tábor,110 kW (150 HP),Manual,https://www.autanet.cz/detail/volkswagen/sharan/47452
"5,543 EUR (139,990 CZK)",Ford,Galaxy,2.0 TDCi,"186,340 km",2006,Diesel,Mpv,Gray,Břeclav,103 kW (140 HP),Manual,https://www.sauto.cz/osobni/detail/ford/galaxy/203147740
"8,513 EUR (214,999 CZK)",Volkswagen,Tiguan,2.0,"137,895 km",2008,Diesel,Crossover,Silver,Brno,103 kW (140 HP),Manual,https://www.automodul.cz/volkswagen-tiguan-2-0-4motion-sport-137tkm-c2691598
"3,167 EUR (79,999 CZK)",Ford,Fiesta,1.4,"239,523 km",2010,Diesel,Hatchback,White,Brno,50 kW (68 HP),Manual,http://auto.rychle.cz/osobni-auto-O/Ford/Fiesta/Fiesta-1.4-Bez-kor-Hatchback-1704374746952284.html
"6,727 EUR (169,900 CZK)",Bmw,3 Series,320i,"187,000 km",2007,Petrol,Coupe,Silver,Praha,125 kW (170 HP),Manual,https://www.sportovnivozy.cz/188361-bmw-3-320i-125kwxenonypdc-2007
"11,483 EUR (289,999 CZK)",Škoda,Octavia,2.0 rs tdi,"229,207 km",2013,Diesel,Sedan,Blue,Praha,135 kW (184 HP),Automatic,https://www.cars.cz/inzerce/osobni-auto-O/Skoda/Octavia/Octavia-RS-2-0-TDI-Sedan-Limuzina-1708356681390821.html
"25,699 EUR (649,000 CZK)",Volvo,Xc40,2.0 D3,"103,071 km",2019,Diesel,Crossover,Blue,Liberec,110 kW (150 HP),Automatic,https://www.sauto.cz/osobni/detail/volvo/xc40/203521434
"28,867 EUR (729,000 CZK)",Mercedes Benz,E-Class,400,"121,167 km",2017,Petrol,Coupe,White,Praha,245 kW (333 HP),Automatic,https://www.sportovnivozy.cz/188203-mercedes-benz-e-e-4004-maticdesignoled-2017
"1,385 EUR (35,000 CZK)",Volkswagen,Polo,1.4 TDI,"231,823 km",2007,Diesel,Hatchback,Silver,Mikulov,51 kW (69 HP),Manual,https://yauto.cz/volkswagen/polo/14-tdi-serviska-hatchback-nafta-836560/
"31,282 EUR (790,000 CZK)",Bmw,7 Series,740d xDrive,"123,585 km",2017,Diesel,Sedan,Gray,Praha,235 kW (320 HP),Automatic,http://auto.rychle.cz/osobni-auto-O/BMW/740/740-740d-xDrive-Sedan-Limuzina-17104227345806880.html
"8,311 EUR (209,900 CZK)",Mini,Clubman,1.6,"158,364 km",2012,Diesel,Mpv,Silver,Rudná,82 kW (112 HP),Manual,https://www.sportovnivozy.cz/186141-mini-clubman-16-d-82kw-navibi-xenony-2012
"16,987 EUR (429,000 CZK)",Subaru,Outback,2.0 D,"177,705 km",2016,Diesel,Crossover,Gold,Opava,110 kW (150 HP),Automatic,https://www.automodul.cz/subaru-outback-2-0d-s-sport-lineartronic-cz-c2632565
