Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Bmw,X3,sDrive18d,2019,Diesel,Suv,Black,Ademuz,Manual,https://coches.km77.com/bmw/x3/en-madrid/2346814/se-vende-bmw-x3-sdrive18d-2019-23850-eur,6,23850,118000,111.0,Spain
Ford,Focus,1.5 TDCi,2017,Diesel,Wagon,Beige,Madrid,Automatic,https://coches.km77.com/ford/focus/en-madrid/2339308/se-vende-ford-focus-sportbreak-titanium-15-tdci-120cv-at6-2017-8999-eur,6,8999,189000,120.0,Spain
Bmw,X2,sDrive18d,2019,Diesel,Suv,Black,Ademuz,Manual,https://coches.km77.com/bmw/x2/en-madrid/2367561/se-vende-bmw-x2-sdrive18d-2019-22850-eur,6,22850,117000,111.0,Spain
Jeep,Compass,1.3,2021,Petrol,Crossover,Black,Bormujos,Automatic,https://coches.km77.com/jeep/compass/en-madrid/2339731/se-vende-jeep-compass-13-gse-110kw-150cv-limited-ddct-4x2-2021-18250-eur,6,18250,99950,149.0,Spain
Jeep,Compass,1.3,2021,Petrol,Crossover,Black,Ademuz,Automatic,https://coches.km77.com/jeep/compass/en-madrid/2346824/se-vende-jeep-compass-13-gse-110kw-150cv-limited-ddct-4x2-2021-18450-eur,6,18450,95000,149.0,Spain
Jeep,Compass,1.3,2021,Petrol,Crossover,Black,Ademuz,Automatic,https://coches.km77.com/jeep/compass/en-madrid/2346823/se-vende-jeep-compass-13-gse-110kw-150cv-limited-ddct-4x2-2021-18850-eur,6,18850,88000,149.0,Spain
Jeep,Renegade,1.0 Limited,2019,Petrol,Crossover,White,Ademuz,Manual,https://coches.km77.com/jeep/renegade/en-madrid/2365423/se-vende-jeep-renegade-10g-88kw-limited-4x2-2019-15850-eur,6,15850,61000,119.0,Spain
Škoda,Scala,1.0 dsg tsi,2020,Petrol,Sedan,Blue,Madrid,Automatic,https://coches.km77.com/skoda/scala/en-madrid/2369583/se-vende-skoda-scala-15-tsi-sport-dsg-110kw-2020-20990-eur,6,20990,67635,110.0,Spain
Peugeot,2008,1.2 puretech,2023,Petrol,Crossover,Gray,Marçà,Manual,https://coches.km77.com/peugeot/2008/en-castellon/2371559/se-vende-peugeot-2008-puretech-100-ss-6-vel-man-allure-2023-22500-eur,6,22500,21500,100.0,Spain
Peugeot,2008,1.2 puretech,2023,Petrol,Crossover,Gray,Tomares,Manual,https://coches.km77.com/peugeot/2008/en-sevilla/2381121/se-vende-peugeot-2008-puretech-100-ss-6-vel-man-allure-2023-21900-eur,6,21900,12000,100.0,Spain
Audi,Q5,2.0 TDI quattro,2010,Diesel,Suv,Gray,Parla,Automatic,https://coches.km77.com/audi/q5/en-madrid/2363013/se-vende-audi-q5-20-tdi-170cv-quattro-s-tronic-2010-16450-eur,5,16450,119344,201.0,Spain
Opel,Grandland X,1.2,2023,Petrol,Suv,Blue,Sevilla,Manual,https://coches.km77.com/opel/grandland/en-sevilla/2352252/se-vende-opel-grandland-12-turbo-gs-2023-25900-eur,6,25900,5,96.0,Spain
Kia,Stonic,1.0 T-GDi,2021,Hybrid,Crossover,Gray,Ademuz,Manual,https://coches.km77.com/kia/stonic/en-madrid/2365418/se-vende-kia-stonic-10-t-gdi-74kw-100cv-mhev-imt-drive-2021-14850-eur,6,14850,41000,100.0,Spain
Kia,Stonic,1.0 T-GDi,2021,Hybrid,Crossover,Gray,Ademuz,Manual,https://coches.km77.com/kia/stonic/en-madrid/2388040/se-vende-kia-stonic-10-t-gdi-88kw-120cv-mhev-imt-drive-2021-17450-eur,6,17450,30000,119.0,Spain
Jeep,Compass,1.3,2020,Petrol,Crossover,Gray,Ademuz,Automatic,https://coches.km77.com/jeep/compass/en-madrid/2346821/se-vende-jeep-compass-13-gse-110kw-150cv-limited-ddct-4x2-2020-18450-eur,6,18450,92000,149.0,Spain
Opel,Grandland X,1.2,2021,Petrol,Suv,White,La Estrella,Manual,https://coches.km77.com/opel/grandland-x/en-sevilla/2316486/se-vende-opel-grandland-x-12-turbo-design-tech-2021-16900-eur,6,16900,93998,130.0,Spain
