Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Price(EUR),Mileage(km),kW,Emission standard,Country
Ford,Ranger,2.0,2024,Diesel,Pickup,Gray,Rotselaar,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/ford/ranger/ford-ranger-vente-561717?,49973,15,152.0,6,Belgium
Volkswagen,T-Roc,1.5 tsi,2020,Petrol,Convertible,Red,Brugge,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/volkswagen/t-roc/volkswagen-t-roc-vente-523750?,28495,23889,110.0,6,Belgium
Audi,A4,2.0,2023,Diesel,Wagon,Gray,Overpelt,Automatic,https://www.vroom.be/fr/voitures-occasion/audi-a4-diesel-0463279/,50990,13584,121.0,6,Belgium
Mazda,Cx-5,2.0,2023,Petrol,Crossover,Gray,Halen,Automatic,https://www.vroom.be/fr/voitures-occasion/mazda-cx-5-essence-0559402/,34650,8298,123.0,6,Belgium
Opel,Astra,1.4 D,2019,Petrol,Wagon,Silver,Sint Gillis Waas,Automatic,https://www.autogids.be/detail-id--9510864--opel-1774-innovation-sw-aut6/tweedehands.html,20990,80557,111.0,6,Belgium
Audi,A5,2.0,2021,Diesel,Sedan,Black,Tienen,Automatic,https://www.vroom.be/fr/voitures-occasion/audi-a5-diesel-0524081/,41990,15171,121.0,6,Belgium
Volvo,Xc60,2.0,2021,Petrol,Crossover,Gray,Dendermonde,Automatic,https://www.vroom.be/fr/voitures-occasion/volvo-xc60-essence-0518888/,52900,35800,254.0,6,Belgium
Porsche,Macan,3.0 s,2016,Petrol,Suv,Silver,Brugge,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/porsche/macan/porsche-macan-vente-518758?,33995,127795,250.0,6,Belgium
Ford,S-Max,1.5,2020,Petrol,Mpv,Silver,Boortmeerbeek,Automatic,https://www.vroom.be/fr/voitures-occasion/ford-s-max-essence-0556706/,29800,48534,123.0,6,Belgium
Nissan,X-Trail,1.6,2000,Diesel,Suv,Green,Sint Gillis Waas,Manual,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/nissan/x-trail/nissan-x-trail-vente-558729?,18990,30000,96.0,3,Belgium
Ford,Focus,1.0 EcoBoost,2021,Petrol,Hatchback,Purple,Sint Gillis Waas,Automatic,https://www.autogids.be/detail-id--9556631--ford-2714-active-1-0i-ecoboost/tweedehands.html,22990,23840,93.0,6,Belgium
Porsche,Macan,2.0,2019,Petrol,Suv,Gray,Tournai,Automatic,https://www.vroom.be/fr/voitures-occasion/porsche-macan-essence-0535708/,44990,117152,182.0,6,Belgium
Volkswagen,Golf,2.0 GTI,2020,Petrol,Wagon,Black,Halen,Automatic,https://www.vroom.be/fr/voitures-occasion/volkswagen-golf-gti-essence-0510796/,27990,34596,182.0,6,Belgium
Mercedes Benz,C-Class,220,2022,Diesel,Wagon,Gray,Hannut,Automatic,https://www.vroom.be/fr/voitures-occasion/mercedes-benz-c-220-diesel-0549705/,47900,24401,149.0,6,Belgium
Jaguar,F-Pace,2.0,2021,Diesel,Crossover,White,Rotselaar,Automatic,https://www.vroom.be/fr/voitures-occasion/jaguar-f-pace-diesel-0297776/,49866,16982,152.0,6,Belgium
Land Rover,Range Rover Sport,3.0,2016,Diesel,Suv,Blue,Brugge,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/land-rover/range-rover-sport/land-rover-range-rover-sport-vente-523797?,21995,199504,215.0,6,Belgium
Mazda,Cx-5,2.0,2019,Petrol,Crossover,Red,Sint Truiden,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/mazda/cx-5/mazda-cx-5-2019-vente-511734?,25990,57195,121.0,6,Belgium
Mercedes Benz,Glc-Class,43 AMG,2019,Petrol,Suv,Gray,Genk,Automatic,https://www.vroom.be/fr/voitures-occasion/mercedes-benz-glc-43-amg-essence-0502107/,41000,60500,273.0,6,Belgium
Hyundai,Tucson,1.7 CRDi,2015,Diesel,Suv,Silver,Sint Gillis Waas,Manual,https://www.autogids.be/detail-id--9442773--hyundai-2428-1-7crdi-full-option-trekh/tweedehands.html,18490,95907,85.0,6,Belgium
Ford,Kuga,2.5 turbo,2023,Petrol,Suv,White,Vilvoorde,Automatic,https://www.vroom.be/fr/voitures-occasion/ford-kuga-essence-0550046/,39990,11980,167.0,6,Belgium
Land Rover,Discovery Sport,2.0,2020,Diesel,Suv,Black,Rotselaar,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/land-rover/discovery-sport/land-rover-discovery-sport-vente-519515?,36800,66055,134.0,6,Belgium
Volkswagen,Golf,2.0,2023,Petrol,Sedan,Black,Genk,Automatic,https://www.vroom.be/fr/voitures-occasion/volkswagen-golf-essence-0524290/,47990,9218,238.0,6,Belgium
Audi,A3,1.0,2023,Petrol,Sedan,Blue,Genk,Automatic,https://www.vroom.be/fr/voitures-occasion/audi-a3-essence-0554795/,35990,7772,82.0,6,Belgium
Land Rover,Range Rover Sport,3.0,2022,Diesel,Suv,Gray,Brugge,Automatic,https://www.vroom.be/fr/voitures-occasion/land-rover-range-rover-sport-diesel-0521262/,68995,34914,185.0,6,Belgium
Citroen,C4 Picasso,1.2,2018,Petrol,Mpv,Silver,Sint Gillis Waas,Automatic,https://www.autogids.be/detail-id--9479831--citroen-2653-shine-130pk-pandak-trekha/tweedehands.html,18190,51684,96.0,6,Belgium
Audi,A3,2.0 .35 TDI,2021,Diesel,Sedan,Blue,Tienen,Automatic,https://www.autotrends.be/fr/occasions/voiture-occasion-belgique/auto/audi/a3/audi-a3-2021-vente-555246?,33990,54925,111.0,6,Belgium
Renault,Kadjar,1.7,2020,Diesel,Suv,Black,Aarschot,Manual,https://www.autogids.be/detail-id--9509105--renault-black-edition-blue-dci-150-4x4/tweedehands.html,28500,43642,111.0,6,Belgium
