Price,Make,Model,Mi,Year,Fuel type,Body type,Color,City,Transmission,Contact,Trim,Power,Euro norm
"29,836 EUR (28,800 CHF)",Seat,Ateca,"14,500 km",2023,Petrol,Suv,,,Automatic,https://www.azw.ch/de/angebot/980/seat-ateca-1-5-tsi-evo-xperience-dsg-autom?&page_number=6,1.5 tsi,111 kW (151 HP),6
"29,836 EUR (28,800 CHF)",Seat,Ateca,"13,100 km",2023,Petrol,Suv,,,Automatic,https://www.azw.ch/de/angebot/981/seat-ateca-1-5-tsi-evo-xperience-dsg-autom?&page_number=6,1.5 tsi,111 kW (151 HP),6
"28,800 EUR (27,800 CHF)",Volkswagen,Taigo,7 km,2024,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1028/vw-taigo-1-5-tsi-r-line-dsg-automat-40?&page_number=9,1.5 tsi,111 kW (151 HP),6
"32,944 EUR (31,800 CHF)",Škoda,Octavia,"8,400 km",2023,Diesel,Wagon,,,Automatic,https://www.azw.ch/de/angebot/1075/skoda-octavia-combi-2-0-tdi-style-dsg-automat?&page_number=6,2.0 TDI,111 kW (151 HP),6
"26,728 EUR (25,800 CHF)",Audi,Q2,"41,500 km",2022,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1107/audi-q2-35-tfsi-s-line-s-tronic-automat?&page_number=1,1.5 35 TFSI,111 kW (151 HP),
"42,400 EUR",Land Rover,Defender,"161,000 km",1988,Petrol,Suv,,,,https://www.woowmotors.com/car/1988-land-rover-110-v8,,,
"37,814 EUR (36,500 CHF)",Tesla,Model 3,"19,800 km",2023,Electric,Sedan,,,Automatic,https://www.azw.ch/de/angebot/899/tesla-model-3-long-range-dual-motor-awd-498ps-automat?&page_number=7,0.0 long range,371 kW (505 HP),
"19,580 EUR (18,900 CHF)",Audi,Q3,"78,400 km",2016,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1109/audi-q3-1-4-tfsi-design-s-tronic-automat?&page_number=1,1.4 TFSI,111 kW (151 HP),6
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"4,400 km",2024,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1190/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),
"29,526 EUR (28,500 CHF)",Volkswagen,Golf,"26,500 km",2021,Petrol,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1086/vw-golf-2-0-gti-tsi-245ps-dsg-automat?&page_number=8,2.0 GTI,182 kW (248 HP),6
"26,728 EUR (25,800 CHF)",Peugeot,3008,"39,400 km",2023,Diesel,Crossover,,,Automatic,https://www.azw.ch/de/angebot/938/peugeot-3008-1-5-bluehdi-allure-pack-eat-autom?&page_number=5,1.5 bluehdi,96 kW (131 HP),6
"27,764 EUR (26,800 CHF)",Peugeot,3008,"16,100 km",2023,Diesel,Crossover,,,Automatic,https://www.azw.ch/de/angebot/936/peugeot-3008-1-5-bluehdi-allure-pack-eat-autom?&page_number=5,1.5 bluehdi,96 kW (131 HP),6
"16,368 EUR (15,800 CHF)",Renault,Zoe,"10,700 km",2020,Electric,Mini,,,Automatic,https://www.azw.ch/de/angebot/176/renault-zoe-life-r90-incl-batterie-automat?&page_number=5,,67 kW (91 HP),
"39,886 EUR (38,500 CHF)",Peugeot,E-Traveller,"1,800 km",2022,Electric,Van,,,Automatic,https://www.azw.ch/de/angebot/161/peugeot-e-traveller-50-allure-standard-automat-8-plaetzer?&page_number=5,,101 kW (137 HP),
"30,872 EUR (29,800 CHF)",Mazda,Cx-5,"9,900 km",2023,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/1088/mazda-cx-5-e-skyactiv-g-165-homura-fwd-automat?&page_number=4,2.0,123 kW (167 HP),6
"30,872 EUR (29,800 CHF)",Volkswagen,Passat Alltrack,"36,500 km",2021,Diesel,Wagon,,,Automatic,https://www.azw.ch/de/angebot/253/vw-passat-alltrack-2-0-tdi-4motion-dsg-aut?&page_number=8,2.0 TDI,141 kW (192 HP),6
"50,246 EUR (48,500 CHF)",Audi,Sq2,7 km,2024,Petrol,Crossover,,,Automatic,https://www.azw.ch/de/angebot/398/audi-sq2-tfsi-quattro-301ps-s-tronic-automat-33?&page_number=1,2.0 TFSI S Tronic,224 kW (305 HP),6
"28,800 EUR (27,800 CHF)",Volkswagen,Id.3,"10,700 km",2021,Electric,Hatchback,,,Automatic,https://www.azw.ch/de/angebot/248/vw-id-3-pro-performance-58-kwh-life?&page_number=8,,152 kW (207 HP),
"32,634 EUR (31,500 CHF)",Volkswagen,Golf,"23,400 km",2023,Petrol,Wagon,,,Automatic,https://www.azw.ch/de/angebot/1115/vw-golf-variant-2-0-tsi-r-line-dsg-automat?&page_number=8,2.0 R,142 kW (193 HP),
"57,498 EUR (55,500 CHF)",Audi,S5,"23,900 km",2022,Petrol,Convertible,,,Automatic,https://www.azw.ch/de/angebot/1167/audi-s5-cabriolet-3-0-tfsi-quattro-tiptronic-automat-354ps?&page_number=1,3.0 tfsi,263 kW (358 HP),
"23,620 EUR (22,800 CHF)",Citroen,C5 Aircross,"30,900 km",2023,Diesel,Suv,,,Automatic,https://www.azw.ch/de/angebot/1150/citroen-c5-aircross-1-5-bluehdi-prestige-eat-automat?&page_number=2,1.5 bluehdi,97 kW (132 HP),6
"51,282 EUR (49,500 CHF)",Mercedes Benz,Eqc,"20,900 km",2023,Electric,Suv,,,Automatic,https://www.azw.ch/de/angebot/116/mercedes-eqc-400-amg-line-4matic-408ps-automat?&page_number=4,400,304 kW (413 HP),
"25,382 EUR (24,500 CHF)",Citroen,C5,5 km,2024,Petrol,Wagon,Blue,,Automatic,https://www.azw.ch/de/angebot/59/citroen-c5-x-1-2i-puretech-business-eat8-autom-38?&page_number=2,,97 kW (132 HP),6
"32,944 EUR (31,800 CHF)",Peugeot,3008,"25,100 km",2021,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/986/peugeot-3008-300e-hybrid4-gt-pack-eat-automat?&page_number=5,1.6,223 kW (303 HP),
"29,526 EUR (28,500 CHF)",Ford,Kuga,"27,900 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1068/ford-kuga-2-5-phev-vignale-2wd-automat?&page_number=3,2.5,167 kW (227 HP),
"31,908 EUR (30,800 CHF)",Ford,Kuga,"17,100 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1069/ford-kuga-2-5-phev-vignale-2wd-automat?&page_number=4,2.5,167 kW (227 HP),
"42,994 EUR (41,500 CHF)",Toyota,C-Hr,10 km,2024,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/910/toyota-c-hr-2-0-hsd-cvt-automat-gr-sport-premiere-4wd-netto-netto?&page_number=7,2.0,166 kW (226 HP),6
"30,562 EUR (29,500 CHF)",Nissan,Qashqai,"18,600 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/889/nissan-qashqai-1-3-dig-t-mhev-tekna-xtronic-automat?&page_number=4,1.3 DIG-T,117 kW (159 HP),6
"30,872 EUR (29,800 CHF)",Nissan,Qashqai,"16,800 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/888/nissan-qashqai-1-3-dig-t-mhev-tekna-xtronic-automat?&page_number=4,1.3 DIG-T,117 kW (159 HP),6
"30,872 EUR (29,800 CHF)",Nissan,Qashqai,"15,300 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/890/nissan-qashqai-1-3-dig-t-mhev-tekna-xtronic-automat?&page_number=4,1.3 DIG-T,117 kW (159 HP),6
"19,166 EUR (18,500 CHF)",Seat,Arona,"29,300 km",2021,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1081/seat-arona-1-0-tsi-eco-fr-dsg-automat?&page_number=6,1.0 tsi,82 kW (112 HP),6
"22,688 EUR (21,900 CHF)",Renault,Captur,6 km,2024,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1154/renault-captur-1-3-tce-techno-edc-automat-29?&page_number=5,1.3 TCe,104 kW (141 HP),
"22,688 EUR (21,900 CHF)",Renault,Captur,5 km,2024,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1156/renault-captur-1-3-tce-techno-edc-automat-29?&page_number=5,1.3 TCe,104 kW (141 HP),
"32,634 EUR (31,500 CHF)",Hyundai,Kona,"26,900 km",2023,,Crossover,Blue,,Automatic,https://www.azw.ch/de/angebot/1025/hyundai-kona-2-0-t-gdi-n-dct-automat-281ps?&page_number=4,2.0 T-GDi,209 kW (284 HP),6
"22,274 EUR (21,500 CHF)",Fiat,Tipo,"4,400 km",2022,,Hatchback,Orange,,Automatic,https://www.azw.ch/de/angebot/1166/fiat-tipo-hybrid-1-5-cross-dct-automat?&page_number=3,1.6,96 kW (131 HP),6
"36,570 EUR (35,300 CHF)",Ds Automobiles,Ds 7 Crossback,"27,200 km",2022,,Suv,Gray,,Automatic,https://www.azw.ch/de/angebot/378/ds-automobiles-ds-7-crossback-e-tense-300-4x4-autom-performance-line?&page_number=3,1.6,223 kW (303 HP),6
"22,274 EUR (21,500 CHF)",Fiat,500 X,8 km,2023,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/468/fiat-500x-1-5-hybrid-mhev-cross-dct-autom-45?&page_number=3,1.6,96 kW (131 HP),6
"26,728 EUR (25,800 CHF)",Jeep,Renegade,56 km,2024,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/435/jeep-renegade-1-5-turbo-night-eagle-automat-mhev-netto-netto?&page_number=4,1.6,96 kW (131 HP),6
"26,728 EUR (25,800 CHF)",Jeep,Renegade,28 km,2024,,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/433/jeep-renegade-1-5-turbo-night-eagle-automat-mhev-netto-netto?&page_number=4,1.6,96 kW (131 HP),6
"46,102 EUR (44,500 CHF)",Bmw,X3,"26,400 km",2022,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1130/bmw-x3-xdrive-48v-20d-automat?&page_number=2,20d,141 kW (192 HP),6
"47,138 EUR (45,500 CHF)",Bmw,X3,"20,600 km",2022,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/1129/bmw-x3-xdrive-48v-20d-automat?&page_number=2,20d,141 kW (192 HP),
"44,030 EUR (42,500 CHF)",Mercedes Benz,E-Class,"24,800 km",2022,,Wagon,Black,,Automatic,https://www.azw.ch/de/angebot/113/mercedes-e-220d-4matic-avantgarde-g-tronic-automat?&page_number=4,220d 4Matic,149 kW (203 HP),6
"51,282 EUR (49,500 CHF)",Land Rover,Evoque,"10,900 km",2023,,Suv,Black,,Automatic,https://www.azw.ch/de/angebot/901/land-rover-range-rover-evoque-p-300e-se-dynamic-phev-automat?&page_number=4,1.5,229 kW (311 HP),6
"51,282 EUR (49,500 CHF)",Bmw,X3,"24,800 km",2023,,Suv,Blue,,Automatic,https://www.azw.ch/de/angebot/1055/bmw-x3-xdrive-48v-20d-m-sport-edition-steptronic?&page_number=2,20d,141 kW (192 HP),
"40,714 EUR (39,300 CHF)",Alfa Romeo,Stelvio,"15,500 km",2022,Diesel,Crossover,,,Automatic,https://www.azw.ch/de/angebot/582/alfa-romeo-stelvio-2-2-jtdm-ti-q4-automat-210ps?&page_number=1,,156 kW (212 HP),6
"37,814 EUR (36,500 CHF)",Volkswagen,Arteon,"4,200 km",2022,Petrol,Wagon,Silver,,Automatic,https://www.azw.ch/de/angebot/1185/vw-arteon-sb-2-0-tsi-r-line-dsg-automat?&page_number=7,2.0 TSI,141 kW (192 HP),
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"11,700 km",2023,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1092/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"10,500 km",2023,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1093/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"10,400 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1098/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"10,300 km",2023,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1094/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"9,900 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1100/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"9,600 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1099/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"34,706 EUR (33,500 CHF)",Cupra,Formentor,"8,900 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1096/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
"35,742 EUR (34,500 CHF)",Cupra,Formentor,"4,900 km",2023,Petrol,Crossover,Gray,,Automatic,https://www.azw.ch/de/angebot/1097/cupra-formentor-2-0tsi-vz-310ps-4drive-dsg-automat?&page_number=3,2.0 tsi vz,231 kW (314 HP),6
